true/pred,2S1,BMP2,BRDM_2,BTR60,BTR70,D7,T62,T72,ZIL131,ZSU_23_4
2S1,210,0,12,0,0,22,30,0,0,0
BMP2,0,151,8,23,3,0,0,10,0,0
BRDM_2,0,0,274,0,0,0,0,0,0,0
BTR60,0,37,4,149,4,0,0,1,0,0
BTR70,0,15,8,27,146,0,0,0,0,0
D7,0,0,0,0,0,227,0,0,0,47
T62,0,0,0,0,0,0,100,0,0,173
T72,0,34,3,5,0,0,0,154,0,0
ZIL131,0,0,0,0,0,0,0,0,223,51
ZSU_23_4,0,0,0,0,0,0,0,0,0,274
