channels,fitness,val_acc,train_acc,val_loss,train_loss,params,flops,params_ratio,flops_ratio,params_compression_rate,flops_reduction_rate,below_baseline_short_by,penalty,eval_time_sec,epochs,inherited
8-8-8-8-8-20-16-28-28-20-64-40-32-64-48,-429.9272487440997,10.379999465942383,15.279999697875976,2.5666754638671874,3.7261446868896484,262386,30855648,0.5652994480280252,0.4480756112113816,0.43470055197197477,0.5519243887886184,86.59999897155762,432.9999948577881,48.806374311447144,1,True
12-8-12-16-12-28-32-16-24-24-48-56-40-56-48,-416.3650821463741,12.919999563598633,15.719999536132812,2.693021728134155,3.428310028076172,280486,41066976,0.6042951261865674,0.5963611709533094,0.39570487381343256,0.4036388290466906,84.05999887390136,420.2999943695068,42.85907030105591,1,True
8-8-16-12-16-20-32-28-20-32-40-32-64-56-40,-431.92012390765177,10.319999594116211,13.619999526977539,3.62856753616333,3.870469438934326,272338,41361808,0.586740607643153,0.6006426246633295,0.41325939235684706,0.3993573753366705,86.65999884338379,433.29999421691895,14.458751916885376,1,True
16-12-12-12-16-32-28-24-32-20-64-64-64-32-32,-421.64232228632824,12.339999716186524,17.329999383544923,2.596885147857666,3.3742574375152588,327066,49987904,0.7046497498675008,0.7259079646609875,0.29535025013249916,0.2740920353390125,84.63999872131348,423.1999936065674,10.103245258331299,1,True
8-12-8-8-12-20-24-32-24-16-48-32-32-56-56,-432.6145249072056,9.899999887084961,12.579999696350098,2.546904657363892,3.4454196479797363,229586,31961648,0.4946332467241476,0.46413658085945997,0.5053667532758523,0.53586341914054,87.07999855041504,435.3999927520752,18.58662986755371,1,True
8-16-12-16-16-20-20-28-16-20-64-56-56-32-32,-436.956924293159,9.439999671936036,12.569999551391602,2.6057718418121336,2.998498346710205,266162,40145216,0.5734346790073984,0.5829756742238225,0.4265653209926016,0.41702432577617754,87.53999876556396,437.6999938278198,8.93611192703247,1,True
12-8-12-8-8-24-16-28-20-32-32-56-64-40-40,-421.7020153921546,11.819999821472168,17.309999337768556,2.3679184043884276,3.278637456512451,256662,34136464,0.5529673341175558,0.4957185462899799,0.44703266588244417,0.5042814537100201,85.15999861602783,425.7999930801392,8.371952056884766,1,True
16-16-12-16-8-32-24-20-20-24-48-48-32-48-48,-432.1801850576722,10.239999572753906,17.48999957885742,13.327068251037598,3.670020560455322,240490,42209760,0.5181254497429733,0.6129563057980739,0.48187455025702675,0.3870436942019261,86.7399988647461,433.6999943237305,10.838507175445557,1,True
8-8-8-8-8-20-16-28-20-32-40-40-64-56-48,-431.36533432698087,10.179999708557128,15.959999468994141,2.4417043422698974,3.8894153747558593,273058,31703520,0.5882918169400673,0.46038813061233597,0.41170818305993273,0.539611869387664,86.79999872894287,433.9999936447143,3.2960894107818604,1,True
12-8-12-8-12-24-16-16-20-24-32-56-64-56-48,-430.60849230954483,10.379999485778809,15.119999157714844,4.369942986297607,3.613139444351196,281398,34136544,0.6062599912959923,0.49571970802377,0.3937400087040077,0.5042802919762299,86.59999895172119,432.99999475860596,4.824589729309082,1,True
