channels,fitness,val_acc,train_acc,val_loss,train_loss,params,flops,params_ratio,flops_ratio,params_compression_rate,flops_reduction_rate,below_baseline_short_by,penalty,eval_time_sec,epochs,inherited
8-8-8-8-8-20-16-28-28-20-64-40-32-64-48,-425.007246345418,11.199999865722656,15.139999481201173,2.506709401321411,3.7317813442230223,262386,30855648,0.5652994480280252,0.4480756112113816,0.43470055197197477,0.5519243887886184,85.77999857177734,428.8999928588867,48.328773736953735,1,True
12-8-12-16-12-28-32-16-24-24-48-56-40-56-48,-423.8050812766231,11.679999708557128,15.399999281311036,3.934737518310547,3.4139124568939208,280486,41066976,0.6042951261865674,0.5963611709533094,0.39570487381343256,0.4036388290466906,85.29999872894287,426.4999936447143,44.539541721343994,1,True
8-8-16-12-16-20-32-28-20-32-40-32-64-56-40,-425.8001214540385,11.340000003051758,13.429999685668946,3.5200338203430177,3.8794599487304686,272338,41361808,0.586740607643153,0.6006426246633295,0.41325939235684706,0.3993573753366705,85.63999843444824,428.1999921722412,14.276943922042847,1,True
16-12-12-12-16-32-28-24-32-20-64-64-64-32-32,-421.16232223139656,12.419999725341796,17.38999973449707,2.6036460670471193,3.371809925079346,327066,49987904,0.7046497498675008,0.7259079646609875,0.29535025013249916,0.2740920353390125,84.5599987121582,422.799993560791,10.070765972137451,1,True
8-12-8-8-12-20-24-32-24-16-48-32-32-56-56,-432.9745261340122,9.839999682617188,12.539999531555177,2.544990677642822,3.453227983856201,229586,31961648,0.4946332467241476,0.46413658085945997,0.5053667532758523,0.53586341914054,87.13999875488281,435.69999377441405,18.352100610733032,1,True
8-16-12-16-16-20-20-28-16-20-64-56-56-32-32,-437.07692312128404,9.419999867248535,12.299999526977539,2.6081109462738037,2.99955544090271,266162,40145216,0.5734346790073984,0.5829756742238225,0.4265653209926016,0.41702432577617754,87.55999857025147,437.79999285125734,8.934000015258789,1,True
12-8-12-8-8-24-16-28-20-32-32-56-64-40-40,-426.8620153280677,10.95999983215332,16.949999337768556,2.349974578475952,3.2922457313537596,256662,34136464,0.5529673341175558,0.4957185462899799,0.44703266588244417,0.5042814537100201,86.01999860534669,430.09999302673344,8.345239877700806,1,True
16-16-12-16-8-32-24-20-20-24-48-48-32-48-48,-432.1801850576722,10.239999572753906,17.48999957885742,13.339950463867188,3.670050635910034,240490,42209760,0.5181254497429733,0.6129563057980739,0.48187455025702675,0.3870436942019261,86.7399988647461,433.6999943237305,10.76218867301941,1,True
8-8-8-8-8-20-16-28-20-32-40-40-64-56-48,-433.0453336220249,9.899999826049804,15.789999459838867,2.5229968463897703,3.8847920318603517,273058,31703520,0.5882918169400673,0.46038813061233597,0.41170818305993273,0.539611869387664,87.0799986114502,435.399993057251,3.450582504272461,1,True
12-8-8-8-12-20-16-16-28-24-32-40-32-56-48,-420.1548927020532,11.839999795532227,16.599999548339845,2.408931216812134,3.5840368118286134,200710,28459488,0.4324211360884534,0.4132793607304239,0.5675788639115467,0.5867206392695761,85.13999864196778,425.6999932098389,5.863826513290405,1,True
16-8-12-12-16-32-28-24-32-24-64-56-64-56-48,-432.33947784390176,10.679999690246582,17.56999940185547,6.743241390991211,3.9295160591125486,372138,51720672,0.8017554518543415,0.7510706538609525,0.1982445481456585,0.2489293461390475,86.29999874725343,431.49999373626713,2.8956925868988037,1,True
8-12-16-12-16-32-32-28-20-20-40-64-64-56-40,-447.30840181067754,7.999999487304687,17.179999295043945,7.698494887542725,3.5168335159301756,330370,47167888,0.7117680769744524,0.6849566162133427,0.28823192302554757,0.3150433837866573,88.97999895019531,444.89999475097653,2.1448302268981934,1,True
16-12-12-12-16-32-28-24-32-20-48-64-64-32-32,-434.9952864932859,10.019999574279785,18.049999166870116,3.3298968685150148,3.1847638843536377,298778,48181568,0.6437044601576201,0.6996769450676501,0.35629553984237994,0.3003230549323499,86.95999886322022,434.7999943161011,5.264398574829102,1,True
12-8-12-12-12-28-32-16-24-24-64-56-56-32-48,-433.9103432972743,9.999999974060058,16.339999325561525,4.347457795715332,3.7829862617492678,294758,40182240,0.6350435415831814,0.5835133246218789,0.36495645841681856,0.4164866753781211,86.97999846343994,434.8999923171997,0.438063383102417,1,True
8-8-12-12-8-20-28-16-28-24-64-64-32-32-32,-423.6565075571001,11.439999893188476,15.019999438476562,2.689341425704956,3.32155352935791,245330,32735552,0.5285530233500089,0.4753749611980914,0.47144697664999113,0.5246250388019086,85.53999854431153,427.69999272155763,0.38233160972595215,1,True
8-12-8-12-16-20-16-24-16-32-64-56-64-56-48,-419.6825503426651,12.45999951171875,12.419999462890624,3.4751779956817628,3.1659839878082274,343666,40219104,0.7404137419908048,0.5840486515523552,0.2595862580091952,0.4159513484476448,84.51999892578125,422.59999462890624,3.7497572898864746,1,True
16-12-12-12-16-32-28-24-32-20-64-64-64-48-32,-416.8715708611175,13.219999305725098,17.159999423217773,2.4709656757354734,3.4878958183288575,352474,51609920,0.7593902023897241,0.7494623496019436,0.2406097976102759,0.2505376503980564,83.7599991317749,418.79999565887454,0.7081470489501953,1,True
16-12-12-12-16-32-28-24-32-24-64-56-64-32-48,-424.90732951221906,11.819999690246583,15.659999661254883,2.850531438064575,3.7597294208526613,330586,50725344,0.7122334397635267,0.7366168267380931,0.2877665602364733,0.26338317326190686,85.15999874725341,425.7999937362671,0.49434828758239746,1,True
12-8-8-8-12-16-16-16-28-24-32-40-32-56-48,-428.68424738778896,10.40000001220703,17.11999970703125,2.855902877807617,3.4597742473602295,198390,27869664,0.42742279502061814,0.40471412984280347,0.5725772049793818,0.5952858701571966,86.57999842529297,432.89999212646484,2.5707716941833496,1,True
12-12-8-8-12-20-16-24-16-32-64-56-32-56-48,-422.26099374851833,11.799999395751954,15.589999591064453,3.988469956970215,3.727195132446289,282006,35279328,0.6075699013689422,0.5123148428685345,0.3924300986310578,0.48768515713146554,85.17999904174805,425.8999952087402,0.4616250991821289,1,True
16-12-12-12-16-32-24-24-32-20-64-64-64-32-32,-420.2557297673821,12.539999589538574,17.689999584960937,2.6093827644348146,3.3689069164276124,323162,48992576,0.6962387483464539,0.7114541375381281,0.30376125165354606,0.28854586246187186,84.43999884796142,422.1999942398071,0.38517069816589355,1,True
16-12-12-12-16-20-32-24-16-20-64-56-64-56-32,-412.8483694954391,13.719999395751953,15.889999499511719,4.256497953033447,3.2785125415802003,329050,46301504,0.7089241932634427,0.6723752716133601,0.2910758067365573,0.3276247283866399,83.25999904174805,416.29999520874026,0.5879368782043457,1,True
16-12-12-12-16-32-28-24-20-20-64-64-64-48-32,-390.3339294735106,17.559999615478517,26.53999915161133,2.6097384094238283,2.823485659980774,342058,48955712,0.7369493745610293,0.7109188106076518,0.26305062543897073,0.28908118939234817,79.41999882202148,397.09999411010745,1.012418508529663,1,True
16-12-8-12-16-32-28-24-32-20-64-64-64-48-32,-423.458790336618,12.079999475097656,16.66999944458008,2.6555706760406492,3.4126237003326416,350874,49987904,0.7559430706188033,0.7259079646609875,0.24405692938119672,0.2740920353390125,84.89999896240235,424.4999948120118,0.3740253448486328,1,True
