epoch,lr,train_loss,train_ce_loss,train_kd_loss,train_at_loss,train_acc,test_loss,test_acc,epoch_time_sec
1,0.1,2.021570,2.021570,0.000000,0.000000,30.2040,1.752829,35.9800,143.67
2,0.1,1.505331,1.505331,0.000000,0.000000,43.9920,1.595271,43.0500,14.22
3,0.1,1.340290,1.340290,0.000000,0.000000,50.8380,1.238097,55.0300,14.54
4,0.1,1.189054,1.189054,0.000000,0.000000,57.1620,1.398014,50.3400,14.95
5,0.1,1.086195,1.086195,0.000000,0.000000,60.6460,1.187981,57.7700,16.01
6,0.1,0.998871,0.998871,0.000000,0.000000,63.9860,1.195527,57.1900,16.55
7,0.1,0.941600,0.941600,0.000000,0.000000,66.0460,1.240370,56.1900,16.52
8,0.1,0.884675,0.884675,0.000000,0.000000,68.0800,1.117243,61.4900,16.73
9,0.1,0.835937,0.835937,0.000000,0.000000,70.0980,0.896990,68.2700,16.58
10,0.1,0.780762,0.780762,0.000000,0.000000,72.1600,1.734224,53.4000,16.35
11,0.1,0.748564,0.748564,0.000000,0.000000,73.3360,0.751442,73.2600,16.23
12,0.1,0.705954,0.705954,0.000000,0.000000,74.8140,0.970526,68.1200,16.38
13,0.1,0.673673,0.673673,0.000000,0.000000,76.4220,1.075823,65.5300,16.85
14,0.1,0.652256,0.652256,0.000000,0.000000,77.0860,0.721655,74.9900,16.23
15,0.1,0.622000,0.622000,0.000000,0.000000,78.1980,0.855604,71.5200,16.71
16,0.1,0.591338,0.591338,0.000000,0.000000,79.3300,0.745350,74.4200,16.32
17,0.1,0.577761,0.577761,0.000000,0.000000,79.7720,0.774619,73.5000,16.46
18,0.1,0.560255,0.560255,0.000000,0.000000,80.3900,0.755932,75.1400,16.69
19,0.1,0.548703,0.548703,0.000000,0.000000,80.7660,0.849869,72.1300,16.39
20,0.1,0.529839,0.529839,0.000000,0.000000,81.5600,0.743597,75.3000,16.56
21,0.1,0.516560,0.516560,0.000000,0.000000,82.0860,0.787370,73.8000,16.75
22,0.1,0.506892,0.506892,0.000000,0.000000,82.2780,1.673683,54.9900,16.83
23,0.1,0.485065,0.485065,0.000000,0.000000,83.3020,0.845909,73.4200,16.28
24,0.1,0.474544,0.474544,0.000000,0.000000,83.4860,0.557414,80.9700,16.64
25,0.1,0.466550,0.466550,0.000000,0.000000,83.6600,0.745670,75.6700,16.26
26,0.1,0.463125,0.463125,0.000000,0.000000,83.7960,0.844202,73.1200,16.36
27,0.1,0.451225,0.451225,0.000000,0.000000,84.2680,0.660663,77.0800,16.68
