true/pred,2S1,BMP2,BRDM_2,BTR60,BTR70,D7,T62,T72,ZIL131,ZSU_23_4
2S1,133,0,0,0,1,2,138,0,0,0
BMP2,0,164,0,16,3,0,0,12,0,0
BRDM_2,0,0,274,0,0,0,0,0,0,0
BTR60,0,37,0,142,4,0,0,12,0,0
BTR70,0,36,0,28,132,0,0,0,0,0
D7,0,0,0,0,0,194,2,0,0,78
T62,0,0,0,0,0,0,166,0,0,107
T72,0,8,0,0,0,0,0,187,0,1
ZIL131,0,0,0,0,0,2,3,0,191,78
ZSU_23_4,0,0,0,0,0,0,0,0,0,274
