true/pred,2S1,BMP2,BRDM_2,BTR60,BTR70,D7,T62,T72,ZIL131,ZSU_23_4
2S1,267,0,3,0,1,0,0,0,0,3
BMP2,0,195,0,0,0,0,0,0,0,0
BRDM_2,0,0,272,0,0,0,0,0,0,2
BTR60,0,6,0,186,3,0,0,0,0,0
BTR70,0,8,0,0,188,0,0,0,0,0
D7,0,0,0,0,0,264,2,0,0,8
T62,0,0,0,0,0,0,268,0,0,5
T72,0,0,0,0,0,0,0,195,0,1
ZIL131,0,0,0,0,0,0,1,0,273,0
ZSU_23_4,0,0,0,0,0,0,0,0,0,274
