epoch,lr,train_loss,train_ce_loss,train_kd_loss,train_at_loss,train_acc,test_loss,test_acc,epoch_time_sec
1,0.1,14.251918,2.488881,19.293220,0.000000,34.2960,4.071179,32.2400,43.35
2,0.1,10.070259,1.980953,13.537105,0.000000,52.6840,3.525898,45.7000,2.17
3,0.1,8.194252,1.685818,10.983581,0.000000,61.2840,1.857255,63.0000,2.25
4,0.1,7.065637,1.496725,9.452314,0.000000,66.1620,1.763137,64.7700,2.22
5,0.1,6.395409,1.389215,8.540921,0.000000,69.4540,2.105893,63.3700,2.12
6,0.1,5.766764,1.265855,7.695726,0.000000,72.3900,2.357489,58.2000,2.12
7,0.1,5.226210,1.147734,6.974128,0.000000,74.9020,1.799102,66.8000,2.11
8,0.1,4.773063,1.060533,6.364147,0.000000,76.6520,1.822689,67.3900,2.75
9,0.1,4.417319,0.983880,5.888792,0.000000,78.2220,1.525832,72.4900,2.95
10,0.1,4.195954,0.934558,5.593695,0.000000,79.3780,1.277316,76.0700,2.98
11,0.1,3.989688,0.889859,5.318186,0.000000,80.4420,1.814619,69.7200,2.96
12,0.1,3.799741,0.843856,5.066549,0.000000,81.2860,1.276093,76.3900,2.91
13,0.1,3.638023,0.814289,4.848195,0.000000,81.9240,1.847588,69.3800,2.96
14,0.1,3.466034,0.769477,4.621701,0.000000,82.5660,1.264817,76.9100,2.92
15,0.1,3.401896,0.758217,4.534901,0.000000,82.9460,1.082285,78.9700,2.92
16,0.1,3.216348,0.717227,4.287400,0.000000,83.6820,1.509375,72.7600,2.94
17,0.1,3.152140,0.688881,4.207822,0.000000,84.0960,0.947252,81.1000,2.93
18,0.1,3.105577,0.692395,4.139798,0.000000,84.3480,1.456123,75.2700,2.89
19,0.1,3.002469,0.660261,4.006272,0.000000,84.8280,1.300642,76.6200,2.92
20,0.1,2.929407,0.647682,3.907289,0.000000,85.1400,0.889486,81.7500,2.89
21,0.1,2.785982,0.604113,3.721069,0.000000,85.8860,1.239317,78.6400,2.90
22,0.1,2.723711,0.595327,3.635876,0.000000,86.1120,1.015200,81.4800,2.86
23,0.1,2.704641,0.587008,3.612197,0.000000,86.2440,0.862802,82.9100,2.87
24,0.1,2.654616,0.579756,3.543842,0.000000,86.5160,1.019509,80.3900,2.92
25,0.1,2.567985,0.559914,3.428588,0.000000,86.9660,1.233244,77.6500,2.87
26,0.1,2.513806,0.542689,3.358570,0.000000,87.2180,0.946545,82.2900,2.89
27,0.1,2.501117,0.532517,3.344802,0.000000,87.1860,0.978255,82.1200,2.96
28,0.1,2.480316,0.534076,3.314419,0.000000,87.2240,0.847988,82.7500,2.88
29,0.1,2.383987,0.511969,3.186281,0.000000,87.8200,0.935626,81.3900,2.89
30,0.1,2.336608,0.495774,3.125536,0.000000,88.0260,1.125484,80.5400,2.87
31,0.1,2.330386,0.495446,3.116789,0.000000,88.1600,1.142467,80.0200,2.83
32,0.1,2.300556,0.497257,3.073398,0.000000,88.1260,1.731875,72.1200,2.90
33,0.1,2.279264,0.483875,3.048717,0.000000,88.4320,0.853020,83.4900,2.90
34,0.1,2.214343,0.467502,2.962990,0.000000,88.8340,1.159858,80.7700,2.84
35,0.1,2.187791,0.461979,2.927425,0.000000,88.8320,1.205226,78.2400,2.90
36,0.1,2.127869,0.443227,2.849859,0.000000,89.1320,0.828414,84.0700,2.89
37,0.1,2.095280,0.440176,2.804610,0.000000,89.3620,0.800348,84.5300,2.92
38,0.1,2.104225,0.434290,2.819911,0.000000,89.3000,1.023460,80.5000,2.88
39,0.1,2.063082,0.429762,2.763076,0.000000,89.4900,0.804540,83.6500,2.90
40,0.1,2.026441,0.417029,2.716189,0.000000,89.6120,0.716355,85.3900,2.84
41,0.010000000000000002,1.772496,0.354764,2.380096,0.000000,90.9960,0.568183,88.0800,2.88
42,0.010000000000000002,1.667577,0.326814,2.242190,0.000000,91.4420,0.559265,88.2200,2.86
43,0.010000000000000002,1.629279,0.313998,2.192971,0.000000,91.7800,0.565607,88.1600,2.89
44,0.010000000000000002,1.618667,0.312249,2.178561,0.000000,91.8160,0.570262,88.1500,2.87
45,0.010000000000000002,1.588936,0.302539,2.140250,0.000000,92.0640,0.563297,88.2600,2.85
46,0.010000000000000002,1.596854,0.304371,2.150775,0.000000,92.0280,0.561062,88.2700,2.88
47,0.010000000000000002,1.584316,0.307902,2.131351,0.000000,92.0940,0.556190,88.3600,2.89
48,0.010000000000000002,1.576156,0.304524,2.121140,0.000000,92.0600,0.561436,88.2700,2.84
49,0.010000000000000002,1.555783,0.295704,2.095817,0.000000,92.2580,0.555744,88.5300,2.90
50,0.010000000000000002,1.562746,0.300279,2.103803,0.000000,92.2040,0.566970,88.5500,2.85
51,0.010000000000000002,1.556729,0.295394,2.097301,0.000000,92.3700,0.575763,88.2500,2.88
52,0.010000000000000002,1.551869,0.294396,2.090786,0.000000,92.1780,0.571951,88.2400,2.62
53,0.010000000000000002,1.531080,0.287623,2.063991,0.000000,92.4920,0.557398,88.3400,2.05
54,0.010000000000000002,1.524773,0.283542,2.056729,0.000000,92.5400,0.564357,88.3500,2.04
55,0.010000000000000002,1.526608,0.285018,2.058718,0.000000,92.4740,0.568580,88.4100,2.05
56,0.010000000000000002,1.509163,0.282144,2.035028,0.000000,92.5740,0.558718,88.4200,2.04
57,0.010000000000000002,1.521612,0.288841,2.049942,0.000000,92.3680,0.568692,88.3300,2.04
58,0.010000000000000002,1.511602,0.281537,2.038774,0.000000,92.4960,0.558646,88.6100,2.07
59,0.010000000000000002,1.499202,0.281450,2.021096,0.000000,92.5080,0.571891,88.3900,2.03
60,0.010000000000000002,1.484655,0.278363,2.001638,0.000000,92.5260,0.552989,88.4400,1.97
61,0.0010000000000000002,1.475352,0.270199,1.991846,0.000000,92.7840,0.548816,88.5100,1.99
62,0.0010000000000000002,1.465014,0.272051,1.976284,0.000000,92.8940,0.548881,88.6100,2.01
63,0.0010000000000000002,1.456678,0.266844,1.966606,0.000000,92.8860,0.547204,88.4700,1.99
64,0.0010000000000000002,1.469198,0.268550,1.983761,0.000000,92.8100,0.546223,88.5200,1.99
65,0.0010000000000000002,1.458061,0.264459,1.969605,0.000000,92.8160,0.546877,88.5700,2.04
66,0.0010000000000000002,1.462621,0.265999,1.975459,0.000000,92.8920,0.547276,88.4400,2.03
67,0.0010000000000000002,1.462261,0.274307,1.971384,0.000000,92.7840,0.547787,88.5700,2.08
68,0.0010000000000000002,1.468911,0.266059,1.984419,0.000000,92.9900,0.544470,88.5900,2.08
69,0.0010000000000000002,1.455245,0.267559,1.964253,0.000000,92.8160,0.547608,88.4500,2.06
70,0.0010000000000000002,1.448903,0.269562,1.954335,0.000000,92.8300,0.545935,88.6300,2.04
