true/pred,2S1,BMP2,BRDM_2,BTR60,BTR70,D7,T62,T72,ZIL131,ZSU_23_4
2S1,189,0,0,0,0,7,78,0,0,0
BMP2,0,112,3,57,9,0,0,14,0,0
BRDM_2,0,0,265,0,0,0,0,0,0,9
BTR60,0,4,2,168,16,0,0,5,0,0
BTR70,0,3,5,23,165,0,0,0,0,0
D7,0,0,0,0,0,189,1,0,64,20
T62,0,0,0,0,0,0,209,0,0,64
T72,0,7,0,32,0,0,0,154,0,3
ZIL131,0,0,0,0,0,0,0,0,264,10
ZSU_23_4,0,0,0,0,0,0,0,0,0,274
