true/pred,2S1,BMP2,BRDM_2,BTR60,BTR70,D7,T62,T72,ZIL131,ZSU_23_4
2S1,216,1,10,0,1,23,23,0,0,0
BMP2,0,136,1,24,13,0,0,21,0,0
BRDM_2,0,0,274,0,0,0,0,0,0,0
BTR60,0,5,2,175,8,0,0,5,0,0
BTR70,0,4,5,22,165,0,0,0,0,0
D7,0,0,0,0,0,222,0,0,0,52
T62,0,0,0,0,0,0,175,0,0,98
T72,0,14,1,2,0,0,0,177,0,2
ZIL131,0,0,0,0,0,0,1,0,247,26
ZSU_23_4,0,0,0,0,0,0,0,0,0,274
