true/pred,2S1,BMP2,BRDM_2,BTR60,BTR70,D7,T62,T72,ZIL131,ZSU_23_4
2S1,252,0,1,0,0,2,19,0,0,0
BMP2,0,193,0,0,0,0,0,2,0,0
BRDM_2,0,0,269,0,0,0,0,0,0,5
BTR60,0,5,0,187,3,0,0,0,0,0
BTR70,0,10,0,0,186,0,0,0,0,0
D7,0,0,0,0,0,248,3,0,5,18
T62,0,0,0,0,0,0,266,0,0,7
T72,0,0,0,0,0,0,0,195,0,1
ZIL131,0,0,0,0,0,0,0,0,271,3
ZSU_23_4,0,0,0,0,0,0,0,0,0,274
