true/pred,2S1,BMP2,BRDM_2,BTR60,BTR70,D7,T62,T72,ZIL131,ZSU_23_4
2S1,259,0,0,0,0,0,15,0,0,0
BMP2,0,155,9,15,5,0,0,11,0,0
BRDM_2,0,0,271,0,0,0,0,0,0,3
BTR60,0,64,3,116,4,0,0,8,0,0
BTR70,0,40,1,27,128,0,0,0,0,0
D7,0,0,0,0,0,157,29,0,10,78
T62,0,0,0,0,0,0,143,0,0,130
T72,0,12,0,10,0,0,0,172,0,2
ZIL131,0,0,0,0,0,1,18,0,194,61
ZSU_23_4,0,0,0,0,0,0,0,0,0,274
