channels,fitness,test_acc,train_acc,test_loss,train_loss,params,flops,params_ratio,flops_ratio,params_compression_rate,flops_reduction_rate,eval_time_sec,epochs
8-16-32,24.898616164407635,32.45,30.78,1.755595763206482,1.803450146484375,116882,17326400,0.2518172847804823,0.251608304259009,0.7481827152195177,0.7483916957409911,9.692176103591919,3
8-20-40,20.507426672743392,31.4,31.44,1.7670141010284424,1.7766287231445312,178402,23538064,0.38435950137238933,0.34181205377805124,0.6156404986276107,0.6581879462219488,3.913755416870117,3
8-28-56,14.321405284982351,34.1,32.1,1.7986898279190064,1.7657928100585938,342050,40053296,0.7369321389021747,0.581640842099002,0.2630678610978253,0.418359157900998,2.948566198348999,3
8-32-40,11.071816640162192,26.7,33.28,1.975255301475525,1.7484358520507812,234370,36974992,0.5049401707192009,0.536938719936653,0.49505982928079906,0.463061280063347,3.063283920288086,3
8-32-48,13.569668369098743,31.95,31.12,1.7312845544815063,1.7840921875,293938,40772064,0.6332768865505845,0.5920785555094993,0.36672311344941555,0.4079214444905007,3.046689987182617,3
12-16-48,19.960676633865276,34.35,34.88,1.7480886688232422,1.709971044921875,231318,31740384,0.49836476686616943,0.4609234575428122,0.5016352331338305,0.5390765424571877,7.0593883991241455,3
16-28-56,9.320198959792577,33.75,33.4,1.7928561792373656,1.7509984191894532,361738,58485296,0.7793490953433558,0.8493043073371389,0.22065090465664416,0.1506956926628611,7.307078123092651,3
16-32-32,16.667792042977997,34.7,35.44,1.700984842300415,1.7079937744140625,205146,52347200,0.44197830892333145,0.760168888211469,0.5580216910766685,0.239831111788531,4.451836109161377,3
12-32-40,17.051262382912615,34.65,32.92,1.7297336559295655,1.7470055419921875,242918,44753296,0.5233564722053456,0.6498927022671467,0.47664352779465435,0.3501072977328533,3.853433609008789,3
16-16-32,22.223511030305186,34.35,31.84,1.7129985342025758,1.7879377075195313,135706,35537216,0.29237279006536626,0.5160598079142882,0.7076272099346337,0.4839401920857118,4.517378568649292,3
8-24-32,18.303097944659527,28.3,29.3,1.8672018117904663,1.8054664733886718,145842,24256832,0.31421036983414985,0.35224976718854845,0.6857896301658502,0.6477502328114515,6.741460800170898,3
8-20-48,21.145245024960122,34.75,33.02,1.704217511177063,1.7680515075683594,237106,27279840,0.5108347660474756,0.39614889895518307,0.4891652339525244,0.6038511010448169,5.439257860183716,3
8-20-32,26.540008841164564,35.2,32.7,1.7237907028198243,1.7778064453125,130066,20459840,0.2802216505728702,0.29711109334949226,0.7197783494271298,0.7028889066505077,5.1077494621276855,3
8-20-56,10.303463897814744,27.1,29.3,1.8727862567901612,1.8473627563476562,306178,31685168,0.6596474445981291,0.4601216288808879,0.3403525554018709,0.5398783711191121,5.627526044845581,3
12-16-32,23.1787960345496,32.65,29.44,1.730406774520874,1.8100284759521483,124854,24957248,0.26899261882909553,0.36242097886759767,0.7310073811709045,0.6375790211324024,4.107547998428345,3
8-16-64,11.943979445590575,31.25,31.18,1.7976548709869384,1.794257376098633,371282,33546880,0.7999112363568988,0.4871568006037298,0.20008876364310124,0.5128431993962702,6.240879774093628,3
16-20-32,18.189536643366345,31.45,31.98,1.7754471435546875,1.76361337890625,149178,38744384,0.32139763957651984,0.562633250865724,0.6786023604234801,0.437366749134276,4.7478039264678955,3
8-32-32,17.344365431863537,30.7,30.16,1.7764146194458008,1.7939146850585939,185170,33841472,0.3989408687633846,0.4914347691123796,0.6010591312366154,0.5085652308876204,4.453360080718994,3
12-24-32,22.85791075110572,34.8,31.72,1.7018525276184082,1.747270166015625,154102,31961408,0.3320061876015288,0.4641330956580897,0.6679938123984712,0.5358669043419103,5.154957056045532,3
12-28-48,17.63196010224615,36.15,31.68,1.6857893838882447,1.7598252227783202,280806,43352544,0.6049845525407516,0.6295514406428384,0.39501544745924844,0.3704485593571616,6.288546562194824,3
8-16-40,24.679356203746522,34.45,32.52,1.7102181644439698,1.7831717529296875,164930,20386192,0.3553346518612357,0.2960416012223298,0.6446653481387643,0.7039583987776702,4.789161205291748,3
16-20-48,14.2947728271619,32.5,33.72,1.7994563055038453,1.756614501953125,256218,45564384,0.5520107550511253,0.6616710564714149,0.4479892449488747,0.3383289435285851,4.576613426208496,3
16-24-64,5.7660443022680035,32.25,29.24,1.7588343667984008,1.8377166290283202,421946,58983040,0.9090646638831078,0.8565323826323586,0.0909353361168922,0.14346761736764135,5.01647424697876,3
12-20-48,19.7627413632542,35.3,31.84,1.7060678577423096,1.7701460876464843,245222,34947552,0.5283203419554717,0.507496900494248,0.47167965804452827,0.492503099505752,5.503297805786133,3
8-24-40,16.707193568478296,28.95,32.5,1.8469890956878663,1.7759434509277343,194466,27353488,0.4189687043524348,0.3972183910823455,0.5810312956475652,0.6027816089176545,4.489702939987183,3
8-28-48,16.589830827647837,33.15,30.84,1.744367712020874,1.7988912963867187,272402,35611104,0.5868784929139897,0.5171327852428209,0.41312150708601025,0.4828672147571791,2.8305130004882812,3
8-16-32,23.748616164407633,31.3,30.48,1.795416940689087,1.8046646728515625,116882,17326400,0.2518172847804823,0.251608304259009,0.7481827152195177,0.7483916957409911,16.110658168792725,3
8-20-40,16.507426672743392,27.4,32.88,1.9162408380508422,1.7445693298339844,178402,23538064,0.38435950137238933,0.34181205377805124,0.6156404986276107,0.6581879462219488,8.817325592041016,3
8-28-56,15.371405284982348,35.15,32.82,1.7332522058486939,1.7710666015625,342050,40053296,0.7369321389021747,0.581640842099002,0.2630678610978253,0.418359157900998,7.381178379058838,3
8-32-40,19.92181664016219,35.55,33.26,1.7044701623916625,1.738683642578125,234370,36974992,0.5049401707192009,0.536938719936653,0.49505982928079906,0.463061280063347,7.006768465042114,3
8-32-48,15.269668369098742,33.65,32.66,1.725190809249878,1.7660244750976561,293938,40772064,0.6332768865505845,0.5920785555094993,0.36672311344941555,0.4079214444905007,6.53203272819519,3
12-16-48,17.910676633865272,32.3,33.2,1.7369163341522216,1.736518963623047,231318,31740384,0.49836476686616943,0.4609234575428122,0.5016352331338305,0.5390765424571877,10.747096538543701,3
16-28-56,11.02019895979258,35.45,34.34,1.7258456640243531,1.736869500732422,361738,58485296,0.7793490953433558,0.8493043073371389,0.22065090465664416,0.1506956926628611,10.8442964553833,3
16-32-32,17.01779204297799,35.05,36.22,1.7315875568389894,1.6689757568359376,205146,52347200,0.44197830892333145,0.760168888211469,0.5580216910766685,0.239831111788531,6.300843238830566,3
12-32-40,16.151262382912616,33.75,33.44,1.7171795597076416,1.7373726928710937,242918,44753296,0.5233564722053456,0.6498927022671467,0.47664352779465435,0.3501072977328533,4.874498605728149,3
16-16-32,20.223511030305186,32.35,32.02,1.7860386266708375,1.7797188385009766,135706,35537216,0.29237279006536626,0.5160598079142882,0.7076272099346337,0.4839401920857118,5.2962610721588135,3
12-24-32,19.657910751105725,31.6,30.92,1.7602565097808838,1.7596204345703126,154102,31961408,0.3320061876015288,0.4641330956580897,0.6679938123984712,0.5358669043419103,6.618312120437622,3
8-32-56,12.537920618673194,34.15,30.2,1.7431756830215455,1.8133093933105469,363874,45232688,0.7839510162575352,0.6568542758309185,0.21604898374246484,0.3431457241690815,4.941412925720215,3
8-16-64,13.743979445590572,33.05,32.9,1.7775689792633056,1.753893682861328,371282,33546880,0.7999112363568988,0.4871568006037298,0.20008876364310124,0.5128431993962702,5.9639880657196045,3
