true/pred,2S1,BMP2,BRDM_2,BTR60,BTR70,D7,T62,T72,ZIL131,ZSU_23_4
2S1,130,0,0,0,0,12,131,0,0,1
BMP2,0,133,0,48,5,0,0,9,0,0
BRDM_2,0,0,274,0,0,0,0,0,0,0
BTR60,0,13,2,148,22,0,0,10,0,0
BTR70,0,3,4,51,138,0,0,0,0,0
D7,0,0,0,0,0,178,4,0,5,87
T62,0,0,0,0,0,0,132,0,0,141
T72,0,7,0,17,0,0,0,169,0,3
ZIL131,0,0,0,0,0,1,0,0,215,58
ZSU_23_4,0,0,0,0,0,0,0,0,0,274
