true/pred,2S1,BMP2,BRDM_2,BTR60,BTR70,D7,T62,T72,ZIL131,ZSU_23_4
2S1,70,0,0,0,0,1,203,0,0,0
BMP2,0,127,0,48,7,0,0,13,0,0
BRDM_2,0,0,268,0,0,0,0,0,0,6
BTR60,0,64,0,99,15,0,0,17,0,0
BTR70,0,39,0,45,112,0,0,0,0,0
D7,0,0,0,0,0,220,13,0,6,35
T62,0,0,0,0,0,0,200,0,0,73
T72,0,9,0,7,0,0,0,179,0,1
ZIL131,0,0,0,0,0,1,0,0,217,56
ZSU_23_4,0,0,0,0,0,0,1,0,0,273
