epoch,lr,train_loss,train_acc,test_loss,test_acc,epoch_time_sec
1,0.1,1.706948,35.9560,1.559085,42.0500,29.11
2,0.1,1.251477,54.6040,1.497515,51.5400,10.80
3,0.1,1.029135,63.4460,1.196910,60.7500,10.15
4,0.1,0.900151,68.2620,1.088233,63.4400,11.09
5,0.1,0.793350,72.2020,0.779989,73.6300,11.15
6,0.1,0.727249,74.7060,0.776512,73.5300,10.83
7,0.1,0.676587,76.6200,0.768101,74.1000,10.85
8,0.1,0.651114,77.4640,0.792982,73.8100,11.03
9,0.1,0.618079,78.5760,0.751866,74.7800,11.20
10,0.1,0.590815,79.4680,0.695793,77.1700,10.30
11,0.1,0.570220,80.3020,0.621458,78.9000,9.77
12,0.1,0.554161,80.8120,0.610105,79.1500,9.37
13,0.1,0.531857,81.4560,0.923689,72.4500,9.51
14,0.1,0.518578,82.0880,0.683299,77.2500,9.36
15,0.1,0.504277,82.4960,0.655097,78.6600,9.38
16,0.1,0.500179,82.6420,0.526851,82.4200,9.43
17,0.1,0.483619,83.3700,0.726944,77.1300,9.42
18,0.1,0.479257,83.3420,0.601397,80.0900,9.32
19,0.1,0.474476,83.4620,0.601018,80.0200,9.16
20,0.1,0.460607,84.1160,0.600931,80.1500,9.40
21,0.1,0.447177,84.5420,0.544783,81.7600,9.35
22,0.1,0.444975,84.6840,0.549709,81.9300,9.34
23,0.1,0.438946,84.8660,0.655229,79.3100,9.32
24,0.1,0.438233,84.8120,0.546313,81.8200,9.32
25,0.1,0.430589,85.1280,0.861588,71.2800,9.56
26,0.1,0.426112,85.3160,0.544958,82.3000,9.80
27,0.1,0.418024,85.4960,0.596686,81.0500,9.60
28,0.1,0.417908,85.3260,0.532872,82.4300,9.50
29,0.1,0.417173,85.4800,0.691215,78.8400,9.50
30,0.1,0.408513,85.8040,0.661355,78.3200,9.46
31,0.1,0.407880,85.8520,0.505357,82.8800,9.69
32,0.1,0.400763,86.1660,0.796003,77.5000,9.43
33,0.1,0.396516,86.3560,0.589916,81.3800,9.71
34,0.1,0.393822,86.3680,0.753755,77.2400,9.84
35,0.1,0.396019,86.1380,0.594994,80.6200,9.58
36,0.1,0.387422,86.6220,0.737192,77.4500,9.63
37,0.1,0.380304,86.7500,0.602797,81.2300,9.59
38,0.1,0.383188,86.5380,0.624564,79.9500,9.47
39,0.1,0.375550,86.9220,0.571310,81.5400,9.91
40,0.1,0.379274,86.9600,0.473178,84.5700,9.62
41,0.010000000000000002,0.279322,90.3440,0.352795,87.9600,9.64
42,0.010000000000000002,0.250209,91.3220,0.354349,88.2900,9.56
43,0.010000000000000002,0.235724,91.8780,0.350504,88.3900,9.51
44,0.010000000000000002,0.234839,91.8940,0.344620,88.5000,9.58
45,0.010000000000000002,0.225508,92.2500,0.348100,88.6700,9.72
46,0.010000000000000002,0.219301,92.4160,0.353747,88.4100,9.45
47,0.010000000000000002,0.218106,92.4460,0.352243,88.6000,9.49
48,0.010000000000000002,0.213817,92.6020,0.350470,88.7200,9.37
49,0.010000000000000002,0.210804,92.7000,0.350939,88.6300,9.56
50,0.010000000000000002,0.203990,93.0080,0.347794,89.0000,9.61
51,0.010000000000000002,0.202339,92.9300,0.357397,88.7100,9.44
52,0.010000000000000002,0.199509,93.0500,0.347852,88.7700,9.49
53,0.010000000000000002,0.201949,93.0260,0.352799,88.8900,9.81
54,0.010000000000000002,0.197793,93.0960,0.347084,89.1500,9.42
55,0.010000000000000002,0.195397,93.1160,0.355894,88.8300,9.85
56,0.010000000000000002,0.191655,93.2500,0.355527,88.8200,9.41
57,0.010000000000000002,0.191099,93.2420,0.355758,88.6600,9.63
58,0.010000000000000002,0.190106,93.2900,0.360644,88.7600,9.46
59,0.010000000000000002,0.187649,93.2800,0.347650,89.0500,9.60
60,0.010000000000000002,0.185368,93.5320,0.354948,89.0000,9.52
61,0.0010000000000000002,0.171965,93.8840,0.345461,89.3200,9.38
62,0.0010000000000000002,0.168538,94.0960,0.345282,89.4400,9.54
63,0.0010000000000000002,0.168419,94.2800,0.345059,89.4100,10.08
64,0.0010000000000000002,0.166890,94.2280,0.346328,89.3900,11.50
65,0.0010000000000000002,0.165234,94.2940,0.346359,89.2200,11.72
66,0.0010000000000000002,0.165177,94.2620,0.346403,89.3800,11.27
67,0.0010000000000000002,0.162776,94.3660,0.344978,89.2400,12.15
68,0.0010000000000000002,0.162071,94.2580,0.345258,89.3700,24.70
69,0.0010000000000000002,0.162546,94.4720,0.348871,89.3100,11.93
70,0.0010000000000000002,0.161438,94.3440,0.345426,89.3500,12.36
71,0.0010000000000000002,0.163446,94.2720,0.347465,89.3000,12.39
72,0.0010000000000000002,0.158943,94.4880,0.346633,89.3800,13.52
73,0.0010000000000000002,0.161451,94.3620,0.348737,89.3600,13.20
74,0.0010000000000000002,0.161637,94.2900,0.349820,89.4300,11.74
75,0.0010000000000000002,0.161922,94.4120,0.348403,89.4100,12.87
76,0.0010000000000000002,0.160524,94.3260,0.347211,89.5000,13.80
77,0.0010000000000000002,0.158350,94.5220,0.348656,89.3800,13.47
78,0.0010000000000000002,0.160435,94.3580,0.348451,89.4700,13.73
79,0.0010000000000000002,0.158605,94.4840,0.350519,89.4100,13.52
80,0.0010000000000000002,0.159919,94.4920,0.348349,89.4500,12.65
