true/pred,2S1,BMP2,BRDM_2,BTR60,BTR70,D7,T62,T72,ZIL131,ZSU_23_4
2S1,99,0,0,0,0,50,125,0,0,0
BMP2,0,90,0,47,52,0,0,6,0,0
BRDM_2,0,0,274,0,0,0,0,0,0,0
BTR60,0,45,0,107,37,0,0,6,0,0
BTR70,0,10,0,33,153,0,0,0,0,0
D7,0,0,0,0,0,239,0,0,12,23
T62,0,0,0,0,0,2,164,0,1,106
T72,0,11,1,46,0,0,0,138,0,0
ZIL131,0,0,0,0,0,0,0,0,249,25
ZSU_23_4,0,0,0,0,0,1,0,0,0,273
