scenario,epoch,train_loss,val_loss,case,source_battery,target_battery
A_random_B0005_60_20_20,144,0.002154973801225424,0.0011037427466362715,A,B0005,B0005
A_random_B0005_60_20_20,145,0.002690609311684966,0.0011112423380836844,A,B0005,B0005
A_random_B0005_60_20_20,146,0.0017660780576989055,0.0011292791459709406,A,B0005,B0005
A_random_B0005_60_20_20,147,0.0026436117477715015,0.0011479412205517292,A,B0005,B0005
A_random_B0005_60_20_20,148,0.002218592679128051,0.001160758314654231,A,B0005,B0005
A_random_B0005_60_20_20,149,0.003980064764618874,0.0011644702171906829,A,B0005,B0005
A_random_B0005_60_20_20,150,0.003920603543519974,0.001171328593045473,A,B0005,B0005
A_random_B0005_60_20_20,151,0.0023149182088673115,0.0011865600245073438,A,B0005,B0005
A_random_B0005_60_20_20,152,0.0022801468148827553,0.0011939514661207795,A,B0005,B0005
A_random_B0005_60_20_20,153,0.0028402116149663925,0.001203638967126608,A,B0005,B0005
A_random_B0005_60_20_20,154,0.0031261451076716185,0.0011872928589582443,A,B0005,B0005
A_random_B0005_60_20_20,155,0.003097953274846077,0.0011773764854297042,A,B0005,B0005
A_random_B0005_60_20_20,156,0.0028964721132069826,0.001175207318738103,A,B0005,B0005
A_random_B0005_60_20_20,157,0.003063852433115244,0.0011702500050887465,A,B0005,B0005
A_random_B0005_60_20_20,158,0.002167366910725832,0.0011634387774392962,A,B0005,B0005
A_random_B0005_60_20_20,159,0.001970388926565647,0.001155474572442472,A,B0005,B0005
A_random_B0005_60_20_20,160,0.0018889789935201406,0.001138796447776258,A,B0005,B0005
A_random_B0005_60_20_20,161,0.0018702360102906823,0.001123190624639392,A,B0005,B0005
A_random_B0005_60_20_20,162,0.001827424275688827,0.0011087777093052864,A,B0005,B0005
A_random_B0005_60_20_20,163,0.00259383418597281,0.0010955259203910828,A,B0005,B0005
A_random_B0005_60_20_20,164,0.0019617914222180843,0.0010933030862361193,A,B0005,B0005
A_random_B0005_60_20_20,165,0.002745783654972911,0.001088042394258082,A,B0005,B0005
A_random_B0005_60_20_20,166,0.002262878930196166,0.0010898782638832927,A,B0005,B0005
A_random_B0005_60_20_20,167,0.0023060233797878027,0.001095467247068882,A,B0005,B0005
A_random_B0005_60_20_20,168,0.002451248001307249,0.0011044569546356797,A,B0005,B0005
A_random_B0005_60_20_20,169,0.0031335921958088875,0.0011245602509006858,A,B0005,B0005
A_random_B0005_60_20_20,170,0.0022770590148866177,0.0011458239750936627,A,B0005,B0005
A_random_B0005_60_20_20,171,0.002413109177723527,0.0011798153864219785,A,B0005,B0005
A_random_B0005_60_20_20,172,0.002643164247274399,0.0012229116400703788,A,B0005,B0005
A_random_B0005_60_20_20,173,0.002185271820053458,0.001251002075150609,A,B0005,B0005
A_random_B0005_60_20_20,174,0.002631553215906024,0.0012654807651415467,A,B0005,B0005
A_random_B0005_60_20_20,175,0.0018969675293192267,0.0012657116167247295,A,B0005,B0005
A_random_B0005_60_20_20,176,0.0019139081705361605,0.001269852858968079,A,B0005,B0005
A_random_B0005_60_20_20,177,0.0026257589925080538,0.0012778259115293622,A,B0005,B0005
A_random_B0005_60_20_20,178,0.00229341397061944,0.0012700442457571626,A,B0005,B0005
A_random_B0005_60_20_20,179,0.0025003692135214806,0.001252677640877664,A,B0005,B0005
A_random_B0005_60_20_20,180,0.0022539710626006126,0.0012176295276731253,A,B0005,B0005
A_random_B0005_60_20_20,181,0.0028951435815542936,0.0011646036291494966,A,B0005,B0005
A_random_B0005_60_20_20,182,0.0029096067883074284,0.001121407956816256,A,B0005,B0005
A_random_B0005_60_20_20,183,0.0021286814007908106,0.0010850549442693591,A,B0005,B0005
A_random_B0005_60_20_20,184,0.0017948421882465482,0.0010716873221099377,A,B0005,B0005
A_random_B0005_60_20_20,185,0.002104532904922962,0.0010670633055269718,A,B0005,B0005
A_random_B0005_60_20_20,186,0.0017146032769232988,0.0010687782196328044,A,B0005,B0005
A_random_B0005_60_20_20,187,0.002781320596113801,0.0010743137681856751,A,B0005,B0005
A_random_B0005_60_20_20,188,0.002748267026618123,0.001084485207684338,A,B0005,B0005
A_random_B0005_60_20_20,189,0.0026568216271698475,0.0010949034476652741,A,B0005,B0005
A_random_B0005_60_20_20,190,0.0022647399455308914,0.0011058356612920761,A,B0005,B0005
A_random_B0005_60_20_20,191,0.0023643546737730503,0.001115583349019289,A,B0005,B0005
A_random_B0005_60_20_20,192,0.0023812088184058666,0.0011085238074883819,A,B0005,B0005
A_random_B0005_60_20_20,193,0.0028564289677888155,0.0010916490573436022,A,B0005,B0005
A_random_B0005_60_20_20,194,0.002076250733807683,0.0010748878121376038,A,B0005,B0005
A_random_B0005_60_20_20,195,0.0024376497603952885,0.0010722088627517223,A,B0005,B0005
A_random_B0005_60_20_20,196,0.002695698058232665,0.0010793466353788972,A,B0005,B0005
A_random_B0005_60_20_20,197,0.0018281968077644706,0.0010893208673223853,A,B0005,B0005
A_random_B0005_60_20_20,198,0.0020255744457244873,0.0010974663309752941,A,B0005,B0005
A_random_B0005_60_20_20,199,0.001945449854247272,0.0011175154941156507,A,B0005,B0005
A_random_B0005_60_20_20,200,0.0019277246901765466,0.0011390609433874488,A,B0005,B0005
A_random_B0005_60_20_20,201,0.0020947628654539585,0.0011544671142473817,A,B0005,B0005
A_random_B0005_60_20_20,202,0.002557012252509594,0.0011597923003137112,A,B0005,B0005
A_random_B0005_60_20_20,203,0.0019680876284837723,0.0011433931067585945,A,B0005,B0005
A_random_B0005_60_20_20,204,0.0018951189704239368,0.001120665343478322,A,B0005,B0005
A_random_B0005_60_20_20,205,0.0023925616405904293,0.0010729944333434105,A,B0005,B0005
A_random_B0005_60_20_20,206,0.0029979017563164234,0.0010430521797388792,A,B0005,B0005
A_random_B0005_60_20_20,207,0.0019438237650319934,0.0010287245968356729,A,B0005,B0005
A_random_B0005_60_20_20,208,0.0018251173896715045,0.0010252337669953704,A,B0005,B0005
A_random_B0005_60_20_20,209,0.0020540186669677496,0.0010219768155366182,A,B0005,B0005
A_random_B0005_60_20_20,210,0.002551919547840953,0.001020411029458046,A,B0005,B0005
A_random_B0005_60_20_20,211,0.0022793703246861696,0.00102183036506176,A,B0005,B0005
A_random_B0005_60_20_20,212,0.0020710222888737917,0.0010338692227378488,A,B0005,B0005
A_random_B0005_60_20_20,213,0.001712411642074585,0.0010603279806673527,A,B0005,B0005
A_random_B0005_60_20_20,214,0.002344567561522126,0.0010840162867680192,A,B0005,B0005
A_random_B0005_60_20_20,215,0.0012938565341755748,0.0011105075245723128,A,B0005,B0005
A_random_B0005_60_20_20,216,0.0017791789723560214,0.0011268574744462967,A,B0005,B0005
A_random_B0005_60_20_20,217,0.002027747221291065,0.0011262900661677122,A,B0005,B0005
A_random_B0005_60_20_20,218,0.0017064587445929646,0.0011301245540380478,A,B0005,B0005
A_random_B0005_60_20_20,219,0.0017126747407019138,0.0011118913535028696,A,B0005,B0005
A_random_B0005_60_20_20,220,0.001848956453613937,0.0010873530991375446,A,B0005,B0005
A_random_B0005_60_20_20,221,0.0018599767936393619,0.0010661159176379442,A,B0005,B0005
A_random_B0005_60_20_20,222,0.0019167488208040595,0.0010477561736479402,A,B0005,B0005
A_random_B0005_60_20_20,223,0.0019093408482149243,0.0010328643256798387,A,B0005,B0005
A_random_B0005_60_20_20,224,0.0019695176742970943,0.001024479977786541,A,B0005,B0005
A_random_B0005_60_20_20,225,0.002022793050855398,0.0010216059163212776,A,B0005,B0005
A_random_B0005_60_20_20,226,0.0024565071798861027,0.0010180595563724637,A,B0005,B0005
A_random_B0005_60_20_20,227,0.0017184315947815776,0.0010116836056113243,A,B0005,B0005
A_random_B0005_60_20_20,228,0.0020828554406762123,0.0010153312468901277,A,B0005,B0005
A_random_B0005_60_20_20,229,0.0014363054651767015,0.0010299688437953591,A,B0005,B0005
A_random_B0005_60_20_20,230,0.0016496118623763323,0.0010614522034302354,A,B0005,B0005
A_random_B0005_60_20_20,231,0.0017005435656756163,0.001110460958443582,A,B0005,B0005
A_random_B0005_60_20_20,232,0.0011341841891407967,0.0011760981287807226,A,B0005,B0005
A_random_B0005_60_20_20,233,0.0019424702040851116,0.0012124277418479323,A,B0005,B0005
A_random_B0005_60_20_20,234,0.0016842709155753255,0.001230755471624434,A,B0005,B0005
A_random_B0005_60_20_20,235,0.0020379635971039534,0.0011923019774258137,A,B0005,B0005
A_random_B0005_60_20_20,236,0.0013776617124676704,0.0011356909526512027,A,B0005,B0005
A_random_B0005_60_20_20,237,0.0019206485012546182,0.0010877721942961216,A,B0005,B0005
A_random_B0005_60_20_20,238,0.002075656084343791,0.0010532920714467764,A,B0005,B0005
A_random_B0005_60_20_20,239,0.0017418487695977092,0.0010286334436386824,A,B0005,B0005
A_random_B0005_60_20_20,240,0.0024722800590097904,0.0010204047430306673,A,B0005,B0005
A_random_B0005_60_20_20,241,0.0027409903705120087,0.00101443228777498,A,B0005,B0005
A_random_B0005_60_20_20,242,0.0021512925159186125,0.0010181148536503315,A,B0005,B0005
A_random_B0005_60_20_20,243,0.0019504103111103177,0.0010268717305734754,A,B0005,B0005
A_random_B0005_60_20_20,244,0.0020650674123317003,0.0010402948828414083,A,B0005,B0005
A_random_B0005_60_20_20,245,0.0020166027825325727,0.0010747788473963737,A,B0005,B0005
A_random_B0005_60_20_20,246,0.0024970818776637316,0.0011011131573468447,A,B0005,B0005
A_random_B0005_60_20_20,247,0.0018125479109585285,0.0011263425694778562,A,B0005,B0005
A_random_B0005_60_20_20,248,0.0018494775285944343,0.0011393012246116996,A,B0005,B0005
A_random_B0005_60_20_20,249,0.0024970327503979206,0.0011403713142499328,A,B0005,B0005
A_random_B0005_60_20_20,250,0.002024913439527154,0.0011242887703701854,A,B0005,B0005
A_random_B0005_60_20_20,251,0.001909653190523386,0.0010911343852058053,A,B0005,B0005
A_random_B0005_60_20_20,252,0.0013259119587019086,0.0010604517301544547,A,B0005,B0005
A_random_B0005_60_20_20,253,0.0019909446127712727,0.001045305747538805,A,B0005,B0005
A_random_B0005_60_20_20,254,0.0026358708273619413,0.00102128682192415,A,B0005,B0005
A_random_B0005_60_20_20,255,0.001935682026669383,0.0010027092648670077,A,B0005,B0005
A_random_B0005_60_20_20,256,0.001677977154031396,0.0009916273411363363,A,B0005,B0005
A_random_B0005_60_20_20,257,0.0016760533908382058,0.0009883235907182097,A,B0005,B0005
A_random_B0005_60_20_20,258,0.0024103065952658653,0.0009871887741610408,A,B0005,B0005
A_random_B0005_60_20_20,259,0.002239455236122012,0.0009951749816536903,A,B0005,B0005
A_random_B0005_60_20_20,260,0.0025862567126750946,0.001007799874059856,A,B0005,B0005
A_random_B0005_60_20_20,261,0.0015798092354089022,0.0010140275117009878,A,B0005,B0005
A_random_B0005_60_20_20,262,0.0023754164576530457,0.0010125733679160476,A,B0005,B0005
A_random_B0005_60_20_20,263,0.0017963553545996547,0.0010228557512164116,A,B0005,B0005
A_random_B0005_60_20_20,264,0.0019800998270511627,0.0010137561475858092,A,B0005,B0005
A_random_B0005_60_20_20,265,0.001535677583888173,0.0009975413559004664,A,B0005,B0005
A_random_B0005_60_20_20,266,0.0022011345718055964,0.0009914488764479756,A,B0005,B0005
A_random_B0005_60_20_20,267,0.001658524968661368,0.0009951330721378326,A,B0005,B0005
A_random_B0005_60_20_20,268,0.0017630914226174355,0.0010021269554272294,A,B0005,B0005
A_random_B0005_60_20_20,269,0.0017639193683862686,0.0010094030294567347,A,B0005,B0005
A_random_B0005_60_20_20,270,0.0017841416411101818,0.0010182292899116874,A,B0005,B0005
A_random_B0005_60_20_20,271,0.0023272265680134296,0.0010274958331137896,A,B0005,B0005
A_random_B0005_60_20_20,272,0.0016456643352285028,0.0010388563387095928,A,B0005,B0005
A_random_B0005_60_20_20,273,0.002119831508025527,0.0010518161579966545,A,B0005,B0005
A_random_B0005_60_20_20,274,0.0021496962290257215,0.0010584392584860325,A,B0005,B0005
A_random_B0005_60_20_20,275,0.001657249522395432,0.0010617146035656333,A,B0005,B0005
A_random_B0005_60_20_20,276,0.0016402665060013533,0.001055130735039711,A,B0005,B0005
A_random_B0005_60_20_20,277,0.0017263904446735978,0.0010355134727433324,A,B0005,B0005
A_random_B0005_60_20_20,278,0.0019930272828787565,0.0010128584690392017,A,B0005,B0005
A_random_B0005_60_20_20,279,0.0013027677778154612,0.0010118093341588974,A,B0005,B0005
A_random_B0005_60_20_20,280,0.0015084974002093077,0.0010231335181742907,A,B0005,B0005
A_random_B0005_60_20_20,281,0.002171388827264309,0.0010311694350093603,A,B0005,B0005
A_random_B0005_60_20_20,282,0.0014979150146245956,0.0010437685996294022,A,B0005,B0005
A_random_B0005_60_20_20,283,0.002299949526786804,0.0010352649260312319,A,B0005,B0005
A_random_B0005_60_20_20,284,0.0016228504246100783,0.0010206664446741343,A,B0005,B0005
A_random_B0005_60_20_20,285,0.0023793992586433887,0.001012706896290183,A,B0005,B0005
A_random_B0005_60_20_20,286,0.0017281353939324617,0.0010007498785853386,A,B0005,B0005
A_random_B0005_60_20_20,287,0.0016036289744079113,0.001009394065476954,A,B0005,B0005
A_random_B0005_60_20_20,288,0.0016327417688444257,0.0010163491824641824,A,B0005,B0005
A_random_B0005_60_20_20,289,0.001626980141736567,0.001014278270304203,A,B0005,B0005
A_random_B0005_60_20_20,290,0.001735713449306786,0.0009952055988833308,A,B0005,B0005
A_random_B0005_60_20_20,291,0.002028050133958459,0.0009901541052386165,A,B0005,B0005
A_random_B0005_60_20_20,292,0.0027540097944438457,0.0009866781765595078,A,B0005,B0005
A_random_B0005_60_20_20,293,0.0013416019501164556,0.0009828786132857203,A,B0005,B0005
A_random_B0005_60_20_20,294,0.002013067016378045,0.0009920389857143164,A,B0005,B0005
A_random_B0005_60_20_20,295,0.001181581406854093,0.0009925705380737782,A,B0005,B0005
A_random_B0005_60_20_20,296,0.0024137012660503387,0.0009896884439513087,A,B0005,B0005
A_random_B0005_60_20_20,297,0.0016142885433509946,0.0009976159781217575,A,B0005,B0005
A_random_B0005_60_20_20,298,0.001688221818767488,0.0010196032235398889,A,B0005,B0005
A_random_B0005_60_20_20,299,0.0020563986618071795,0.0010416057193651795,A,B0005,B0005
A_random_B0005_60_20_20,300,0.003233482828363776,0.0010117215570062399,A,B0005,B0005
A_random_B0005_60_20_20,301,0.0022219966631382704,0.0009773634374141693,A,B0005,B0005
A_random_B0005_60_20_20,302,0.002126657636836171,0.0009474833495914936,A,B0005,B0005
A_random_B0005_60_20_20,303,0.0021545530762523413,0.0009348576422780752,A,B0005,B0005
A_random_B0005_60_20_20,304,0.0016915530432015657,0.0009407457546330988,A,B0005,B0005
A_random_B0005_60_20_20,305,0.0020886186975985765,0.0009420532151125371,A,B0005,B0005
A_random_B0005_60_20_20,306,0.0014815819449722767,0.0009370283223688602,A,B0005,B0005
A_random_B0005_60_20_20,307,0.0016176910139620304,0.000940351455938071,A,B0005,B0005
A_random_B0005_60_20_20,308,0.0016244958387687802,0.0009920577285811305,A,B0005,B0005
