feature,pcc,abs_pcc,rank,selected,scenario,case,source_battery,target_battery
voltage_slope,-0.3856240266668898,0.3856240266668898,25,False,B_chrono_B0007_first60_last40,B,B0007,B0007
avg_power_w,0.253481356918038,0.253481356918038,26,False,B_chrono_B0007_first60_last40,B,B0007,B0007
temp_at_25pct_time,0.23426124616731203,0.23426124616731203,27,False,B_chrono_B0007_first60_last40,B,B0007,B0007
temp_start,0.21216015255690857,0.21216015255690857,28,False,B_chrono_B0007_first60_last40,B,B0007,B0007
temp_min,0.21016702065506693,0.21016702065506693,29,False,B_chrono_B0007_first60_last40,B,B0007,B0007
temp_at_75pct_time,-0.16973288566702444,0.16973288566702444,30,False,B_chrono_B0007_first60_last40,B,B0007,B0007
current_std,-0.16372429586798729,0.16372429586798729,31,False,B_chrono_B0007_first60_last40,B,B0007,B0007
voltage_std,0.15301680326475833,0.15301680326475833,32,False,B_chrono_B0007_first60_last40,B,B0007,B0007
early_temp_mean,0.12561069325258808,0.12561069325258808,33,False,B_chrono_B0007_first60_last40,B,B0007,B0007
temp_at_50pct_time,0.11828979510666349,0.11828979510666349,34,False,B_chrono_B0007_first60_last40,B,B0007,B0007
current_mean,-0.09785164055696664,0.09785164055696664,35,False,B_chrono_B0007_first60_last40,B,B0007,B0007
current_abs_mean,0.09784110833281139,0.09784110833281139,36,False,B_chrono_B0007_first60_last40,B,B0007,B0007
temp_mean,-0.06947797987187371,0.06947797987187371,37,False,B_chrono_B0007_first60_last40,B,B0007,B0007
ambient_temperature,0.0,0.0,38,False,B_chrono_B0007_first60_last40,B,B0007,B0007
duration_s,0.9844420897935213,0.9844420897935213,1,True,B_chrono_B0018_first60_last40,B,B0018,B0018
avg_power_w,0.982253198427709,0.982253198427709,2,True,B_chrono_B0018_first60_last40,B,B0018,B0018
time_to_3p5v_s,0.9817846983347727,0.9817846983347727,3,True,B_chrono_B0018_first60_last40,B,B0018,B0018
current_mean,-0.9781200912350282,0.9781200912350282,4,True,B_chrono_B0018_first60_last40,B,B0018,B0018
current_abs_mean,0.9780919003156833,0.9780919003156833,5,True,B_chrono_B0018_first60_last40,B,B0018,B0018
time_to_3p6v_s,0.9773139608373069,0.9773139608373069,6,True,B_chrono_B0018_first60_last40,B,B0018,B0018
current_std,-0.9714745768063806,0.9714745768063806,7,True,B_chrono_B0018_first60_last40,B,B0018,B0018
early_voltage_slope,0.9688568943889733,0.9688568943889733,8,True,B_chrono_B0018_first60_last40,B,B0018,B0018
voltage_at_50pct_time,0.9624137434157205,0.9624137434157205,9,False,B_chrono_B0018_first60_last40,B,B0018,B0018
voltage_at_75pct_time,0.9548730932330086,0.9548730932330086,10,False,B_chrono_B0018_first60_last40,B,B0018,B0018
time_to_3p7v_s,0.9502119910487704,0.9502119910487704,11,False,B_chrono_B0018_first60_last40,B,B0018,B0018
voltage_mean,0.9326737934466816,0.9326737934466816,12,False,B_chrono_B0018_first60_last40,B,B0018,B0018
cycle_index,-0.9281754631657435,0.9281754631657435,13,False,B_chrono_B0018_first60_last40,B,B0018,B0018
global_cycle_index,-0.9244549579044089,0.9244549579044089,14,False,B_chrono_B0018_first60_last40,B,B0018,B0018
voltage_at_25pct_time,0.9234000744952495,0.9234000744952495,15,False,B_chrono_B0018_first60_last40,B,B0018,B0018
voltage_end,-0.920703192806336,0.920703192806336,16,False,B_chrono_B0018_first60_last40,B,B0018,B0018
temp_rise,0.8889978203919358,0.8889978203919358,17,False,B_chrono_B0018_first60_last40,B,B0018,B0018
time_to_4p0v_s,-0.871620765101119,0.871620765101119,18,False,B_chrono_B0018_first60_last40,B,B0018,B0018
voltage_slope,-0.8654592147406662,0.8654592147406662,19,False,B_chrono_B0018_first60_last40,B,B0018,B0018
temp_end,0.8557610913894521,0.8557610913894521,20,False,B_chrono_B0018_first60_last40,B,B0018,B0018
time_to_4p1v_s,-0.8183915304435792,0.8183915304435792,21,False,B_chrono_B0018_first60_last40,B,B0018,B0018
time_to_3p8v_s,0.7801574555263681,0.7801574555263681,22,False,B_chrono_B0018_first60_last40,B,B0018,B0018
early_voltage_mean,0.7118135286716777,0.7118135286716777,23,False,B_chrono_B0018_first60_last40,B,B0018,B0018
time_to_3p9v_s,0.64176735558381,0.64176735558381,24,False,B_chrono_B0018_first60_last40,B,B0018,B0018
temp_at_25pct_time,0.6146668675938574,0.6146668675938574,25,False,B_chrono_B0018_first60_last40,B,B0018,B0018
voltage_std,-0.5900590201662604,0.5900590201662604,26,False,B_chrono_B0018_first60_last40,B,B0018,B0018
temp_range,-0.5796137923781944,0.5796137923781944,27,False,B_chrono_B0018_first60_last40,B,B0018,B0018
early_temp_mean,0.49303000697577526,0.49303000697577526,28,False,B_chrono_B0018_first60_last40,B,B0018,B0018
temp_min,0.4544309172267874,0.4544309172267874,29,False,B_chrono_B0018_first60_last40,B,B0018,B0018
temp_start,0.45233664448605687,0.45233664448605687,30,False,B_chrono_B0018_first60_last40,B,B0018,B0018
temp_at_50pct_time,0.41559796328796295,0.41559796328796295,31,False,B_chrono_B0018_first60_last40,B,B0018,B0018
voltage_start,0.3541541461322365,0.3541541461322365,32,False,B_chrono_B0018_first60_last40,B,B0018,B0018
temp_mean,0.3426121421816545,0.3426121421816545,33,False,B_chrono_B0018_first60_last40,B,B0018,B0018
voltage_max,0.3263146284802525,0.3263146284802525,34,False,B_chrono_B0018_first60_last40,B,B0018,B0018
temp_at_75pct_time,-0.12084222675348702,0.12084222675348702,35,False,B_chrono_B0018_first60_last40,B,B0018,B0018
temp_max,0.11156680016355973,0.11156680016355973,36,False,B_chrono_B0018_first60_last40,B,B0018,B0018
voltage_min,0.03610244983212232,0.03610244983212232,37,False,B_chrono_B0018_first60_last40,B,B0018,B0018
ambient_temperature,0.0,0.0,38,False,B_chrono_B0018_first60_last40,B,B0018,B0018
time_to_3p6v_s,0.9873894702176859,0.9873894702176859,1,True,C_transfer_B0005_to_B0006_target10,C,B0005,B0006
early_voltage_slope,0.9869208558531506,0.9869208558531506,2,True,C_transfer_B0005_to_B0006_target10,C,B0005,B0006
time_to_3p5v_s,0.9864558236279621,0.9864558236279621,3,True,C_transfer_B0005_to_B0006_target10,C,B0005,B0006
time_to_3p7v_s,0.9811066655071174,0.9811066655071174,4,True,C_transfer_B0005_to_B0006_target10,C,B0005,B0006
cycle_index,-0.9778493746211161,0.9778493746211161,5,True,C_transfer_B0005_to_B0006_target10,C,B0005,B0006
global_cycle_index,-0.9766275861975673,0.9766275861975673,6,True,C_transfer_B0005_to_B0006_target10,C,B0005,B0006
duration_s,0.9682001798897948,0.9682001798897948,7,True,C_transfer_B0005_to_B0006_target10,C,B0005,B0006
voltage_mean,0.9601127601531284,0.9601127601531284,8,True,C_transfer_B0005_to_B0006_target10,C,B0005,B0006
voltage_at_50pct_time,0.9538357007926757,0.9538357007926757,9,False,C_transfer_B0005_to_B0006_target10,C,B0005,B0006
voltage_at_25pct_time,0.9409632981894248,0.9409632981894248,10,False,C_transfer_B0005_to_B0006_target10,C,B0005,B0006
voltage_at_75pct_time,0.9393161425190271,0.9393161425190271,11,False,C_transfer_B0005_to_B0006_target10,C,B0005,B0006
time_to_3p8v_s,0.9372370276726476,0.9372370276726476,12,False,C_transfer_B0005_to_B0006_target10,C,B0005,B0006
avg_power_w,0.9334810386857757,0.9334810386857757,13,False,C_transfer_B0005_to_B0006_target10,C,B0005,B0006
temp_range,-0.9322549043811598,0.9322549043811598,14,False,C_transfer_B0005_to_B0006_target10,C,B0005,B0006
current_abs_mean,0.9172001871264157,0.9172001871264157,15,False,C_transfer_B0005_to_B0006_target10,C,B0005,B0006
current_mean,-0.9171770449824173,0.9171770449824173,16,False,C_transfer_B0005_to_B0006_target10,C,B0005,B0006
early_voltage_mean,0.9063315574815449,0.9063315574815449,17,False,C_transfer_B0005_to_B0006_target10,C,B0005,B0006
current_std,-0.8890030127496258,0.8890030127496258,18,False,C_transfer_B0005_to_B0006_target10,C,B0005,B0006
temp_at_75pct_time,-0.8746485465062446,0.8746485465062446,19,False,C_transfer_B0005_to_B0006_target10,C,B0005,B0006
time_to_4p0v_s,0.874493661039242,0.874493661039242,20,False,C_transfer_B0005_to_B0006_target10,C,B0005,B0006
time_to_3p9v_s,0.8722415438405371,0.8722415438405371,21,False,C_transfer_B0005_to_B0006_target10,C,B0005,B0006
temp_max,-0.8548477925834955,0.8548477925834955,22,False,C_transfer_B0005_to_B0006_target10,C,B0005,B0006
voltage_end,-0.7835071317768028,0.7835071317768028,23,False,C_transfer_B0005_to_B0006_target10,C,B0005,B0006
temp_mean,-0.7682725822354819,0.7682725822354819,24,False,C_transfer_B0005_to_B0006_target10,C,B0005,B0006
time_to_4p1v_s,0.7617765996182937,0.7617765996182937,25,False,C_transfer_B0005_to_B0006_target10,C,B0005,B0006
temp_at_50pct_time,-0.715092388829859,0.715092388829859,26,False,C_transfer_B0005_to_B0006_target10,C,B0005,B0006
voltage_slope,-0.7146340103897325,0.7146340103897325,27,False,C_transfer_B0005_to_B0006_target10,C,B0005,B0006
voltage_min,-0.6430077706752108,0.6430077706752108,28,False,C_transfer_B0005_to_B0006_target10,C,B0005,B0006
voltage_max,-0.6158731109577903,0.6158731109577903,29,False,C_transfer_B0005_to_B0006_target10,C,B0005,B0006
voltage_start,-0.6119813595058199,0.6119813595058199,30,False,C_transfer_B0005_to_B0006_target10,C,B0005,B0006
temp_rise,0.5997521142181728,0.5997521142181728,31,False,C_transfer_B0005_to_B0006_target10,C,B0005,B0006
temp_end,0.5899903516897724,0.5899903516897724,32,False,C_transfer_B0005_to_B0006_target10,C,B0005,B0006
temp_at_25pct_time,-0.3516324284003487,0.3516324284003487,33,False,C_transfer_B0005_to_B0006_target10,C,B0005,B0006
early_temp_mean,-0.28922504629040896,0.28922504629040896,34,False,C_transfer_B0005_to_B0006_target10,C,B0005,B0006
voltage_std,-0.12050041353942507,0.12050041353942507,35,False,C_transfer_B0005_to_B0006_target10,C,B0005,B0006
temp_min,-0.023406877511266713,0.023406877511266713,36,False,C_transfer_B0005_to_B0006_target10,C,B0005,B0006
temp_start,-0.023175391206546995,0.023175391206546995,37,False,C_transfer_B0005_to_B0006_target10,C,B0005,B0006
ambient_temperature,0.0,0.0,38,False,C_transfer_B0005_to_B0006_target10,C,B0005,B0006
time_to_3p6v_s,0.997796417525997,0.997796417525997,1,True,C_transfer_B0005_to_B0007_target10,C,B0005,B0007
time_to_3p5v_s,0.997372188649054,0.997372188649054,2,True,C_transfer_B0005_to_B0007_target10,C,B0005,B0007
time_to_3p7v_s,0.9962995020596217,0.9962995020596217,3,True,C_transfer_B0005_to_B0007_target10,C,B0005,B0007
early_voltage_slope,0.9957481060138729,0.9957481060138729,4,True,C_transfer_B0005_to_B0007_target10,C,B0005,B0007
global_cycle_index,-0.9901751648815448,0.9901751648815448,5,True,C_transfer_B0005_to_B0007_target10,C,B0005,B0007
cycle_index,-0.9872774843167501,0.9872774843167501,6,True,C_transfer_B0005_to_B0007_target10,C,B0005,B0007
time_to_3p8v_s,0.978292631054441,0.978292631054441,7,True,C_transfer_B0005_to_B0007_target10,C,B0005,B0007
voltage_at_50pct_time,0.9736740334681279,0.9736740334681279,8,True,C_transfer_B0005_to_B0007_target10,C,B0005,B0007
voltage_at_25pct_time,0.9703318531421066,0.9703318531421066,9,False,C_transfer_B0005_to_B0007_target10,C,B0005,B0007
time_to_3p9v_s,0.9665242375431917,0.9665242375431917,10,False,C_transfer_B0005_to_B0007_target10,C,B0005,B0007
duration_s,0.9657694688366911,0.9657694688366911,11,False,C_transfer_B0005_to_B0007_target10,C,B0005,B0007
early_voltage_mean,0.9606406386603304,0.9606406386603304,12,False,C_transfer_B0005_to_B0007_target10,C,B0005,B0007
voltage_at_75pct_time,0.959171883665453,0.959171883665453,13,False,C_transfer_B0005_to_B0007_target10,C,B0005,B0007
voltage_mean,0.933302060787324,0.933302060787324,14,False,C_transfer_B0005_to_B0007_target10,C,B0005,B0007
avg_power_w,0.900905230234342,0.900905230234342,15,False,C_transfer_B0005_to_B0007_target10,C,B0005,B0007
voltage_end,-0.8839789713021263,0.8839789713021263,16,False,C_transfer_B0005_to_B0007_target10,C,B0005,B0007
current_abs_mean,0.8778525401330705,0.8778525401330705,17,False,C_transfer_B0005_to_B0007_target10,C,B0005,B0007
current_mean,-0.8778416580093572,0.8778416580093572,18,False,C_transfer_B0005_to_B0007_target10,C,B0005,B0007
time_to_4p0v_s,0.8763562687338021,0.8763562687338021,19,False,C_transfer_B0005_to_B0007_target10,C,B0005,B0007
temp_at_75pct_time,-0.872940922320067,0.872940922320067,20,False,C_transfer_B0005_to_B0007_target10,C,B0005,B0007
current_std,-0.8601080560222072,0.8601080560222072,21,False,C_transfer_B0005_to_B0007_target10,C,B0005,B0007
voltage_slope,-0.7926952230121365,0.7926952230121365,22,False,C_transfer_B0005_to_B0007_target10,C,B0005,B0007
temp_range,-0.7693543905163538,0.7693543905163538,23,False,C_transfer_B0005_to_B0007_target10,C,B0005,B0007
temp_max,-0.7557994241064877,0.7557994241064877,24,False,C_transfer_B0005_to_B0007_target10,C,B0005,B0007
time_to_4p1v_s,0.7551265057365766,0.7551265057365766,25,False,C_transfer_B0005_to_B0007_target10,C,B0005,B0007
temp_mean,-0.750311014505877,0.750311014505877,26,False,C_transfer_B0005_to_B0007_target10,C,B0005,B0007
temp_at_50pct_time,-0.7063604258176877,0.7063604258176877,27,False,C_transfer_B0005_to_B0007_target10,C,B0005,B0007
voltage_min,-0.5240067604873265,0.5240067604873265,28,False,C_transfer_B0005_to_B0007_target10,C,B0005,B0007
temp_rise,0.4984135282190965,0.4984135282190965,29,False,C_transfer_B0005_to_B0007_target10,C,B0005,B0007
temp_end,0.46745003708674904,0.46745003708674904,30,False,C_transfer_B0005_to_B0007_target10,C,B0005,B0007
voltage_std,0.3624473553896396,0.3624473553896396,31,False,C_transfer_B0005_to_B0007_target10,C,B0005,B0007
early_temp_mean,-0.3197060281410742,0.3197060281410742,32,False,C_transfer_B0005_to_B0007_target10,C,B0005,B0007
temp_at_25pct_time,-0.2959076950250105,0.2959076950250105,33,False,C_transfer_B0005_to_B0007_target10,C,B0005,B0007
voltage_max,-0.26439034410605516,0.26439034410605516,34,False,C_transfer_B0005_to_B0007_target10,C,B0005,B0007
voltage_start,-0.26379788416172956,0.26379788416172956,35,False,C_transfer_B0005_to_B0007_target10,C,B0005,B0007
temp_min,-0.16809577551704083,0.16809577551704083,36,False,C_transfer_B0005_to_B0007_target10,C,B0005,B0007
temp_start,-0.16772988471703704,0.16772988471703704,37,False,C_transfer_B0005_to_B0007_target10,C,B0005,B0007
ambient_temperature,0.0,0.0,38,False,C_transfer_B0005_to_B0007_target10,C,B0005,B0007
early_voltage_slope,0.9946224676020751,0.9946224676020751,1,True,C_transfer_B0005_to_B0018_target10,C,B0005,B0018
time_to_3p6v_s,0.9939906559500133,0.9939906559500133,2,True,C_transfer_B0005_to_B0018_target10,C,B0005,B0018
time_to_3p5v_s,0.9925410063701171,0.9925410063701171,3,True,C_transfer_B0005_to_B0018_target10,C,B0005,B0018
time_to_3p7v_s,0.989223722453023,0.989223722453023,4,True,C_transfer_B0005_to_B0018_target10,C,B0005,B0018
global_cycle_index,-0.9876480225854487,0.9876480225854487,5,True,C_transfer_B0005_to_B0018_target10,C,B0005,B0018
cycle_index,-0.9820831593949798,0.9820831593949798,6,True,C_transfer_B0005_to_B0018_target10,C,B0005,B0018
voltage_at_50pct_time,0.9744193082923237,0.9744193082923237,7,True,C_transfer_B0005_to_B0018_target10,C,B0005,B0018
voltage_at_25pct_time,0.967076524408729,0.967076524408729,8,True,C_transfer_B0005_to_B0018_target10,C,B0005,B0018
temp_range,-0.966641779426146,0.966641779426146,9,False,C_transfer_B0005_to_B0018_target10,C,B0005,B0018
duration_s,0.9641614732213084,0.9641614732213084,10,False,C_transfer_B0005_to_B0018_target10,C,B0005,B0018
voltage_at_75pct_time,0.9640569041744901,0.9640569041744901,11,False,C_transfer_B0005_to_B0018_target10,C,B0005,B0018
voltage_mean,0.9511679173737104,0.9511679173737104,12,False,C_transfer_B0005_to_B0018_target10,C,B0005,B0018
time_to_3p8v_s,0.9508647862378358,0.9508647862378358,13,False,C_transfer_B0005_to_B0018_target10,C,B0005,B0018
early_voltage_mean,0.9300958610312849,0.9300958610312849,14,False,C_transfer_B0005_to_B0018_target10,C,B0005,B0018
voltage_end,-0.9271583399347647,0.9271583399347647,15,False,C_transfer_B0005_to_B0018_target10,C,B0005,B0018
temp_max,-0.9190688104560966,0.9190688104560966,16,False,C_transfer_B0005_to_B0018_target10,C,B0005,B0018
avg_power_w,0.9185244715183482,0.9185244715183482,17,False,C_transfer_B0005_to_B0018_target10,C,B0005,B0018
time_to_3p9v_s,0.911787566177606,0.911787566177606,18,False,C_transfer_B0005_to_B0018_target10,C,B0005,B0018
temp_at_75pct_time,-0.9028068398555037,0.9028068398555037,19,False,C_transfer_B0005_to_B0018_target10,C,B0005,B0018
current_abs_mean,0.89359619608149,0.89359619608149,20,False,C_transfer_B0005_to_B0018_target10,C,B0005,B0018
current_mean,-0.8935669136474121,0.8935669136474121,21,False,C_transfer_B0005_to_B0018_target10,C,B0005,B0018
current_std,-0.8693574380238546,0.8693574380238546,22,False,C_transfer_B0005_to_B0018_target10,C,B0005,B0018
voltage_slope,-0.8437806938418694,0.8437806938418694,23,False,C_transfer_B0005_to_B0018_target10,C,B0005,B0018
temp_mean,-0.8031008485914155,0.8031008485914155,24,False,C_transfer_B0005_to_B0018_target10,C,B0005,B0018
temp_at_50pct_time,-0.7795103706931831,0.7795103706931831,25,False,C_transfer_B0005_to_B0018_target10,C,B0005,B0018
time_to_4p0v_s,0.7059994169993059,0.7059994169993059,26,False,C_transfer_B0005_to_B0018_target10,C,B0005,B0018
time_to_4p1v_s,0.5759374831073405,0.5759374831073405,27,False,C_transfer_B0005_to_B0018_target10,C,B0005,B0018
voltage_min,-0.5526092326847883,0.5526092326847883,28,False,C_transfer_B0005_to_B0018_target10,C,B0005,B0018
voltage_max,-0.4817646229471066,0.4817646229471066,29,False,C_transfer_B0005_to_B0018_target10,C,B0005,B0018
voltage_start,-0.475839200618064,0.475839200618064,30,False,C_transfer_B0005_to_B0018_target10,C,B0005,B0018
temp_at_25pct_time,-0.4314695240829339,0.4314695240829339,31,False,C_transfer_B0005_to_B0018_target10,C,B0005,B0018
temp_rise,0.4040801878612239,0.4040801878612239,32,False,C_transfer_B0005_to_B0018_target10,C,B0005,B0018
early_temp_mean,-0.38618074669048635,0.38618074669048635,33,False,C_transfer_B0005_to_B0018_target10,C,B0005,B0018
temp_end,0.3347587592484044,0.3347587592484044,34,False,C_transfer_B0005_to_B0018_target10,C,B0005,B0018
temp_start,-0.20308878152118356,0.20308878152118356,35,False,C_transfer_B0005_to_B0018_target10,C,B0005,B0018
temp_min,-0.20305200872086657,0.20305200872086657,36,False,C_transfer_B0005_to_B0018_target10,C,B0005,B0018
voltage_std,-0.012005473847467113,0.012005473847467113,37,False,C_transfer_B0005_to_B0018_target10,C,B0005,B0018
ambient_temperature,0.0,0.0,38,False,C_transfer_B0005_to_B0018_target10,C,B0005,B0018
time_to_3p6v_s,0.9907229245175103,0.9907229245175103,1,True,C_transfer_B0006_to_B0005_target10,C,B0006,B0005
time_to_3p7v_s,0.9899087473177908,0.9899087473177908,2,True,C_transfer_B0006_to_B0005_target10,C,B0006,B0005
time_to_3p5v_s,0.9896744199416154,0.9896744199416154,3,True,C_transfer_B0006_to_B0005_target10,C,B0006,B0005
voltage_mean,0.9851036175435124,0.9851036175435124,4,True,C_transfer_B0006_to_B0005_target10,C,B0006,B0005
early_voltage_slope,0.9838956633571231,0.9838956633571231,5,True,C_transfer_B0006_to_B0005_target10,C,B0006,B0005
voltage_at_50pct_time,0.9823703887274773,0.9823703887274773,6,True,C_transfer_B0006_to_B0005_target10,C,B0006,B0005
time_to_3p8v_s,0.9821436448034669,0.9821436448034669,7,True,C_transfer_B0006_to_B0005_target10,C,B0006,B0005
voltage_at_75pct_time,0.9797372017893603,0.9797372017893603,8,True,C_transfer_B0006_to_B0005_target10,C,B0006,B0005
voltage_at_25pct_time,0.9790273995645521,0.9790273995645521,9,False,C_transfer_B0006_to_B0005_target10,C,B0006,B0005
early_voltage_mean,0.9744296577220475,0.9744296577220475,10,False,C_transfer_B0006_to_B0005_target10,C,B0006,B0005
avg_power_w,0.9721415505364597,0.9721415505364597,11,False,C_transfer_B0006_to_B0005_target10,C,B0006,B0005
global_cycle_index,-0.9687138125813556,0.9687138125813556,12,False,C_transfer_B0006_to_B0005_target10,C,B0006,B0005
cycle_index,-0.9685100694734362,0.9685100694734362,13,False,C_transfer_B0006_to_B0005_target10,C,B0006,B0005
duration_s,0.9667252838208499,0.9667252838208499,14,False,C_transfer_B0006_to_B0005_target10,C,B0006,B0005
time_to_3p9v_s,0.9571618041961354,0.9571618041961354,15,False,C_transfer_B0006_to_B0005_target10,C,B0006,B0005
current_abs_mean,0.9535962824012659,0.9535962824012659,16,False,C_transfer_B0006_to_B0005_target10,C,B0006,B0005
current_mean,-0.9535709326423,0.9535709326423,17,False,C_transfer_B0006_to_B0005_target10,C,B0006,B0005
current_std,-0.9237649506904816,0.9237649506904816,18,False,C_transfer_B0006_to_B0005_target10,C,B0006,B0005
temp_range,-0.9197487231761254,0.9197487231761254,19,False,C_transfer_B0006_to_B0005_target10,C,B0006,B0005
temp_at_75pct_time,-0.9115258128107078,0.9115258128107078,20,False,C_transfer_B0006_to_B0005_target10,C,B0006,B0005
voltage_end,-0.8671850236137644,0.8671850236137644,21,False,C_transfer_B0006_to_B0005_target10,C,B0006,B0005
temp_max,-0.853955822220159,0.853955822220159,22,False,C_transfer_B0006_to_B0005_target10,C,B0006,B0005
voltage_slope,-0.8332814972548708,0.8332814972548708,23,False,C_transfer_B0006_to_B0005_target10,C,B0006,B0005
time_to_4p0v_s,0.8269183316733616,0.8269183316733616,24,False,C_transfer_B0006_to_B0005_target10,C,B0006,B0005
time_to_4p1v_s,0.8123745580812206,0.8123745580812206,25,False,C_transfer_B0006_to_B0005_target10,C,B0006,B0005
temp_mean,-0.8093718169123691,0.8093718169123691,26,False,C_transfer_B0006_to_B0005_target10,C,B0006,B0005
temp_at_50pct_time,-0.7955986216904598,0.7955986216904598,27,False,C_transfer_B0006_to_B0005_target10,C,B0006,B0005
temp_rise,0.7751237593964029,0.7751237593964029,28,False,C_transfer_B0006_to_B0005_target10,C,B0006,B0005
temp_end,0.7636482832639265,0.7636482832639265,29,False,C_transfer_B0006_to_B0005_target10,C,B0006,B0005
voltage_std,-0.5737148145695512,0.5737148145695512,30,False,C_transfer_B0006_to_B0005_target10,C,B0006,B0005
temp_at_25pct_time,-0.304325312125713,0.304325312125713,31,False,C_transfer_B0006_to_B0005_target10,C,B0006,B0005
early_temp_mean,-0.2835194271309289,0.2835194271309289,32,False,C_transfer_B0006_to_B0005_target10,C,B0006,B0005
voltage_min,-0.14405569410020322,0.14405569410020322,33,False,C_transfer_B0006_to_B0005_target10,C,B0006,B0005
temp_start,0.046572387952337146,0.046572387952337146,34,False,C_transfer_B0006_to_B0005_target10,C,B0006,B0005
temp_min,0.04627425599004749,0.04627425599004749,35,False,C_transfer_B0006_to_B0005_target10,C,B0006,B0005
voltage_start,0.042042514362956154,0.042042514362956154,36,False,C_transfer_B0006_to_B0005_target10,C,B0006,B0005
voltage_max,0.039769915060737626,0.039769915060737626,37,False,C_transfer_B0006_to_B0005_target10,C,B0006,B0005
ambient_temperature,0.0,0.0,38,False,C_transfer_B0006_to_B0005_target10,C,B0006,B0005
time_to_3p6v_s,0.9931080156574056,0.9931080156574056,1,True,C_transfer_B0006_to_B0007_target10,C,B0006,B0007
time_to_3p5v_s,0.9922673060230118,0.9922673060230118,2,True,C_transfer_B0006_to_B0007_target10,C,B0006,B0007
time_to_3p7v_s,0.9914303588067631,0.9914303588067631,3,True,C_transfer_B0006_to_B0007_target10,C,B0006,B0007
voltage_mean,0.988030509755879,0.988030509755879,4,True,C_transfer_B0006_to_B0007_target10,C,B0006,B0007
early_voltage_slope,0.9874097679606432,0.9874097679606432,5,True,C_transfer_B0006_to_B0007_target10,C,B0006,B0007
voltage_at_50pct_time,0.9849584620518305,0.9849584620518305,6,True,C_transfer_B0006_to_B0007_target10,C,B0006,B0007
time_to_3p8v_s,0.9834187622443614,0.9834187622443614,7,True,C_transfer_B0006_to_B0007_target10,C,B0006,B0007
voltage_at_75pct_time,0.9817689834128552,0.9817689834128552,8,True,C_transfer_B0006_to_B0007_target10,C,B0006,B0007
voltage_at_25pct_time,0.9815984120890577,0.9815984120890577,9,False,C_transfer_B0006_to_B0007_target10,C,B0006,B0007
avg_power_w,0.9806633177419337,0.9806633177419337,10,False,C_transfer_B0006_to_B0007_target10,C,B0006,B0007
cycle_index,-0.977176392581999,0.977176392581999,11,False,C_transfer_B0006_to_B0007_target10,C,B0006,B0007
early_voltage_mean,0.9769829535814426,0.9769829535814426,12,False,C_transfer_B0006_to_B0007_target10,C,B0006,B0007
duration_s,0.9768332262578702,0.9768332262578702,13,False,C_transfer_B0006_to_B0007_target10,C,B0006,B0007
global_cycle_index,-0.9763124422352959,0.9763124422352959,14,False,C_transfer_B0006_to_B0007_target10,C,B0006,B0007
current_mean,-0.9733167432973057,0.9733167432973057,15,False,C_transfer_B0006_to_B0007_target10,C,B0006,B0007
current_abs_mean,0.9733152880412431,0.9733152880412431,16,False,C_transfer_B0006_to_B0007_target10,C,B0006,B0007
current_std,-0.9647793865271804,0.9647793865271804,17,False,C_transfer_B0006_to_B0007_target10,C,B0006,B0007
time_to_3p9v_s,0.9446495970555903,0.9446495970555903,18,False,C_transfer_B0006_to_B0007_target10,C,B0006,B0007
temp_rise,0.9299367544336782,0.9299367544336782,19,False,C_transfer_B0006_to_B0007_target10,C,B0006,B0007
temp_at_75pct_time,-0.907350763514686,0.907350763514686,20,False,C_transfer_B0006_to_B0007_target10,C,B0006,B0007
voltage_end,-0.9071523405516421,0.9071523405516421,21,False,C_transfer_B0006_to_B0007_target10,C,B0006,B0007
temp_end,0.8875726030380653,0.8875726030380653,22,False,C_transfer_B0006_to_B0007_target10,C,B0006,B0007
voltage_slope,-0.8867655462245807,0.8867655462245807,23,False,C_transfer_B0006_to_B0007_target10,C,B0006,B0007
time_to_4p0v_s,0.8396212663723851,0.8396212663723851,24,False,C_transfer_B0006_to_B0007_target10,C,B0006,B0007
time_to_4p1v_s,0.8238517775016683,0.8238517775016683,25,False,C_transfer_B0006_to_B0007_target10,C,B0006,B0007
temp_range,-0.804788717215336,0.804788717215336,26,False,C_transfer_B0006_to_B0007_target10,C,B0006,B0007
temp_mean,-0.7957680829380381,0.7957680829380381,27,False,C_transfer_B0006_to_B0007_target10,C,B0006,B0007
temp_at_50pct_time,-0.7866883732448643,0.7866883732448643,28,False,C_transfer_B0006_to_B0007_target10,C,B0006,B0007
temp_max,-0.7542386124638121,0.7542386124638121,29,False,C_transfer_B0006_to_B0007_target10,C,B0006,B0007
voltage_min,-0.4840376710482671,0.4840376710482671,30,False,C_transfer_B0006_to_B0007_target10,C,B0006,B0007
early_temp_mean,-0.33237899539983246,0.33237899539983246,31,False,C_transfer_B0006_to_B0007_target10,C,B0006,B0007
temp_at_25pct_time,-0.3052859469844349,0.3052859469844349,32,False,C_transfer_B0006_to_B0007_target10,C,B0006,B0007
voltage_max,0.2028943664166515,0.2028943664166515,33,False,C_transfer_B0006_to_B0007_target10,C,B0006,B0007
voltage_start,0.20271190595559144,0.20271190595559144,34,False,C_transfer_B0006_to_B0007_target10,C,B0006,B0007
voltage_std,0.03407417136628827,0.03407417136628827,35,False,C_transfer_B0006_to_B0007_target10,C,B0006,B0007
