true/pred,2S1,BMP2,BRDM_2,BTR60,BTR70,D7,T62,T72,ZIL131,ZSU_23_4
2S1,86,0,0,1,0,7,178,2,0,0
BMP2,0,0,0,148,0,0,0,47,0,0
BRDM_2,0,0,238,31,0,0,0,5,0,0
BTR60,0,0,0,180,0,0,0,15,0,0
BTR70,0,0,0,192,2,0,0,2,0,0
D7,0,0,0,0,0,179,11,0,66,18
T62,0,0,0,0,0,1,257,0,0,15
T72,0,0,0,23,0,0,0,173,0,0
ZIL131,0,0,0,0,0,0,0,0,269,5
ZSU_23_4,0,0,0,0,0,0,2,3,0,269
