epoch,lr,train_loss,train_ce_loss,train_kd_loss,train_at_loss,train_acc,test_loss,test_acc,epoch_time_sec
1,0.1,13.296588,2.408456,17.962930,0.000000,38.3100,3.541323,36.8100,139.18
2,0.1,9.842552,1.958039,13.221629,0.000000,54.0720,2.048614,52.7500,13.90
3,0.1,7.837536,1.635132,10.495709,0.000000,62.9520,2.470611,59.6900,14.61
4,0.1,6.626535,1.416677,8.859331,0.000000,68.3480,2.371832,61.5200,15.13
5,0.1,5.806933,1.265984,7.753054,0.000000,72.0760,2.062529,64.0500,17.07
6,0.1,5.182422,1.143354,6.913452,0.000000,74.9840,2.124821,66.2300,20.09
7,0.1,4.724224,1.046693,6.300309,0.000000,76.9300,1.833043,68.6400,21.43
8,0.1,4.369160,0.966859,5.827289,0.000000,78.6660,0.999725,78.4200,23.35
9,0.1,4.114517,0.913392,5.486428,0.000000,79.8200,1.627267,71.1600,24.40
10,0.1,3.878549,0.864880,5.170122,0.000000,80.7860,1.579201,73.4000,24.31
11,0.1,3.672468,0.817797,4.895899,0.000000,81.7380,1.425949,72.4300,24.12
12,0.1,3.551160,0.793646,4.732951,0.000000,82.5160,1.726890,71.6600,24.08
13,0.1,3.418817,0.759814,4.558390,0.000000,82.9000,1.390781,74.7600,24.71
14,0.1,3.334320,0.737015,4.447451,0.000000,83.2940,0.899915,81.6000,24.19
15,0.1,3.168125,0.700268,4.225778,0.000000,84.0340,1.098997,80.3600,24.60
16,0.1,3.143705,0.697292,4.192167,0.000000,84.0700,1.110054,80.4100,24.10
17,0.1,2.974916,0.654072,3.969564,0.000000,85.0040,1.118750,79.0600,24.30
18,0.1,2.931937,0.643553,3.912673,0.000000,85.2000,1.004405,80.6400,24.40
19,0.1,2.880114,0.632297,3.843464,0.000000,85.4360,1.222313,77.0600,24.33
20,0.1,2.821869,0.620312,3.765393,0.000000,85.7380,0.936107,81.6100,24.34
21,0.1,2.728497,0.598733,3.641253,0.000000,86.0060,0.996150,80.4300,24.21
22,0.1,2.682284,0.578786,3.583783,0.000000,86.3280,1.186874,79.1100,24.32
23,0.1,2.645952,0.573386,3.534194,0.000000,86.4420,0.970932,82.0600,24.21
24,0.1,2.591513,0.562851,3.460939,0.000000,86.6980,0.790604,83.4800,24.10
25,0.1,2.577661,0.557003,3.443657,0.000000,86.7560,1.165654,78.8100,23.34
26,0.1,2.462628,0.527868,3.291811,0.000000,87.4860,0.833375,83.8900,22.95
27,0.1,2.430060,0.519512,3.248866,0.000000,87.8820,0.902600,81.4300,22.85
28,0.1,2.422535,0.523559,3.236382,0.000000,87.5520,0.826933,83.5500,23.27
29,0.1,2.375651,0.507704,3.176199,0.000000,87.9280,0.775706,83.9800,22.98
30,0.1,2.306981,0.491988,3.084836,0.000000,88.1780,0.837135,83.9800,22.73
31,0.1,2.255414,0.477592,3.017338,0.000000,88.5560,0.805535,83.9400,21.29
32,0.1,2.297185,0.491403,3.071092,0.000000,88.2660,0.897287,83.2700,20.22
33,0.1,2.252870,0.479407,3.012926,0.000000,88.4100,0.878806,82.6800,21.82
34,0.1,2.226088,0.469807,2.978781,0.000000,88.6300,0.787423,84.0500,21.90
35,0.1,2.200136,0.465292,2.943640,0.000000,88.7120,0.930573,82.3900,21.90
36,0.1,2.142755,0.450054,2.868199,0.000000,89.1940,0.896752,83.2700,21.84
37,0.1,2.147508,0.451177,2.874507,0.000000,88.9180,0.772811,85.0700,21.89
38,0.1,2.121283,0.445862,2.839320,0.000000,89.1240,0.863942,83.5900,21.67
39,0.1,2.084610,0.433337,2.792299,0.000000,89.5060,0.819364,84.0100,21.03
40,0.1,2.046233,0.422943,2.741929,0.000000,89.5620,0.770673,83.8800,20.19
41,0.010000000000000002,1.755316,0.348978,2.358032,0.000000,91.0520,0.543859,88.6700,19.67
42,0.010000000000000002,1.623825,0.313217,2.185514,0.000000,91.9800,0.535781,88.7900,19.82
43,0.010000000000000002,1.602727,0.311218,2.156230,0.000000,92.0120,0.536593,89.1100,19.82
44,0.010000000000000002,1.575929,0.303256,2.121361,0.000000,92.2440,0.528880,89.0300,20.13
45,0.010000000000000002,1.570383,0.303038,2.113530,0.000000,92.1020,0.543677,88.7900,20.59
46,0.010000000000000002,1.557505,0.295198,2.098494,0.000000,92.3920,0.534416,88.9000,20.25
47,0.010000000000000002,1.549353,0.293791,2.087451,0.000000,92.3720,0.525251,88.9400,19.83
48,0.010000000000000002,1.531793,0.288074,2.064815,0.000000,92.4360,0.524246,89.0100,20.92
49,0.010000000000000002,1.511539,0.283227,2.037959,0.000000,92.5660,0.529226,89.0000,19.58
50,0.010000000000000002,1.509022,0.286743,2.032856,0.000000,92.5420,0.534329,88.9800,20.02
51,0.010000000000000002,1.506596,0.282604,2.031164,0.000000,92.5000,0.525603,89.0800,19.59
52,0.010000000000000002,1.493842,0.282920,2.012809,0.000000,92.6020,0.534007,89.1900,20.08
53,0.010000000000000002,1.489517,0.279048,2.008289,0.000000,92.7000,0.525960,89.0900,19.60
54,0.010000000000000002,1.487700,0.277184,2.006493,0.000000,92.7760,0.531396,89.1400,19.73
55,0.010000000000000002,1.485785,0.278978,2.002988,0.000000,92.7360,0.530588,89.1200,20.04
56,0.010000000000000002,1.474298,0.271092,1.989958,0.000000,92.9500,0.529692,88.9300,19.87
57,0.010000000000000002,1.466820,0.271247,1.979209,0.000000,92.7500,0.526153,89.0800,19.69
58,0.010000000000000002,1.458280,0.269101,1.967929,0.000000,92.9200,0.525113,89.1500,19.73
59,0.010000000000000002,1.443420,0.264831,1.948530,0.000000,92.8760,0.542354,88.9500,19.68
60,0.010000000000000002,1.453367,0.267333,1.961668,0.000000,92.8340,0.540440,88.9200,18.74
61,0.0010000000000000002,1.415932,0.259563,1.911519,0.000000,93.1860,0.520972,89.3200,17.77
62,0.0010000000000000002,1.417715,0.256717,1.915285,0.000000,93.1620,0.520336,89.3800,17.88
63,0.0010000000000000002,1.419814,0.259208,1.917216,0.000000,93.0560,0.517308,89.3100,18.99
64,0.0010000000000000002,1.422843,0.257255,1.922381,0.000000,93.0860,0.517981,89.4600,18.56
65,0.0010000000000000002,1.398885,0.250047,1.891244,0.000000,93.2760,0.521179,89.2800,17.45
66,0.0010000000000000002,1.405478,0.254165,1.898898,0.000000,93.0800,0.516306,89.3600,16.39
67,0.0010000000000000002,1.406181,0.250276,1.901568,0.000000,93.3660,0.520191,89.3900,19.32
68,0.0010000000000000002,1.418893,0.259285,1.915868,0.000000,93.0460,0.517748,89.3300,22.16
69,0.0010000000000000002,1.402836,0.252665,1.895767,0.000000,93.1500,0.515737,89.3900,22.04
70,0.0010000000000000002,1.410248,0.257835,1.904140,0.000000,93.1600,0.516486,89.2500,22.33
71,0.0010000000000000002,1.403505,0.253660,1.896296,0.000000,93.1180,0.513378,89.4500,20.73
72,0.0010000000000000002,1.409728,0.255456,1.904416,0.000000,93.1960,0.516425,89.3700,19.16
73,0.0010000000000000002,1.402487,0.252877,1.895177,0.000000,93.1460,0.515796,89.4200,16.80
74,0.0010000000000000002,1.400195,0.254217,1.891328,0.000000,93.2620,0.515301,89.3000,14.40
