true/pred,2S1,BMP2,BRDM_2,BTR60,BTR70,D7,T62,T72,ZIL131,ZSU_23_4
2S1,262,0,0,0,0,0,6,0,0,6
BMP2,0,191,0,2,1,0,0,1,0,0
BRDM_2,0,0,271,0,0,0,0,0,0,3
BTR60,0,6,0,188,1,0,0,0,0,0
BTR70,0,7,0,1,188,0,0,0,0,0
D7,0,0,0,0,0,252,1,0,2,19
T62,0,0,0,0,0,0,260,0,0,13
T72,0,0,0,0,0,0,0,195,0,1
ZIL131,0,0,0,0,0,0,2,0,272,0
ZSU_23_4,0,0,0,0,0,0,0,0,0,274
