true/pred,2S1,BMP2,BRDM_2,BTR60,BTR70,D7,T62,T72,ZIL131,ZSU_23_4
2S1,100,0,0,0,0,0,174,0,0,0
BMP2,0,152,0,30,4,0,0,9,0,0
BRDM_2,0,0,273,0,0,0,0,1,0,0
BTR60,0,77,0,93,14,0,0,11,0,0
BTR70,0,56,0,34,106,0,0,0,0,0
D7,0,0,0,0,0,178,40,0,0,56
T62,0,0,0,0,0,0,200,0,0,73
T72,0,14,0,11,0,0,0,170,0,1
ZIL131,0,0,0,0,0,6,4,0,190,74
ZSU_23_4,0,0,0,0,0,0,1,0,0,273
