true/pred,2S1,BMP2,BRDM_2,BTR60,BTR70,D7,T62,T72,ZIL131,ZSU_23_4
2S1,268,0,0,0,0,0,1,0,0,5
BMP2,0,192,0,0,1,0,0,2,0,0
BRDM_2,0,0,268,0,0,0,0,0,0,6
BTR60,0,3,0,190,1,0,0,0,0,1
BTR70,0,3,1,0,192,0,0,0,0,0
D7,0,0,0,0,0,269,0,0,0,5
T62,0,0,0,0,0,0,269,0,0,4
T72,0,3,0,0,0,0,0,191,0,2
ZIL131,0,0,0,0,0,0,0,0,274,0
ZSU_23_4,0,0,0,0,0,0,0,0,0,274
