true/pred,2S1,BMP2,BRDM_2,BTR60,BTR70,D7,T62,T72,ZIL131,ZSU_23_4
2S1,177,0,2,0,0,45,50,0,0,0
BMP2,0,151,1,20,8,0,0,15,0,0
BRDM_2,0,0,274,0,0,0,0,0,0,0
BTR60,0,4,2,185,1,0,0,3,0,0
BTR70,0,6,2,34,154,0,0,0,0,0
D7,0,0,0,0,0,214,0,0,1,59
T62,0,0,0,0,0,0,144,0,0,129
T72,0,7,1,5,0,0,0,182,0,1
ZIL131,0,0,0,0,0,0,0,0,236,38
ZSU_23_4,0,0,0,0,0,0,0,0,0,274
