channels,fitness,test_acc,train_acc,test_loss,train_loss,params,flops,params_ratio,flops_ratio,params_compression_rate,flops_reduction_rate,eval_time_sec,epochs
12-8-8-8-12-20-20-16-16-16-48-48-32-40-64,14.466298590059084,25.6,23.4,1.9092455139160156,1.95430263671875,224450,28910208,0.48356795373949163,0.4198245689038252,0.5164320462605083,0.5801754310961749,1.9600169658660889,2
12-8-8-8-8-20-20-20-16-16-48-48-32-40-64,11.898358047209944,22.9,23.0,2.206884026527405,1.955260205078125,225114,28238464,0.4849985134244238,0.4100697226151464,0.5150014865755762,0.5899302773848536,1.8329379558563232,2
8-8-8-8-8-24-20-16-16-16-48-40-32-40-64,12.95434669516119,23.2,21.54,2.049295404434204,1.987147412109375,213506,25916032,0.459989572426393,0.37634412599514117,0.5400104275736071,0.6236558740048588,1.787071943283081,2
12-12-8-8-8-20-20-20-16-16-48-48-32-40-64,10.245751660345482,21.6,20.84,2.037744144439697,2.02692763671875,226570,29713024,0.4881354033359618,0.43148279983419735,0.5118645966640383,0.5685172001658026,1.9569263458251953,2
12-8-8-8-8-20-20-16-16-16-48-48-32-40-64,14.349053989757563,25.15,21.56,1.9509099187850951,1.974235400390625,222506,27574912,0.47937968863782277,0.4004338378665735,0.5206203113621772,0.5995661621334265,1.9246675968170166,2
8-12-8-8-8-20-20-20-16-16-48-48-32-40-64,12.31061729586767,23.25,20.9,2.0125849723815916,2.03619443359375,224874,27976320,0.48448144365878565,0.40626295333175955,0.5155185563412144,0.5937370466682405,1.8719027042388916,2
12-8-8-8-8-24-20-20-16-16-48-48-32-40-64,9.756983970875067,21.0,18.3,2.0232691669464113,2.08583251953125,228282,29033088,0.4918238343308471,0.42160899200541274,0.5081761656691529,0.5783910079945873,1.9284172058105469,2
8-8-8-8-8-24-20-20-16-16-48-48-32-40-56,12.207330578478656,22.6,21.5,1.9964607639312744,1.979247998046875,214530,26489392,0.4621957367597823,0.38467027206875976,0.5378042632402177,0.6153297279312402,1.9739186763763428,2
12-8-8-8-8-20-20-20-16-16-48-40-40-40-64,13.22245074119927,24.15,21.9,1.9572282123565674,1.967333984375,223002,28107392,0.4804482994868083,0.408166337973453,0.5195517005131918,0.591833662026547,1.713582992553711,2
12-12-8-8-8-20-20-20-16-16-48-40-32-40-64,13.914888258419243,24.9,23.0,1.9558103160858153,1.9616569091796876,216186,29045376,0.4657635181426854,0.42178743431557153,0.5342364818573146,0.5782125656844285,1.9951362609863281,2
12-12-8-8-8-24-16-20-16-16-48-48-32-40-64,6.959393102810621,18.35,20.9,2.0896884765625,2.015458154296875,227098,29827712,0.48927295682036565,0.4331482613956791,0.5107270431796344,0.5668517386043209,1.9602241516113281,2
12-8-8-8-8-24-20-20-16-16-40-40-40-40-56,9.697375715093628,20.0,20.48,2.07210124206543,1.9892404724121093,201658,27349552,0.434463561662724,0.39716123377987284,0.5655364383372761,0.6028387662201271,1.7104847431182861,2
12-8-8-8-8-24-20-20-16-16-48-40-40-40-64,11.18105524072982,22.35,20.14,1.9410987634658814,1.957086279296875,226170,28902016,0.4872736203932316,0.4197056073637193,0.5127263796067685,0.5802943926362807,1.8733346462249756,2
12-12-8-8-8-24-20-20-16-16-40-48-32-40-64,14.728139743767729,26.0,22.38,1.9178994131088256,1.98148173828125,220634,29921920,0.4753465444658454,0.43451631910689625,0.5246534555341547,0.5654836808931037,1.9500749111175537,2
16-16-16-16-16-32-32-32-32-32-64-64-64-64-64,2.130225727085836,27.25,24.92,1.9140996475219727,1.9285713989257813,466906,69124736,1.005929066645984,1.0038067692833867,-0.005929066645983916,-0.003806769283386746,10.146201610565186,2
16-12-8-8-8-28-20-24-24-24-64-32-48-64-56,3.451933209085857,19.15,19.72,2.0138931064605714,2.022833251953125,314034,40964656,0.6765728615933505,0.5948753134357766,0.3234271384066495,0.4051246865642234,27.625420331954956,2
8-16-16-8-12-20-16-24-16-16-56-56-48-56-64,7.292010819098409,22.9,22.38,2.219968702316284,2.0272456298828123,318026,40170112,0.6851734553617981,0.5833372057793004,0.3148265446382019,0.41666279422069963,18.589621782302856,2
12-16-12-12-8-20-32-24-20-16-48-32-32-40-32,9.71139490631216,21.45,19.02,2.0337188396453856,1.9918548828125,185850,35483968,0.4004058997660259,0.5152865579036002,0.5995941002339741,0.48471344209639977,15.74318242073059,2
16-8-16-12-8-24-16-16-20-20-48-56-32-40-64,12.218763582733997,25.65,21.64,2.0312147817611694,1.983756591796875,252282,36696704,0.5435308108946599,0.5328975127744248,0.45646918910534007,0.46710248722557524,7.396850109100342,2
16-12-8-16-8-28-28-16-16-20-48-64-48-32-56,4.881080717023935,19.7,19.64,2.016458442687988,1.99367978515625,279906,40333872,0.6030455409196086,0.585715274847627,0.3969544590803914,0.414284725152373,8.204253196716309,2
8-12-8-16-12-28-16-24-28-20-32-56-40-56-64,-4.299308906172965,10.6,18.56,3.636219554901123,2.0995767578125,287170,39985792,0.6186955191595893,0.5806605711269189,0.3813044808404107,0.41933942887308107,7.335443019866943,2
16-12-12-12-8-20-20-20-16-16-40-40-56-32-64,10.57484584608722,23.15,20.72,1.9581356115341186,2.0274980712890627,232106,34763392,0.5000624792633479,0.5048225893094469,0.4999375207366521,0.4951774106905531,6.5715649127960205,2
12-12-8-12-8-20-20-20-20-16-48-56-56-40-64,10.520339858540664,24.4,20.82,1.9538073282241821,1.96071572265625,286002,35426944,0.616179112966817,0.5144584740580198,0.38382088703318296,0.4855415259419802,2.9757027626037598,2
16-16-12-12-8-20-20-20-20-16-40-40-32-32-32,10.753741687264883,21.3,23.24,2.3030109958648683,1.9684512939453125,159738,32612672,0.3441487092645975,0.4735905380965038,0.6558512907354025,0.5264094619034962,2.739445924758911,2
16-8-16-12-8-24-16-16-20-20-48-56-32-40-48,7.175147101207737,19.8,18.8,2.0287137031555176,2.03721962890625,229498,35254752,0.49444365447674693,0.511957958248217,0.505556345523253,0.488042041751783,3.1409409046173096,2
12-16-12-8-8-20-32-24-20-16-48-32-32-56-64,7.484114868469116,21.35,22.2,2.2161945972442627,1.982893896484375,254634,38466176,0.5485980945979136,0.5585932054372859,0.45140190540208636,0.44140679456271414,3.0183119773864746,2
12-16-12-12-8-20-16-24-20-16-48-48-32-40-32,6.377368330951319,17.85,20.7,2.1091201038360596,2.055103955078125,194906,33386816,0.41991666558943797,0.4848324036365056,0.580083334410562,0.5151675963634944,2.936875820159912,2
16-8-12-12-8-24-16-16-20-20-48-32-32-32-64,9.940707118179171,21.0,20.02,2.2511810607910157,2.02953369140625,196842,31298176,0.42408769503225224,0.4545018578446771,0.5759123049677477,0.5454981421553229,2.664191484451294,2
16-16-12-12-8-20-20-20-20-16-40-40-32-56-32,7.8056176472125784,19.65,20.86,2.2686134757995604,2.01132333984375,196426,34943296,0.4231914407718128,0.5074350962566149,0.5768085592281872,0.49256490374338513,2.8245036602020264,2
16-16-12-12-8-16-20-20-20-20-40-40-32-32-32,15.37117490550941,25.95,23.54,1.9030786676406861,1.967517041015625,161018,32633152,0.3469064146813342,0.4738879419467684,0.6530935853186658,0.5261120580532316,4.3254554271698,2
16-8-12-8-8-24-16-16-20-20-40-56-32-56-40,5.1876928093980474,17.1,19.68,2.025382755279541,2.018781298828125,229354,31998352,0.49413341261736404,0.46466958432235606,0.505866587382636,0.535330415677644,2.7878987789154053,2
16-16-12-12-8-24-16-20-20-16-40-40-32-32-32,11.517370293591615,22.1,18.9,1.9979232521057129,2.076697021484375,160266,32727360,0.3452862627490014,0.4752559996579856,0.6547137372509986,0.5247440003420144,2.781252145767212,2
16-16-12-12-8-24-16-16-20-20-48-32-32-32-64,13.83234216938626,25.8,24.36,1.910282675743103,1.97090234375,200570,35099264,0.4321195120584978,0.5097000124537863,0.5678804879415023,0.49029998754621373,2.8875696659088135,2
16-8-16-12-8-24-16-16-16-20-48-56-32-40-64,9.921002648765269,23.15,21.64,2.1059173469543455,2.00244404296875,249674,36033152,0.537911986108059,0.5232616280258519,0.462088013891941,0.47673837197414815,2.8592092990875244,2
16-8-16-12-8-24-28-16-20-24-56-40-32-40-64,7.023228122253962,21.0,20.92,2.301853469848633,2.02531201171875,252898,39146112,0.5448579566264645,0.5684670132660705,0.4551420433735355,0.4315329867339295,3.561337471008301,2
16-8-16-12-8-16-16-20-20-20-48-56-32-32-32,9.800643055569319,21.15,19.96,1.9683757553100585,1.9838419921875,196266,32686400,0.4228467275947207,0.4746611919574564,0.5771532724052792,0.5253388080425436,2.915367364883423,2
16-16-12-12-12-24-20-20-20-20-40-32-32-32-32,11.960708999867068,22.9,19.72,2.0114354848861695,2.021259716796875,157802,34607424,0.3399776798217833,0.5025576731122755,0.6600223201782167,0.4974423268877245,3.4473156929016113,2
16-16-12-12-8-24-20-20-20-20-40-32-32-32-64,14.500102860247624,26.5,23.82,1.9193331537246705,1.956294921875,195274,35771008,0.42070950589674977,0.519454858742465,0.5792904941032502,0.480545141257535,2.937598943710327,2
16-8-16-12-8-24-16-20-20-20-40-56-32-32-32,5.4997063109513515,16.8,19.96,3.302795223236084,2.06024384765625,188938,33186112,0.4070588640839032,0.4819178459039125,0.5929411359160968,0.5180821540960875,2.8120789527893066,2
12-8-12-12-8-24-16-20-20-20-40-40-32-40-64,10.06823641482892,21.4,20.48,2.01891676902771,2.0179416015625,211602,31089280,0.45588748561899717,0.4514683385719782,0.5441125143810028,0.5485316614280218,2.5909512042999268,2
8-8-12-12-8-24-16-16-20-20-48-32-32-32-64,12.536764582262164,22.75,22.78,1.9786438941955566,1.941237646484375,193354,27759232,0.4165729477716448,0.4031104725189548,0.5834270522283552,0.5968895274810452,2.5465567111968994,2
16-16-12-12-8-16-20-16-20-20-40-40-32-32-32,10.382488678959236,20.8,21.24,2.0227666816711425,2.004142236328125,158978,32096576,0.34251132167341014,0.466095961069836,0.6574886783265899,0.533904038930164,2.8760647773742676,2
12-12-8-8-8-20-16-20-20-16-56-40-32-40-64,9.299060043188232,20.75,22.1,1.9418342723846436,1.9875190185546876,228770,29938304,0.49287520952097796,0.4347542421871079,0.507124790479022,0.5652457578128921,2.6226863861083984,2
8-8-8-12-8-20-20-16-20-16-48-32-40-48-64,11.741153622923955,22.85,21.04,2.024077657699585,1.999453125,229122,28332672,0.49363357851058054,0.4114377803263635,0.5063664214894195,0.5885622196736364,2.8316612243652344,2
12-12-12-8-12-24-16-20-20-16-48-32-40-40-64,6.211044792598222,18.05,18.82,2.0540721950531005,2.0062244140625,220562,32531072,0.47519142353615396,0.4724055696306058,0.524808576463846,0.5275944303693942,2.8722827434539795,2
8-8-8-12-8-20-16-16-16-20-40-32-40-40-64,10.84677776131799,20.8,20.74,2.0605198669433595,2.002324951171875,200578,25850496,0.43213674771735244,0.3753924336742945,0.5678632522826476,0.6246075663257056,2.9047691822052,2
12-8-8-12-8-20-20-16-16-16-48-40-40-48-56,11.273341875536843,22.5,19.58,2.0080464181900024,2.034865087890625,225714,29209136,0.4862911878385191,0.4241655033838982,0.5137088121614809,0.5758344966161018,3.791085958480835,2
12-8-12-8-8-20-20-16-16-16-48-32-40-40-64,11.284024076668436,22.0,21.02,1.9706797800064086,1.9784437744140626,211346,28287616,0.4553359445356498,0.41078349185578145,0.5446640554643503,0.5892165081442186,2.5923004150390625,2
12-8-12-8-8-24-20-16-16-16-48-40-40-48-64,11.586633128517546,23.5,23.16,1.9449431371688843,1.9559292724609374,241490,30802560,0.5202799070997988,0.4473046846682739,0.47972009290020123,0.5526953153317261,2.992591381072998,2
12-8-8-8-8-20-20-16-16-16-48-40-32-40-64,14.317953035665344,24.75,19.86,1.9249847812652587,1.996111962890625,212122,26907264,0.45700780344454645,0.3907384723479476,0.5429921965554536,0.6092615276520523,2.6755340099334717,2
8-8-8-8-8-20-20-16-16-16-48-40-40-40-64,12.70045194984088,23.0,22.26,1.98442702293396,1.988309375,218610,25657984,0.4709859227756305,0.3725968374818073,0.5290140772243694,0.6274031625181927,2.208780527114868,2
12-12-8-8-8-24-20-20-16-16-48-48-32-40-64,7.554087775975702,19.15,20.76,2.1670268535614015,1.987525927734375,229738,30507648,0.4949607242423851,0.4430220692244637,0.505039275757615,0.5569779307755363,2.9218297004699707,2
12-8-8-12-8-20-20-16-16-16-48-40-32-40-64,8.752719907646087,19.55,20.14,2.0834045104980468,2.018484228515625,213666,28430976,0.46033428560348505,0.4128653188076336,0.5396657143965149,0.5871346811923663,2.8723626136779785,2
12-8-8-12-8-20-20-16-16-16-48-40-40-40-64,12.907665037578573,24.0,22.46,2.0528010196685793,1.99678798828125,221938,28967552,0.4781559568591459,0.42065729968456606,0.5218440431408541,0.5793427003154339,2.7476956844329834,2
12-8-8-8-8-24-20-16-16-16-48-40-32-40-64,13.276520904565398,23.95,21.44,1.985753002166748,2.010740625,215290,27701888,0.46383312435096974,0.40227774173821396,0.5361668756490303,0.597722258261786,2.9451775550842285,2
12-8-8-8-8-20-20-16-16-16-48-48-32-40-64,11.64876938560552,22.45,21.68,1.9202595987319946,1.975172021484375,222506,27574912,0.47937968863782277,0.4004338378665735,0.5206203113621772,0.5995661621334265,2.778480052947998,2
12-8-8-8-8-20-20-16-16-16-48-48-32-48-64,10.300309356936284,21.6,22.22,2.0421632041931153,1.973299169921875,236570,28471936,0.5096799769042172,0.41346012650816283,0.4903200230957828,0.5865398734918372,2.9669291973114014,2
16-8-8-8-8-20-20-16-16-16-48-48-32-40-64,10.830316866657428,22.05,21.46,1.9490993356704711,1.972694091796875,224210,29328000,0.4830508839738535,0.42589160744922294,0.5169491160261466,0.5741083925507771,2.400545597076416,2
12-8-8-8-8-20-20-16-16-16-48-40-40-40-64,7.972936271244599,18.7,20.64,2.0109668874740603,2.021866796875,220394,27443840,0.47482947470020725,0.39853045322488007,0.5251705252997927,0.6014695467751199,2.4365501403808594,2
12-8-8-8-8-24-20-16-16-16-48-40-40-40-64,10.231487155046134,21.2,18.86,1.9690066385269165,2.00622431640625,223562,28238464,0.48165479560663055,0.4100697226151464,0.5183452043933694,0.5899302773848536,2.7571489810943604,2
16-16-16-16-16-32-32-32-32-32-64-64-64-64-64,0.1802562594459133,25.3,23.96,2.338074607849121,1.9914456298828125,466906,69124736,1.005929066645984,1.0038067692833867,-0.005929066645983916,-0.003806769283386746,10.054604530334473,2
16-12-8-8-8-28-20-24-24-24-64-32-48-64-56,6.152840780322152,21.85,19.68,2.000764888763428,2.0291672607421876,314034,40964656,0.6765728615933505,0.5948753134357766,0.3234271384066495,0.4051246865642234,24.902706623077393,2
8-16-16-8-12-20-16-24-16-16-56-56-48-56-64,9.293333125413513,24.9,23.1,1.9852910604476928,1.996057470703125,318026,40170112,0.6851734553617981,0.5833372057793004,0.3148265446382019,0.41666279422069963,14.622702836990356,2
12-16-12-12-8-20-32-24-20-16-48-32-32-40-32,6.413105273355972,18.15,17.6,2.0171212196350097,2.00566220703125,185850,35483968,0.4004058997660259,0.5152865579036002,0.5995941002339741,0.48471344209639977,10.612081289291382,2
16-8-16-12-8-24-16-16-20-20-48-56-32-40-64,6.4695148486571785,19.9,19.44,2.0522083377838136,2.02744658203125,252282,36696704,0.5435308108946599,0.5328975127744248,0.45646918910534007,0.46710248722557524,5.143052339553833,2
16-12-8-16-8-28-28-16-16-20-48-64-48-32-56,6.382090306934442,21.2,20.14,1.9800693073272706,2.015104296875,279906,40333872,0.6030455409196086,0.585715274847627,0.3969544590803914,0.414284725152373,5.175483465194702,2
8-12-8-16-12-28-16-24-28-20-32-56-40-56-64,4.202022653882452,19.1,18.96,2.0771166191101074,2.03540341796875,287170,39985792,0.6186955191595893,0.5806605711269189,0.3813044808404107,0.41933942887308107,3.3407628536224365,2
16-12-12-12-8-20-20-20-16-16-40-40-56-32-64,8.575683426529649,21.15,21.38,2.0274937076568604,2.039403955078125,232106,34763392,0.5000624792633479,0.5048225893094469,0.4999375207366521,0.4951774106905531,4.058823585510254,2
12-12-8-12-8-20-20-20-20-16-48-56-56-40-64,7.5708013250120185,21.45,17.8,1.986998579978943,2.00989921875,286002,35426944,0.616179112966817,0.5144584740580198,0.38382088703318296,0.4855415259419802,1.5913033485412598,2
8-16-12-12-12-20-20-24-20-16-56-56-32-56-32,7.951283041883327,21.25,19.0,2.003669143676758,2.0017072265625,247922,36528448,0.5341373768189006,0.5304541542670946,0.4658626231810994,0.46954584573290536,1.592627763748169,2
16-8-16-12-8-24-20-20-16-20-48-40-32-32-48,9.177311842136021,20.65,17.92,2.0811121520996094,2.1052376953125,193266,33550816,0.4163833555242441,0.48721395790620253,0.5836166444757559,0.5127860420937975,1.9357020854949951,2
12-16-12-8-8-20-32-24-20-16-48-32-32-56-64,9.384600546824014,23.25,22.84,2.26480694770813,1.98361240234375,254634,38466176,0.5485980945979136,0.5585932054372859,0.45140190540208636,0.44140679456271414,1.561276912689209,2
8-16-16-8-12-20-16-24-20-16-56-48-32-56-64,8.05242951099497,22.45,19.46,1.975006227493286,2.0279673828125,280370,38363776,0.6040452091331756,0.5571061861859629,0.3959547908668244,0.44289381381403714,1.5768146514892578,2
8-16-16-8-12-20-16-24-16-16-48-56-48-40-64,8.333650122832017,22.45,20.74,2.440533613204956,2.052677197265625,276138,37491328,0.59492754559909,0.544436782164691,0.40507245440091,0.45556321783530895,1.568066120147705,2
12-16-12-8-8-20-32-16-20-16-48-32-32-56-64,8.679574506860213,22.0,20.8,2.036702341079712,2.01349521484375,247546,36663936,0.5333273008527343,0.5324216666140014,0.4666726991472657,0.46757833338599863,2.4824562072753906,2
12-8-12-8-8-20-32-20-16-20-48-40-32-56-48,7.351114613203691,19.6,19.54,2.0369508495330813,2.05486328125,235746,32911840,0.5079047040421929,0.47793495777794714,0.4920952959578071,0.5220650422220529,2.441939115524292,2
16-12-12-12-8-16-20-20-16-20-40-40-56-32-64,9.45435443256713,22.1,22.5,2.129106819152832,2.010462158203125,233954,34910848,0.5040439164587616,0.5069638970313519,0.49595608354123843,0.4930361029686481,2.243842124938965,2
