true/pred,2S1,BMP2,BRDM_2,BTR60,BTR70,D7,T62,T72,ZIL131,ZSU_23_4
2S1,241,0,1,0,0,1,30,0,0,1
BMP2,0,190,0,2,0,0,0,3,0,0
BRDM_2,0,0,268,0,0,0,0,0,0,6
BTR60,0,7,0,186,2,0,0,0,0,0
BTR70,0,11,0,4,181,0,0,0,0,0
D7,0,0,0,0,0,251,4,0,0,19
T62,0,0,0,0,0,0,244,0,0,29
T72,0,1,0,0,0,0,0,194,0,1
ZIL131,0,0,0,0,0,0,3,0,270,1
ZSU_23_4,0,0,0,0,0,0,0,0,0,274
