true/pred,2S1,BMP2,BRDM_2,BTR60,BTR70,D7,T62,T72,ZIL131,ZSU_23_4
2S1,93,0,0,0,0,7,171,0,3,0
BMP2,0,127,0,30,3,0,0,35,0,0
BRDM_2,0,0,273,1,0,0,0,0,0,0
BTR60,0,13,2,157,8,0,0,15,0,0
BTR70,0,27,3,55,111,0,0,0,0,0
D7,0,0,0,0,0,121,21,0,56,76
T62,0,0,0,0,0,0,196,0,0,77
T72,0,4,0,7,0,0,0,183,0,2
ZIL131,0,0,0,0,0,0,0,0,220,54
ZSU_23_4,0,0,0,0,0,0,0,0,0,274
