true/pred,2S1,BMP2,BRDM_2,BTR60,BTR70,D7,T62,T72,ZIL131,ZSU_23_4
2S1,215,0,0,0,0,31,27,0,1,0
BMP2,0,86,0,34,2,0,0,73,0,0
BRDM_2,0,0,274,0,0,0,0,0,0,0
BTR60,0,4,0,180,1,0,0,10,0,0
BTR70,0,3,0,64,128,0,0,1,0,0
D7,0,0,0,0,0,202,0,0,72,0
T62,0,0,0,0,0,9,250,0,9,5
T72,0,1,0,1,0,0,0,193,0,1
ZIL131,0,0,0,0,0,0,0,0,274,0
ZSU_23_4,0,0,0,0,0,1,0,0,0,273
