epoch,lr,train_loss,loss_x,loss_u,pseudo_label_used_rate,labeled_train_acc,test_loss,test_acc,best_acc
1,0.0014994217771805423,1.5436921219031017,1.5434708297252655,0.00022129557207032727,0.0017361111240461469,0.3940972222222222,14.27253374291448,0.11298969072164948,0.11298969072164948
2,0.0014976880002998461,0.8997261921564738,0.8739653329054514,0.025760854264566053,0.07638889062218368,0.6432291666666666,6.04751315601156,0.1888659793814433,0.1888659793814433
3,0.0014948013427161949,0.8413200775782267,0.7849480360746384,0.05637203839917978,0.16796875248352686,0.6875,5.365903900972347,0.09814432989690722,0.1888659793814433
4,0.0014907662554463532,0.7356818616390228,0.7147886802752813,0.020893185477082927,0.15798611690600714,0.7317708333333334,4.630424734461948,0.2907216494845361,0.2907216494845361
5,0.0014855889603024228,0.6790054043134054,0.6485756784677505,0.030429722896466654,0.21050347636143366,0.7552083333333334,5.404945009366139,0.2354639175257732,0.2907216494845361
6,0.0014792774402982573,0.539008359114329,0.511513240635395,0.02749511878937483,0.2430555634200573,0.7960069444444444,2.6782780198911302,0.431340206185567,0.431340206185567
7,0.0014718414273402352,0.4591567913691203,0.435395248234272,0.02376154577359557,0.284722230086724,0.8454861111111112,7.535880186434298,0.24494845360824744,0.431340206185567
8,0.0014632923872213652,0.4208274732033412,0.39749133338530857,0.02333613942998151,0.3216145883003871,0.8541666666666666,8.48360275678644,0.2548453608247423,0.431340206185567
9,0.001453643501941863,0.41389957815408707,0.39455900092919666,0.019340579242755968,0.3693576504786809,0.8506944444444444,9.293415136435597,0.11752577319587629,0.431340206185567
10,0.0014429096493834648,0.4202708527445793,0.396918627123038,0.023352225466320913,0.3541666741172473,0.8541666666666666,11.291153886705336,0.2618556701030928,0.431340206185567
11,0.0014311073803688107,0.39479325463374454,0.3632299304008484,0.03156332136131823,0.3967014004786809,0.8715277777777778,20.000028353229013,0.2107216494845361,0.431340206185567
12,0.0014182548931412757,0.36962903042634326,0.3371252790093422,0.03250375436618924,0.4422743171453476,0.8654513888888888,12.772097185566139,0.26350515463917523,0.431340206185567
13,0.0014043720053045978,0.32819831868012744,0.2908865710099538,0.03731175108502308,0.4557291766007741,0.9053819444444444,1.7664827800549796,0.5670103092783505,0.5670103092783505
14,0.001389480123265569,0.3224671110510826,0.2872704428931077,0.03519667064150175,0.4943576504786809,0.8914930555555556,9.83957282041766,0.3129896907216495,0.5670103092783505
15,0.0013736022092269088,0.3289765839775403,0.29734496275583905,0.03163162975882491,0.4973958457509677,0.8949652777777778,12.759101498397355,0.14061855670103093,0.5670103092783505
16,0.0013567627457812105,0.27093997970223427,0.2420827051003774,0.02885727413619558,0.5004340459903082,0.9175347222222222,10.075916091682984,0.15917525773195876,0.5670103092783505
17,0.0013389876981605585,0.25216032316287357,0.20965579772988954,0.04250452139725288,0.5512153009573618,0.9366319444444444,9.244904058913594,0.4193814432989691,0.5670103092783505
18,0.0013203044742000232,0.20866654564936957,0.16895516278843084,0.039711384413143,0.5889757176240286,0.9453125,4.354351284569609,0.40824742268041236,0.5670103092783505
19,0.001300741882076764,0.17949585492412248,0.13800900615751743,0.041486849853148065,0.5976562748352686,0.9618055555555556,9.907411842837776,0.3088659793814433,0.5670103092783505
20,0.0012803300858899105,0.14070959513386092,0.10181647414962451,0.03889312005291382,0.6028646032015482,0.9800347222222222,14.871376450823755,0.3150515463917526,0.5670103092783505
21,0.0012591005591497063,0.13963243924081326,0.08696564380079508,0.05266679575045904,0.6553819527228674,0.9791666666666666,3.9586458182142876,0.45979381443298967,0.5670103092783505
22,0.0012370860362476378,0.136933916558822,0.09544209949672222,0.041491817527761064,0.6493055820465088,0.9748263888888888,1.5453461237082777,0.6354639175257732,0.6354639175257732
