epoch,lr,train_loss,train_ce_loss,train_kd_loss,train_at_loss,train_acc,test_loss,test_acc,epoch_time_sec
1,0.1,14.039502,2.485818,18.991081,0.000000,34.3680,3.132964,34.7000,45.37
2,0.1,10.740929,2.128269,14.432069,0.000000,49.8600,2.205073,54.1300,7.09
3,0.1,8.889092,1.844095,11.908377,0.000000,58.6040,2.193824,59.0700,8.69
4,0.1,7.369365,1.567558,9.855854,0.000000,65.1840,2.049167,65.5400,7.57
5,0.1,6.308559,1.366229,8.426701,0.000000,70.0820,1.395268,71.5700,7.80
6,0.1,5.610855,1.226836,7.489720,0.000000,73.2860,1.537510,69.6200,8.05
7,0.1,5.107338,1.115867,6.817968,0.000000,75.4500,1.407524,72.6600,10.79
8,0.1,4.767981,1.050842,6.361041,0.000000,77.0180,1.139788,77.0300,14.40
9,0.1,4.438733,0.980668,5.920761,0.000000,78.2660,1.336505,75.4100,11.53
10,0.1,4.154754,0.919050,5.541484,0.000000,79.7220,1.164437,77.0900,11.70
11,0.1,4.036338,0.889601,5.384939,0.000000,80.1500,1.010095,80.4800,11.81
12,0.1,3.819585,0.836763,5.097938,0.000000,81.3460,1.573463,75.1600,15.00
13,0.1,3.642823,0.797063,4.862434,0.000000,82.0340,0.884037,81.5800,15.31
14,0.1,3.547570,0.777770,4.734627,0.000000,82.4320,1.587091,72.8600,15.55
15,0.1,3.429186,0.745955,4.579142,0.000000,82.9800,0.950831,80.5100,15.28
16,0.1,3.335751,0.729408,4.452754,0.000000,83.4660,0.849966,82.0600,15.46
17,0.1,3.263160,0.705285,4.359393,0.000000,83.8340,0.977743,80.6100,15.35
18,0.1,3.131681,0.674778,4.184640,0.000000,84.3380,0.858570,81.6700,15.32
19,0.1,3.102017,0.668955,4.144759,0.000000,84.7540,1.049051,79.7800,15.35
20,0.1,3.032582,0.653837,4.052045,0.000000,84.8800,0.804672,82.6000,15.45
21,0.1,2.988566,0.641428,3.994483,0.000000,84.9460,0.878709,82.1900,15.49
22,0.1,2.897226,0.620082,3.873144,0.000000,85.3760,0.773547,83.9100,15.29
23,0.1,2.851635,0.611464,3.811708,0.000000,85.7940,1.228407,78.3500,15.39
24,0.1,2.798549,0.595316,3.742792,0.000000,85.9540,0.817076,83.3800,15.40
25,0.1,2.775993,0.592364,3.711834,0.000000,85.9880,0.960104,81.5200,15.44
26,0.1,2.722092,0.578095,3.640948,0.000000,86.4500,1.139376,79.9000,15.32
27,0.1,2.724518,0.582627,3.642470,0.000000,86.4520,0.884915,82.0700,15.59
28,0.1,2.658110,0.555892,3.559060,0.000000,86.7800,0.818330,83.3400,15.50
29,0.1,2.633609,0.555396,3.524272,0.000000,86.7220,0.795129,84.3700,15.33
30,0.1,2.595767,0.544143,3.475034,0.000000,86.9380,0.758109,84.4300,15.55
31,0.1,2.589353,0.544970,3.465516,0.000000,86.9100,0.860214,82.8400,15.31
32,0.1,2.581579,0.546747,3.453650,0.000000,87.1220,0.848524,83.3900,15.55
33,0.1,2.521467,0.526992,3.376242,0.000000,87.4520,0.911170,82.9700,16.41
34,0.1,2.500360,0.523391,3.347632,0.000000,87.3280,0.787356,84.4000,16.03
35,0.1,2.472868,0.520838,3.309453,0.000000,87.4480,1.503734,74.5400,15.55
36,0.1,2.432781,0.507147,3.258052,0.000000,87.7120,0.711423,84.6700,15.49
37,0.1,2.387431,0.490964,3.200202,0.000000,88.0820,0.686807,85.4700,17.04
38,0.1,2.384962,0.494749,3.195053,0.000000,88.0800,0.802691,84.4500,19.25
39,0.1,2.371643,0.489894,3.178107,0.000000,88.1660,0.739741,85.0900,19.08
40,0.1,2.360189,0.485578,3.163594,0.000000,88.2740,0.790138,84.2200,17.58
41,0.010000000000000002,1.831279,0.361937,2.460997,0.000000,90.6820,0.522004,88.8300,19.63
42,0.010000000000000002,1.679570,0.324474,2.260325,0.000000,91.4000,0.493697,89.1700,24.88
43,0.010000000000000002,1.607859,0.304786,2.166319,0.000000,91.9580,0.484847,89.2900,26.66
44,0.010000000000000002,1.595707,0.301250,2.150474,0.000000,92.0700,0.478070,89.4300,27.91
45,0.010000000000000002,1.561553,0.293351,2.105068,0.000000,92.1720,0.479098,89.3200,27.39
46,0.010000000000000002,1.550025,0.287358,2.091168,0.000000,92.1440,0.474264,89.5700,27.65
47,0.010000000000000002,1.525071,0.284410,2.056783,0.000000,92.4620,0.482646,89.5500,31.59
48,0.010000000000000002,1.508290,0.279697,2.034830,0.000000,92.6880,0.477316,89.3300,38.24
49,0.010000000000000002,1.499968,0.274374,2.025222,0.000000,92.5860,0.471462,89.5700,45.05
50,0.010000000000000002,1.487994,0.273726,2.008395,0.000000,92.6260,0.475458,89.6800,48.61
51,0.010000000000000002,1.470146,0.264538,1.986836,0.000000,92.7240,0.476743,89.5500,48.68
52,0.010000000000000002,1.465990,0.266255,1.980161,0.000000,92.7540,0.489567,89.2900,48.51
53,0.010000000000000002,1.456787,0.260855,1.969330,0.000000,92.9220,0.469024,89.5100,48.41
54,0.010000000000000002,1.443425,0.257790,1.951555,0.000000,92.9600,0.478534,89.7800,48.57
55,0.010000000000000002,1.425565,0.254303,1.927535,0.000000,92.8860,0.471082,89.6500,48.48
56,0.010000000000000002,1.418661,0.247870,1.920428,0.000000,93.1580,0.478814,89.6800,48.76
57,0.010000000000000002,1.399097,0.246698,1.892982,0.000000,93.2520,0.466023,89.6300,48.20
58,0.010000000000000002,1.405244,0.247709,1.901331,0.000000,93.1640,0.467551,89.8300,46.61
59,0.010000000000000002,1.398783,0.243475,1.893915,0.000000,93.1240,0.490463,89.3300,46.34
60,0.010000000000000002,1.391017,0.240863,1.883940,0.000000,93.3280,0.469889,89.6700,45.65
61,0.0010000000000000002,1.344330,0.227239,1.823083,0.000000,93.5580,0.457125,90.0000,49.84
62,0.0010000000000000002,1.327332,0.226225,1.799235,0.000000,93.6580,0.454598,89.9900,43.91
63,0.0010000000000000002,1.327980,0.226670,1.799970,0.000000,93.6020,0.455845,89.9600,43.74
64,0.0010000000000000002,1.318436,0.216643,1.790633,0.000000,93.7440,0.452656,90.0400,43.18
65,0.0010000000000000002,1.311032,0.222429,1.777577,0.000000,93.6540,0.453912,90.0300,40.67
66,0.0010000000000000002,1.305494,0.220340,1.770560,0.000000,93.8060,0.454276,89.9800,39.92
67,0.0010000000000000002,1.319421,0.224281,1.788767,0.000000,93.7860,0.453142,90.0700,40.55
68,0.0010000000000000002,1.310636,0.221565,1.777381,0.000000,93.8880,0.453292,90.1000,41.26
69,0.0010000000000000002,1.303000,0.220740,1.766826,0.000000,93.7200,0.451784,90.2000,41.10
70,0.0010000000000000002,1.308882,0.219396,1.775805,0.000000,93.8540,0.450610,89.9800,39.71
71,0.0010000000000000002,1.297784,0.218847,1.760185,0.000000,93.8240,0.451293,90.1100,40.01
72,0.0010000000000000002,1.301067,0.217962,1.765255,0.000000,93.8660,0.454370,90.1200,39.63
73,0.0010000000000000002,1.299772,0.217856,1.763451,0.000000,93.7660,0.452932,90.0500,40.21
74,0.0010000000000000002,1.299501,0.219981,1.762152,0.000000,93.7880,0.449354,89.9900,39.61
75,0.0010000000000000002,1.302468,0.220231,1.766284,0.000000,93.7980,0.449057,89.9400,37.66
76,0.0010000000000000002,1.303797,0.218756,1.768815,0.000000,93.8480,0.450520,90.0600,37.52
77,0.0010000000000000002,1.310871,0.218788,1.778907,0.000000,93.8320,0.449956,90.0700,37.83
78,0.0010000000000000002,1.287056,0.212496,1.747582,0.000000,93.9740,0.453437,90.0800,36.18
79,0.0010000000000000002,1.294070,0.212066,1.757785,0.000000,93.9500,0.449481,90.0300,44.24
80,0.0010000000000000002,1.291466,0.214317,1.753101,0.000000,93.9020,0.451492,90.1500,43.19
