true/pred,2S1,BMP2,BRDM_2,BTR60,BTR70,D7,T62,T72,ZIL131,ZSU_23_4
2S1,82,0,0,0,0,0,192,0,0,0
BMP2,0,97,0,54,8,0,0,36,0,0
BRDM_2,0,0,274,0,0,0,0,0,0,0
BTR60,0,28,2,119,2,0,0,44,0,0
BTR70,0,35,3,69,89,0,0,0,0,0
D7,0,0,0,0,0,157,42,0,33,42
T62,0,0,0,0,0,0,198,0,0,75
T72,0,1,0,27,0,0,0,167,0,1
ZIL131,0,0,0,0,0,0,0,0,259,15
ZSU_23_4,0,0,0,0,0,0,0,0,0,274
