true/pred,2S1,BMP2,BRDM_2,BTR60,BTR70,D7,T62,T72,ZIL131,ZSU_23_4
2S1,254,0,6,0,0,0,10,0,0,4
BMP2,0,193,0,0,1,0,0,1,0,0
BRDM_2,0,0,273,0,0,0,0,0,0,1
BTR60,0,7,0,187,1,0,0,0,0,0
BTR70,0,10,0,1,185,0,0,0,0,0
D7,0,0,0,0,0,253,1,0,2,18
T62,0,0,0,0,0,0,259,0,0,14
T72,0,0,0,0,0,0,0,195,0,1
ZIL131,0,0,0,0,0,0,1,0,271,2
ZSU_23_4,0,0,0,0,0,0,0,0,0,274
