true/pred,2S1,BMP2,BRDM_2,BTR60,BTR70,D7,T62,T72,ZIL131,ZSU_23_4
2S1,254,0,0,0,0,0,20,0,0,0
BMP2,2,11,147,1,0,0,10,24,0,0
BRDM_2,0,0,223,0,0,0,0,0,0,51
BTR60,1,10,135,0,0,0,13,18,0,18
BTR70,9,0,179,0,0,0,5,3,0,0
D7,24,0,0,0,0,76,23,0,145,6
T62,0,0,0,0,0,0,161,0,0,112
T72,0,0,46,1,0,0,25,123,0,1
ZIL131,0,0,0,0,0,4,0,0,268,2
ZSU_23_4,0,0,0,0,0,0,2,0,0,272
