epoch,lr,train_loss,train_ce_loss,train_kd_loss,train_at_loss,train_acc,test_loss,test_acc,epoch_time_sec
1,0.1,16.633300,2.503855,22.688777,0.000000,22.5860,2.514191,34.9400,112.53
2,0.1,12.270289,2.291888,16.546747,0.000000,42.1380,3.412168,42.3400,17.24
3,0.1,10.049353,2.027708,13.487201,0.000000,52.8460,3.601275,44.7900,19.15
4,0.1,8.574495,1.791918,11.481314,0.000000,59.6480,2.646181,55.0400,19.52
5,0.1,7.321142,1.559697,9.790333,0.000000,65.6140,2.220887,62.4000,19.88
6,0.1,6.408098,1.385102,8.560811,0.000000,69.6540,2.347575,62.4500,20.04
7,0.1,5.750118,1.265866,7.671940,0.000000,72.3840,1.785762,69.6700,20.84
8,0.1,5.364737,1.185201,7.155967,0.000000,74.2240,2.101720,65.0400,24.27
9,0.1,4.884918,1.075956,6.517331,0.000000,76.3400,1.398055,75.0400,27.33
10,0.1,4.567329,1.013980,6.090193,0.000000,77.6120,1.198046,77.1400,34.44
11,0.1,4.294047,0.955167,5.724996,0.000000,79.0080,1.120027,76.8200,39.36
12,0.1,4.112481,0.914968,5.482844,0.000000,80.0540,1.351361,74.2300,40.81
13,0.1,3.911716,0.870236,5.215208,0.000000,80.7780,1.192025,77.4400,40.81
14,0.1,3.742506,0.833184,4.989358,0.000000,81.6160,1.046400,79.8500,40.60
15,0.1,3.549825,0.789470,4.732835,0.000000,82.4240,1.185069,77.6000,40.69
16,0.1,3.479606,0.769294,4.641168,0.000000,82.7840,1.016610,79.6100,40.53
17,0.1,3.346907,0.739552,4.464345,0.000000,83.2660,1.269076,75.3800,40.84
18,0.1,3.260266,0.719101,4.349336,0.000000,83.6160,1.017978,80.0300,40.43
19,0.1,3.162273,0.691561,4.221150,0.000000,84.0980,1.519592,73.3100,40.84
20,0.1,3.079961,0.675307,4.110528,0.000000,84.7060,1.036187,80.3100,40.44
21,0.1,3.013049,0.655029,4.023629,0.000000,84.7900,1.116828,79.6000,39.20
22,0.1,2.936041,0.638219,3.920822,0.000000,85.2720,1.127372,79.2500,38.72
23,0.1,2.845457,0.610954,3.803102,0.000000,85.6760,0.938295,81.9200,38.46
24,0.1,2.817688,0.612753,3.762660,0.000000,85.6800,0.853785,82.5000,38.11
25,0.1,2.718754,0.582478,3.634301,0.000000,86.3380,0.781108,83.7000,34.23
26,0.1,2.650238,0.565979,3.543492,0.000000,86.6660,0.986599,81.5600,36.61
27,0.1,2.657819,0.568748,3.553135,0.000000,86.5020,0.897721,81.6200,36.60
28,0.1,2.632678,0.561655,3.520260,0.000000,86.6600,0.773267,84.3400,36.62
29,0.1,2.532053,0.538772,3.386316,0.000000,87.2320,0.913441,81.7400,35.84
30,0.1,2.535993,0.536611,3.392871,0.000000,87.2420,0.749159,84.4400,34.17
31,0.1,2.527160,0.537742,3.379767,0.000000,87.1940,0.943254,81.4900,33.11
32,0.1,2.444511,0.517150,3.270522,0.000000,87.7320,0.847203,82.9400,33.21
33,0.1,2.381860,0.499038,3.188783,0.000000,87.9200,1.007244,80.9800,34.50
34,0.1,2.430136,0.514890,3.250955,0.000000,87.7780,0.910240,80.6700,33.63
35,0.1,2.396261,0.508575,3.205270,0.000000,87.6480,0.852686,83.5600,33.88
36,0.1,2.330125,0.482568,3.121936,0.000000,88.4340,0.848917,83.5000,32.92
37,0.1,2.312712,0.481266,3.097618,0.000000,88.2820,0.773430,83.6500,33.03
38,0.1,2.255789,0.470193,3.021044,0.000000,88.6780,0.779085,84.6700,33.23
39,0.1,2.262412,0.470212,3.030497,0.000000,88.6260,0.872210,83.1100,33.10
40,0.1,2.256884,0.471679,3.021972,0.000000,88.6980,0.816801,83.3900,33.12
