epoch,lr,train_loss,train_ce_loss,train_kd_loss,train_at_loss,train_acc,test_loss,test_acc,epoch_time_sec
1,0.1,13.321579,2.446355,17.982389,0.000000,38.3400,3.127017,44.0900,77.17
2,0.1,9.840615,1.984387,13.207570,0.000000,54.3040,1.716543,60.3200,12.81
3,0.1,7.757248,1.643564,10.377399,0.000000,63.4040,2.151243,59.7500,13.03
4,0.1,6.639784,1.433933,8.870863,0.000000,68.6240,1.644273,67.2600,12.89
5,0.1,5.754733,1.260070,7.681017,0.000000,72.6620,1.377854,72.5600,13.10
6,0.1,5.122864,1.132723,6.832924,0.000000,75.3540,1.338472,73.4100,12.93
7,0.1,4.654790,1.026087,6.209948,0.000000,77.3280,1.300907,74.7200,12.86
8,0.1,4.317498,0.955468,5.758368,0.000000,78.9140,1.355416,75.4500,12.94
9,0.1,4.097247,0.906731,5.464611,0.000000,80.0780,1.090427,78.2600,12.97
10,0.1,3.877370,0.862345,5.169523,0.000000,80.9260,1.363924,74.1300,13.08
11,0.1,3.703197,0.818592,4.939457,0.000000,81.5660,0.913351,80.1900,12.98
12,0.1,3.527976,0.783402,4.704221,0.000000,82.5960,1.014952,79.5100,12.86
13,0.1,3.386642,0.749021,4.517051,0.000000,83.1380,1.167949,77.6300,13.05
14,0.1,3.295631,0.730728,4.394876,0.000000,83.7660,0.981532,80.3900,12.94
15,0.1,3.190816,0.708603,4.254622,0.000000,84.0840,1.022412,81.0000,13.00
16,0.1,3.122465,0.682468,4.168179,0.000000,84.2080,1.345883,77.1200,12.97
17,0.1,3.040730,0.674425,4.054860,0.000000,84.6560,0.945874,80.9700,12.88
18,0.1,2.906332,0.638963,3.878062,0.000000,85.3760,0.973978,80.4300,13.06
19,0.1,2.888359,0.632858,3.855003,0.000000,85.5180,0.887628,81.8500,12.88
20,0.1,2.841263,0.617959,3.794108,0.000000,85.6320,1.187975,78.1100,13.07
21,0.1,2.746110,0.596518,3.667364,0.000000,86.1320,0.805008,83.4400,12.73
22,0.1,2.717328,0.590538,3.628809,0.000000,86.1960,1.168991,78.7900,13.00
23,0.1,2.660211,0.577037,3.553000,0.000000,86.4940,1.354856,77.5400,13.11
24,0.1,2.616163,0.563640,3.495816,0.000000,86.8860,0.968309,82.5000,13.02
25,0.1,2.608812,0.560539,3.486643,0.000000,86.8160,0.999529,80.6900,13.07
26,0.1,2.545700,0.543642,3.403724,0.000000,86.9940,1.369698,78.5900,12.87
27,0.1,2.544715,0.547197,3.400794,0.000000,87.0800,0.941420,81.2500,14.33
28,0.1,2.453571,0.523518,3.280736,0.000000,87.5760,0.843065,82.4400,13.06
29,0.1,2.430343,0.514060,3.251607,0.000000,87.7620,0.785325,83.6700,12.87
30,0.1,2.396035,0.512391,3.203311,0.000000,87.7920,0.743771,84.7600,12.79
31,0.1,2.369325,0.503296,3.169052,0.000000,87.9520,0.748962,84.9200,13.11
32,0.1,2.373625,0.504118,3.174842,0.000000,87.9060,1.171097,79.8500,14.89
33,0.1,2.350554,0.496033,3.145348,0.000000,88.0640,0.755748,84.1800,16.65
34,0.1,2.289797,0.480631,3.065154,0.000000,88.3160,0.806602,83.5500,15.73
35,0.1,2.278232,0.483314,3.047482,0.000000,88.3120,0.798708,84.4900,14.09
36,0.1,2.242630,0.468385,3.003021,0.000000,88.5200,1.128011,80.4200,13.53
37,0.1,2.243545,0.470364,3.003479,0.000000,88.7640,0.897406,81.8900,13.95
38,0.1,2.232195,0.467706,2.988405,0.000000,88.6400,0.811846,84.4400,16.03
39,0.1,2.156887,0.449966,2.888424,0.000000,89.0720,0.999294,81.3300,18.67
40,0.1,2.163402,0.445816,2.899510,0.000000,89.0360,0.798985,83.8800,18.62
41,0.010000000000000002,1.776275,0.348495,2.388181,0.000000,91.0400,0.530438,88.6800,19.51
42,0.010000000000000002,1.644369,0.319159,2.212316,0.000000,91.7120,0.522810,88.8900,20.53
43,0.010000000000000002,1.596459,0.304326,2.150230,0.000000,91.9760,0.510498,89.1100,19.45
44,0.010000000000000002,1.571927,0.298804,2.117551,0.000000,92.0940,0.521285,89.0000,22.54
45,0.010000000000000002,1.566581,0.295814,2.111195,0.000000,92.2200,0.508672,89.1900,24.96
46,0.010000000000000002,1.545305,0.296216,2.080628,0.000000,92.2480,0.519948,88.9500,29.59
47,0.010000000000000002,1.524673,0.286295,2.055407,0.000000,92.4660,0.498305,89.3000,36.20
48,0.010000000000000002,1.512403,0.282557,2.039479,0.000000,92.3980,0.513029,89.0500,40.08
49,0.010000000000000002,1.500366,0.276219,2.025000,0.000000,92.7000,0.510343,89.1600,40.57
50,0.010000000000000002,1.503810,0.285408,2.025983,0.000000,92.4520,0.491027,89.5100,40.54
51,0.010000000000000002,1.489150,0.274153,2.009864,0.000000,92.6060,0.503066,89.3700,40.64
52,0.010000000000000002,1.480110,0.274116,1.996964,0.000000,92.6680,0.503178,89.3600,40.92
53,0.010000000000000002,1.489324,0.272724,2.010723,0.000000,92.8220,0.508238,89.3200,40.58
54,0.010000000000000002,1.461669,0.269308,1.972682,0.000000,92.8340,0.497305,89.4200,40.72
55,0.010000000000000002,1.457086,0.266260,1.967440,0.000000,92.8200,0.499751,89.3200,40.83
56,0.010000000000000002,1.445451,0.261623,1.952806,0.000000,92.9420,0.514335,89.3100,40.43
57,0.010000000000000002,1.440613,0.262085,1.945697,0.000000,92.9320,0.505938,89.2500,40.37
58,0.010000000000000002,1.445515,0.263210,1.952218,0.000000,92.9420,0.507689,89.1400,38.62
59,0.010000000000000002,1.442528,0.262753,1.948146,0.000000,93.0440,0.520541,89.0500,38.61
60,0.010000000000000002,1.424266,0.255636,1.925107,0.000000,93.0960,0.515601,89.2400,38.73
61,0.0010000000000000002,1.399313,0.250124,1.891822,0.000000,93.1500,0.505318,89.3800,37.25
62,0.0010000000000000002,1.387764,0.248415,1.876056,0.000000,93.2280,0.501233,89.4000,33.96
63,0.0010000000000000002,1.371254,0.239404,1.856332,0.000000,93.4340,0.498365,89.3700,37.00
64,0.0010000000000000002,1.377934,0.242334,1.864619,0.000000,93.3940,0.497563,89.4200,36.64
65,0.0010000000000000002,1.370332,0.237664,1.855762,0.000000,93.4160,0.500824,89.3800,36.64
66,0.0010000000000000002,1.373537,0.237793,1.860285,0.000000,93.5380,0.498436,89.3500,35.35
67,0.0010000000000000002,1.373909,0.239821,1.859947,0.000000,93.3620,0.498506,89.3400,33.34
68,0.0010000000000000002,1.374672,0.242398,1.859932,0.000000,93.3880,0.497104,89.3600,33.14
69,0.0010000000000000002,1.376665,0.244889,1.861711,0.000000,93.2600,0.499493,89.5300,33.41
70,0.0010000000000000002,1.363422,0.240035,1.844874,0.000000,93.3240,0.493495,89.4600,34.33
71,0.0010000000000000002,1.379474,0.246201,1.865163,0.000000,93.3700,0.493387,89.6100,33.68
72,0.0010000000000000002,1.377634,0.240638,1.864918,0.000000,93.5120,0.493274,89.4800,32.96
73,0.0010000000000000002,1.356189,0.234264,1.837014,0.000000,93.5500,0.499368,89.4900,33.32
74,0.0010000000000000002,1.361232,0.240592,1.841507,0.000000,93.4800,0.494443,89.5900,33.16
75,0.0010000000000000002,1.359193,0.239320,1.839138,0.000000,93.4880,0.495382,89.5000,33.05
76,0.0010000000000000002,1.362537,0.239063,1.844027,0.000000,93.4680,0.494901,89.6800,33.03
77,0.0010000000000000002,1.360920,0.239824,1.841389,0.000000,93.3980,0.492108,89.5800,32.81
78,0.0010000000000000002,1.360567,0.238573,1.841422,0.000000,93.4700,0.498219,89.4800,32.95
79,0.0010000000000000002,1.364813,0.235786,1.848682,0.000000,93.5380,0.495238,89.5000,30.20
80,0.0010000000000000002,1.360700,0.238639,1.841583,0.000000,93.3840,0.497389,89.4900,29.86
