epoch,lr,train_loss,train_ce_loss,train_kd_loss,train_at_loss,train_acc,test_loss,test_acc,epoch_time_sec
1,0.1,13.535472,2.443214,18.289298,0.000000,37.9180,9.169560,23.0700,153.04
2,0.1,9.745754,1.968655,13.078796,0.000000,54.4720,3.933584,43.2600,17.35
3,0.1,8.049835,1.678797,10.780279,0.000000,61.7240,3.659342,39.9600,17.76
4,0.1,7.067683,1.494264,9.456292,0.000000,65.9900,2.997695,50.3400,19.49
5,0.1,6.254712,1.352982,8.355454,0.000000,69.7820,1.940264,63.3200,20.23
6,0.1,5.488339,1.204985,7.324062,0.000000,73.3200,2.778831,58.3800,20.50
7,0.1,5.016277,1.116086,6.687787,0.000000,75.6660,1.679527,68.6700,20.20
8,0.1,4.500534,1.008580,5.997086,0.000000,77.8600,1.237306,75.1200,20.30
9,0.1,4.281158,0.957382,5.705634,0.000000,79.0160,2.999754,58.9800,20.75
10,0.1,4.072734,0.920694,5.423608,0.000000,79.8360,1.334809,74.1400,20.23
11,0.1,3.870984,0.870137,5.157061,0.000000,80.6540,2.421910,63.4700,20.55
12,0.1,3.589395,0.805822,4.782354,0.000000,82.0020,1.042191,78.2200,20.06
13,0.1,3.484675,0.785204,4.641591,0.000000,82.3640,1.031101,80.0700,20.47
14,0.1,3.361316,0.756537,4.477650,0.000000,83.1580,1.796130,69.2600,20.22
15,0.1,3.238179,0.722578,4.316294,0.000000,83.6660,1.574994,72.7700,20.26
16,0.1,3.194398,0.719127,4.255228,0.000000,83.8880,1.127926,78.4900,20.61
17,0.1,3.003216,0.667454,4.004257,0.000000,84.7700,1.257561,76.4500,20.41
18,0.1,2.955633,0.666275,3.936787,0.000000,84.9560,1.324735,76.6500,20.26
19,0.1,2.876854,0.641978,3.834658,0.000000,85.2880,1.143001,78.4900,20.04
20,0.1,2.766321,0.617053,3.687436,0.000000,85.8600,1.094169,80.3600,20.30
21,0.1,2.697499,0.596878,3.597766,0.000000,86.2720,1.086471,80.2700,20.51
22,0.1,2.665821,0.593329,3.554031,0.000000,86.3720,1.314779,77.2700,19.90
23,0.1,2.608772,0.580230,3.478148,0.000000,86.6900,0.853729,82.9200,20.35
24,0.1,2.607582,0.575798,3.478347,0.000000,86.6420,1.167439,80.1200,19.31
25,0.1,2.564564,0.566774,3.420760,0.000000,86.7200,1.000212,80.9000,19.54
26,0.1,2.438293,0.538522,3.252480,0.000000,87.4920,1.055493,81.2500,19.10
27,0.1,2.408529,0.526044,3.215308,0.000000,87.6540,0.728975,85.0700,19.93
28,0.1,2.394258,0.522674,3.196366,0.000000,87.7820,0.784101,84.8600,19.09
29,0.1,2.306790,0.495525,3.083047,0.000000,88.0340,1.075833,80.3500,19.17
30,0.1,2.287313,0.495248,3.055341,0.000000,88.3060,1.083365,79.4200,19.35
31,0.1,2.241299,0.480313,2.996007,0.000000,88.4080,1.303446,77.2500,18.54
32,0.1,2.210000,0.467037,2.956984,0.000000,88.6260,0.850359,84.0400,17.64
33,0.1,2.206699,0.475310,2.948723,0.000000,88.6220,0.919784,82.3600,16.91
34,0.1,2.195946,0.469897,2.935681,0.000000,88.5760,0.929128,82.1500,18.10
35,0.1,2.160682,0.465122,2.887350,0.000000,88.9380,0.940598,83.7200,18.27
36,0.1,2.102081,0.443455,2.812921,0.000000,89.1900,0.761088,85.2800,18.48
37,0.1,2.044226,0.437171,2.732964,0.000000,89.4780,0.911182,83.5300,18.34
38,0.1,2.062987,0.438663,2.759126,0.000000,89.4540,1.060776,81.6500,18.55
39,0.1,2.009334,0.420681,2.690185,0.000000,89.7200,0.941699,82.9200,18.24
40,0.1,2.011784,0.423305,2.692561,0.000000,89.5960,0.787587,85.0800,18.24
41,0.010000000000000002,1.762817,0.355701,2.365866,0.000000,91.0640,0.582760,88.3600,17.71
42,0.010000000000000002,1.635229,0.322056,2.198017,0.000000,91.8200,0.567370,88.6000,17.29
43,0.010000000000000002,1.609678,0.315968,2.164125,0.000000,91.9800,0.564706,88.7400,16.58
44,0.010000000000000002,1.584464,0.308017,2.131512,0.000000,91.9420,0.569653,88.5300,16.44
45,0.010000000000000002,1.590380,0.311437,2.138499,0.000000,92.0220,0.559517,88.7100,16.77
46,0.010000000000000002,1.570515,0.302645,2.113888,0.000000,92.1980,0.559516,88.9400,16.38
47,0.010000000000000002,1.560639,0.299526,2.101116,0.000000,92.2760,0.550589,88.9200,16.74
48,0.010000000000000002,1.549742,0.301229,2.084819,0.000000,92.2000,0.567261,88.7600,17.22
49,0.010000000000000002,1.545023,0.295623,2.080481,0.000000,92.3680,0.548133,89.0300,17.40
50,0.010000000000000002,1.532019,0.299426,2.060273,0.000000,92.3080,0.560649,88.7800,16.88
51,0.010000000000000002,1.529058,0.292696,2.058927,0.000000,92.4240,0.561735,88.8200,16.59
52,0.010000000000000002,1.525827,0.295732,2.053011,0.000000,92.4720,0.542574,88.9400,17.63
53,0.010000000000000002,1.506086,0.288732,2.027809,0.000000,92.4800,0.564193,88.8800,17.23
54,0.010000000000000002,1.506287,0.288425,2.028228,0.000000,92.5600,0.561549,88.6600,16.79
55,0.010000000000000002,1.507617,0.284350,2.031875,0.000000,92.5480,0.562216,88.7600,16.70
56,0.010000000000000002,1.485549,0.281641,2.001509,0.000000,92.6400,0.581504,88.5500,16.41
57,0.010000000000000002,1.502882,0.292608,2.021571,0.000000,92.4060,0.566132,88.6000,16.62
58,0.010000000000000002,1.488453,0.280136,2.006303,0.000000,92.7000,0.555997,88.9700,16.46
59,0.010000000000000002,1.499377,0.282607,2.020850,0.000000,92.5360,0.549324,88.9600,16.61
60,0.010000000000000002,1.483761,0.279337,1.999942,0.000000,92.6880,0.559440,88.7100,16.81
61,0.0010000000000000002,1.457124,0.275810,1.963401,0.000000,92.6700,0.542530,89.2000,16.64
62,0.0010000000000000002,1.450246,0.274104,1.954306,0.000000,92.7980,0.544097,89.0800,16.34
63,0.0010000000000000002,1.457056,0.272989,1.964513,0.000000,92.7320,0.540714,89.1000,16.50
64,0.0010000000000000002,1.451174,0.274142,1.955616,0.000000,92.8140,0.537864,89.2700,16.66
65,0.0010000000000000002,1.454500,0.276099,1.959529,0.000000,92.7780,0.539969,89.0500,16.64
66,0.0010000000000000002,1.437696,0.267842,1.939062,0.000000,92.8480,0.538763,89.1300,16.16
67,0.0010000000000000002,1.439599,0.271760,1.940102,0.000000,92.9660,0.540188,89.1000,14.94
68,0.0010000000000000002,1.450049,0.271946,1.954950,0.000000,92.8740,0.536705,89.1900,14.66
69,0.0010000000000000002,1.449212,0.275073,1.952414,0.000000,92.9200,0.539596,89.2500,15.03
70,0.0010000000000000002,1.424088,0.263642,1.921421,0.000000,93.0180,0.538486,89.1100,16.18
71,0.0010000000000000002,1.440308,0.267263,1.943042,0.000000,92.8840,0.539250,89.0800,15.89
72,0.0010000000000000002,1.440240,0.268837,1.942270,0.000000,92.8680,0.537520,89.2200,14.00
73,0.0010000000000000002,1.451064,0.273474,1.955745,0.000000,92.8180,0.538249,89.2700,14.25
74,0.0010000000000000002,1.430525,0.263149,1.930829,0.000000,92.9520,0.537220,89.2400,14.43
75,0.0010000000000000002,1.436690,0.265159,1.938775,0.000000,92.9300,0.538473,89.2800,16.77
76,0.0010000000000000002,1.432840,0.265009,1.933339,0.000000,92.9160,0.538724,89.2700,19.03
77,0.0010000000000000002,1.439845,0.270715,1.940900,0.000000,92.8880,0.539620,89.3300,18.52
78,0.0010000000000000002,1.438906,0.266395,1.941411,0.000000,92.8940,0.540153,89.3000,18.66
79,0.0010000000000000002,1.444973,0.267354,1.949666,0.000000,92.9760,0.539395,89.2200,17.92
80,0.0010000000000000002,1.432035,0.264228,1.932523,0.000000,92.9600,0.540652,89.2200,16.87
