true/pred,2S1,BMP2,BRDM_2,BTR60,BTR70,D7,T62,T72,ZIL131,ZSU_23_4
2S1,260,0,0,0,0,0,14,0,0,0
BMP2,0,101,1,39,52,0,0,2,0,0
BRDM_2,0,0,274,0,0,0,0,0,0,0
BTR60,0,65,2,91,35,0,0,2,0,0
BTR70,0,28,8,12,148,0,0,0,0,0
D7,15,0,0,0,0,216,41,0,2,0
T62,0,0,0,0,0,0,273,0,0,0
T72,0,2,4,82,0,0,0,108,0,0
ZIL131,0,0,0,0,0,46,0,0,228,0
ZSU_23_4,0,0,0,0,0,0,12,0,0,262
