epoch,lr,train_loss,train_ce_loss,train_kd_loss,train_at_loss,train_acc,test_loss,test_acc,epoch_time_sec
1,0.1,1.940490,1.940490,0.000000,0.000000,30.5500,2.144935,26.8200,133.09
2,0.1,1.444073,1.444073,0.000000,0.000000,46.4280,1.459376,48.6700,12.25
3,0.1,1.225729,1.225729,0.000000,0.000000,55.6680,1.449277,48.2300,12.47
4,0.1,1.058580,1.058580,0.000000,0.000000,61.6520,1.487703,49.5600,12.56
5,0.1,0.965797,0.965797,0.000000,0.000000,65.4100,1.298831,57.3000,13.93
6,0.1,0.895951,0.895951,0.000000,0.000000,67.9720,1.417725,55.3200,15.71
7,0.1,0.838347,0.838347,0.000000,0.000000,70.0000,0.978950,65.5000,17.84
8,0.1,0.781596,0.781596,0.000000,0.000000,72.1080,1.095997,65.0400,18.17
9,0.1,0.725142,0.725142,0.000000,0.000000,74.1260,0.806840,72.0300,19.86
10,0.1,0.677812,0.677812,0.000000,0.000000,76.3680,0.878964,71.0000,20.52
11,0.1,0.650401,0.650401,0.000000,0.000000,77.1300,0.848591,71.0900,20.48
12,0.1,0.614865,0.614865,0.000000,0.000000,78.3580,0.957677,69.0500,20.80
13,0.1,0.597899,0.597899,0.000000,0.000000,79.1660,0.731553,74.7000,20.61
14,0.1,0.569170,0.569170,0.000000,0.000000,80.2640,0.685628,76.5200,20.24
15,0.1,0.542277,0.542277,0.000000,0.000000,81.1200,0.933577,69.5100,20.51
16,0.1,0.526254,0.526254,0.000000,0.000000,81.7420,1.068837,66.6600,20.35
17,0.1,0.517302,0.517302,0.000000,0.000000,82.0440,0.673297,77.3400,20.81
18,0.1,0.497299,0.497299,0.000000,0.000000,82.6760,0.911654,72.2200,20.47
19,0.1,0.490018,0.490018,0.000000,0.000000,83.0300,0.696125,76.9400,20.61
20,0.1,0.473043,0.473043,0.000000,0.000000,83.5860,0.631921,78.9600,20.32
21,0.1,0.463468,0.463468,0.000000,0.000000,83.8500,0.710101,78.1300,20.52
22,0.1,0.451050,0.451050,0.000000,0.000000,84.4120,0.632422,79.0500,20.48
23,0.1,0.447123,0.447123,0.000000,0.000000,84.3780,0.635239,78.6300,20.66
24,0.1,0.432765,0.432765,0.000000,0.000000,84.9340,0.722008,77.2500,20.46
25,0.1,0.422595,0.422595,0.000000,0.000000,85.2120,0.951132,72.4100,20.54
26,0.1,0.416190,0.416190,0.000000,0.000000,85.4860,0.674925,78.6000,20.52
27,0.1,0.409969,0.409969,0.000000,0.000000,85.6480,0.883277,74.1100,20.72
28,0.1,0.409385,0.409385,0.000000,0.000000,85.8280,0.647694,79.0200,20.15
29,0.1,0.390474,0.390474,0.000000,0.000000,86.4600,0.520400,82.4000,19.84
30,0.1,0.390060,0.390060,0.000000,0.000000,86.3320,0.685968,78.0200,19.30
31,0.1,0.381662,0.381662,0.000000,0.000000,86.7460,0.558029,81.4800,19.80
32,0.1,0.380485,0.380485,0.000000,0.000000,86.6060,0.885766,73.1900,19.21
33,0.1,0.375971,0.375971,0.000000,0.000000,86.8860,0.645505,80.2600,19.45
34,0.1,0.365430,0.365430,0.000000,0.000000,87.2480,0.722983,76.8200,19.57
35,0.1,0.365460,0.365460,0.000000,0.000000,87.1880,0.584803,81.3900,19.21
36,0.1,0.349474,0.349474,0.000000,0.000000,87.8520,0.504900,82.9500,18.14
37,0.1,0.354312,0.354312,0.000000,0.000000,87.5220,0.688130,77.3200,16.38
38,0.1,0.352128,0.352128,0.000000,0.000000,87.8000,0.484179,83.6800,18.40
39,0.1,0.340076,0.340076,0.000000,0.000000,88.0900,0.531807,82.0500,18.62
40,0.1,0.335397,0.335397,0.000000,0.000000,88.2700,0.533042,83.1500,18.52
41,0.010000000000000002,0.281930,0.281930,0.000000,0.000000,90.1540,0.367602,87.4400,18.39
42,0.010000000000000002,0.256826,0.256826,0.000000,0.000000,91.0960,0.365511,87.6600,18.59
43,0.010000000000000002,0.251400,0.251400,0.000000,0.000000,91.2340,0.364203,87.6800,18.46
44,0.010000000000000002,0.246024,0.246024,0.000000,0.000000,91.4480,0.362033,87.8300,18.61
45,0.010000000000000002,0.240137,0.240137,0.000000,0.000000,91.8100,0.360914,87.7900,17.80
46,0.010000000000000002,0.241968,0.241968,0.000000,0.000000,91.4920,0.368111,87.5600,17.86
47,0.010000000000000002,0.235008,0.235008,0.000000,0.000000,91.7760,0.367280,87.7500,16.75
48,0.010000000000000002,0.232649,0.232649,0.000000,0.000000,91.9560,0.362911,88.0000,16.57
49,0.010000000000000002,0.232611,0.232611,0.000000,0.000000,91.8860,0.365883,88.0400,16.82
50,0.010000000000000002,0.228291,0.228291,0.000000,0.000000,91.9360,0.370330,87.6800,16.82
51,0.010000000000000002,0.226776,0.226776,0.000000,0.000000,92.1320,0.365226,87.7900,16.78
52,0.010000000000000002,0.224338,0.224338,0.000000,0.000000,92.1900,0.364054,87.7700,17.35
53,0.010000000000000002,0.221959,0.221959,0.000000,0.000000,92.3240,0.375526,87.3800,17.51
54,0.010000000000000002,0.222581,0.222581,0.000000,0.000000,92.2420,0.364281,87.8500,17.17
55,0.010000000000000002,0.219134,0.219134,0.000000,0.000000,92.2740,0.366326,88.0600,16.73
56,0.010000000000000002,0.219763,0.219763,0.000000,0.000000,92.1840,0.371025,88.1100,17.52
57,0.010000000000000002,0.219070,0.219070,0.000000,0.000000,92.3020,0.368909,88.0000,16.83
58,0.010000000000000002,0.216899,0.216899,0.000000,0.000000,92.4620,0.375088,87.7700,16.82
59,0.010000000000000002,0.213695,0.213695,0.000000,0.000000,92.4860,0.376018,87.9900,16.88
60,0.010000000000000002,0.213901,0.213901,0.000000,0.000000,92.3760,0.371518,87.8300,16.82
61,0.0010000000000000002,0.206958,0.206958,0.000000,0.000000,92.7200,0.361609,88.1900,16.88
62,0.0010000000000000002,0.204060,0.204060,0.000000,0.000000,92.9340,0.361223,88.2500,16.69
63,0.0010000000000000002,0.205058,0.205058,0.000000,0.000000,92.8680,0.361883,88.2200,16.86
64,0.0010000000000000002,0.203644,0.203644,0.000000,0.000000,92.9380,0.361346,88.1400,16.75
65,0.0010000000000000002,0.201993,0.201993,0.000000,0.000000,93.0600,0.361337,88.2800,16.71
