true/pred,2S1,BMP2,BRDM_2,BTR60,BTR70,D7,T62,T72,ZIL131,ZSU_23_4
2S1,190,0,0,0,0,0,84,0,0,0
BMP2,0,153,0,32,4,0,0,6,0,0
BRDM_2,0,0,274,0,0,0,0,0,0,0
BTR60,0,46,0,103,39,0,0,7,0,0
BTR70,0,9,1,25,161,0,0,0,0,0
D7,0,0,0,0,0,210,4,0,0,60
T62,0,0,0,0,0,0,189,0,0,84
T72,0,13,1,14,0,0,0,167,0,1
ZIL131,0,0,0,0,0,18,3,0,194,59
ZSU_23_4,0,0,0,0,0,0,0,0,0,274
