true/pred,2S1,BMP2,BRDM_2,BTR60,BTR70,D7,T62,T72,ZIL131,ZSU_23_4
2S1,133,0,0,0,0,25,116,0,0,0
BMP2,0,139,4,34,6,0,0,12,0,0
BRDM_2,0,0,274,0,0,0,0,0,0,0
BTR60,0,23,3,161,0,0,0,8,0,0
BTR70,0,16,6,43,131,0,0,0,0,0
D7,0,0,0,0,0,252,0,0,7,15
T62,0,0,0,0,0,3,183,0,0,87
T72,0,11,0,17,0,0,0,164,0,4
ZIL131,0,0,0,0,0,4,0,0,268,2
ZSU_23_4,0,0,0,0,0,0,0,0,0,274
