true/pred,2S1,BMP2,BRDM_2,BTR60,BTR70,D7,T62,T72,ZIL131,ZSU_23_4
2S1,225,0,0,0,0,3,45,0,1,0
BMP2,0,160,1,9,9,0,0,16,0,0
BRDM_2,0,0,274,0,0,0,0,0,0,0
BTR60,0,11,1,175,3,0,0,5,0,0
BTR70,0,7,6,14,169,0,0,0,0,0
D7,0,0,0,0,0,229,0,0,31,14
T62,0,0,0,0,0,0,241,0,0,32
T72,0,8,0,0,0,0,0,185,0,3
ZIL131,0,0,0,0,0,0,0,0,273,1
ZSU_23_4,0,0,0,0,0,0,0,0,0,274
