epoch,lr,train_loss,train_ce_loss,train_kd_loss,train_at_loss,train_acc,test_loss,test_acc,epoch_time_sec
1,0.1,15.611803,2.575932,21.198606,0.000000,28.3920,3.445294,29.5000,153.92
2,0.1,12.054282,2.286963,16.240276,0.000000,43.9280,2.579307,44.2400,16.14
3,0.1,10.193028,2.051305,13.682338,0.000000,52.5900,2.186478,52.8000,18.47
4,0.1,8.701495,1.818391,11.651397,0.000000,59.3100,2.250786,58.7700,21.79
5,0.1,7.599665,1.623702,10.160793,0.000000,64.2620,2.601168,55.2400,22.75
6,0.1,6.841896,1.470810,9.143791,0.000000,67.6500,1.695646,66.2200,24.20
7,0.1,6.257117,1.375052,8.349431,0.000000,70.3520,2.080771,63.3000,25.37
8,0.1,5.796656,1.277644,7.733375,0.000000,72.1280,1.473887,70.2800,25.16
9,0.1,5.302676,1.179468,7.069765,0.000000,74.4080,1.695534,69.6300,25.11
10,0.1,4.985536,1.108569,6.647093,0.000000,75.9600,1.830927,69.1700,24.61
11,0.1,4.700124,1.044878,6.266657,0.000000,77.1880,1.225090,75.2100,25.36
12,0.1,4.428175,0.983243,5.904574,0.000000,78.5660,1.398263,74.5200,24.97
13,0.1,4.230316,0.943183,5.639087,0.000000,79.3680,1.140548,77.9800,25.02
14,0.1,4.055923,0.907293,5.405335,0.000000,80.0540,1.299048,74.8100,25.00
15,0.1,3.853291,0.859840,5.136198,0.000000,80.9100,1.164792,78.0800,25.28
16,0.1,3.733884,0.831260,4.977865,0.000000,81.5580,1.067910,79.2000,24.75
17,0.1,3.622834,0.803798,4.830992,0.000000,81.8840,1.081809,79.3000,25.16
18,0.1,3.457258,0.770603,4.608681,0.000000,82.7320,1.733163,68.6300,25.00
19,0.1,3.409224,0.755299,4.546620,0.000000,82.8940,0.975763,80.4400,25.24
20,0.1,3.297966,0.726351,4.400087,0.000000,83.5740,1.084510,78.7700,24.65
21,0.1,3.190290,0.705537,4.255185,0.000000,84.0340,1.008804,80.7100,24.93
22,0.1,3.131288,0.693638,4.175995,0.000000,84.4360,0.908270,82.2000,23.93
23,0.1,3.037476,0.667743,4.053075,0.000000,84.6860,0.885562,82.3400,23.59
24,0.1,2.952098,0.647401,3.939825,0.000000,85.0920,0.950341,81.1500,23.59
25,0.1,2.868598,0.625783,3.829805,0.000000,85.5540,0.865101,82.7000,24.02
26,0.1,2.782590,0.600511,3.717766,0.000000,86.0000,1.019211,80.9400,23.62
27,0.1,2.703461,0.584299,3.611673,0.000000,86.2460,1.017109,79.6500,23.28
28,0.1,2.677029,0.584674,3.573753,0.000000,86.4100,0.891381,82.2700,21.42
29,0.1,2.638738,0.569440,3.525580,0.000000,86.7240,0.938775,81.4100,21.05
30,0.1,2.579365,0.554041,3.447361,0.000000,86.9260,0.989243,82.4800,22.41
31,0.1,2.504313,0.533506,3.348944,0.000000,87.5320,1.084541,80.3300,22.42
32,0.1,2.530826,0.542665,3.382895,0.000000,87.1660,0.817969,83.5400,22.39
33,0.1,2.478971,0.530543,3.314011,0.000000,87.4060,0.777401,84.0700,22.56
34,0.1,2.404237,0.509920,3.216088,0.000000,87.7820,0.783395,84.2800,22.52
35,0.1,2.390640,0.502848,3.199694,0.000000,87.8840,1.084557,80.8500,22.16
36,0.1,2.371950,0.505403,3.171899,0.000000,87.8960,0.755612,84.9900,21.39
37,0.1,2.322418,0.484234,3.110212,0.000000,88.2800,1.110383,80.7700,20.30
38,0.1,2.313643,0.488272,3.095945,0.000000,88.1540,0.744516,85.0300,20.45
39,0.1,2.273354,0.478417,3.042613,0.000000,88.6100,0.836823,84.1800,20.48
40,0.1,2.230323,0.463367,2.987590,0.000000,88.9020,0.926301,82.9700,20.59
41,0.010000000000000002,1.892034,0.375181,2.542114,0.000000,90.6180,0.576965,88.1100,20.69
42,0.010000000000000002,1.796106,0.351522,2.415213,0.000000,90.9160,0.579602,88.1100,21.24
43,0.010000000000000002,1.742598,0.339270,2.344024,0.000000,91.2820,0.556367,88.5000,20.77
44,0.010000000000000002,1.730922,0.334441,2.329414,0.000000,91.1980,0.568252,88.4700,21.13
45,0.010000000000000002,1.719868,0.333923,2.313845,0.000000,91.4500,0.566746,88.2600,20.52
46,0.010000000000000002,1.702357,0.325452,2.292459,0.000000,91.5740,0.562050,88.3300,20.06
47,0.010000000000000002,1.695503,0.333089,2.279395,0.000000,91.4980,0.558413,88.5000,20.37
48,0.010000000000000002,1.679012,0.321840,2.260657,0.000000,91.7140,0.555683,88.5100,20.58
49,0.010000000000000002,1.674237,0.319445,2.254863,0.000000,91.8520,0.563721,88.2500,20.08
50,0.010000000000000002,1.663634,0.316940,2.240789,0.000000,91.7800,0.559390,88.5300,20.30
51,0.010000000000000002,1.659923,0.319671,2.234317,0.000000,91.6400,0.565886,88.3200,20.39
52,0.010000000000000002,1.632316,0.309697,2.199153,0.000000,91.8100,0.564879,88.4100,20.42
53,0.010000000000000002,1.635269,0.308136,2.204040,0.000000,92.0220,0.565064,88.3600,20.57
54,0.010000000000000002,1.613586,0.303972,2.174849,0.000000,92.0800,0.563686,88.5500,20.42
55,0.010000000000000002,1.615694,0.302416,2.178527,0.000000,92.0560,0.570974,88.6500,20.25
56,0.010000000000000002,1.605839,0.300372,2.165325,0.000000,92.0240,0.564406,88.3600,19.78
57,0.010000000000000002,1.611610,0.304823,2.171662,0.000000,92.0520,0.556872,88.5100,18.16
58,0.010000000000000002,1.601945,0.299653,2.160071,0.000000,92.0200,0.555363,88.4900,18.39
59,0.010000000000000002,1.595276,0.301112,2.149918,0.000000,92.1180,0.564489,88.3900,19.82
60,0.010000000000000002,1.578982,0.293499,2.129903,0.000000,92.2940,0.562572,88.3400,18.60
61,0.0010000000000000002,1.546836,0.283359,2.088327,0.000000,92.4160,0.550918,88.5400,17.62
62,0.0010000000000000002,1.559041,0.289665,2.103060,0.000000,92.3960,0.551903,88.6100,17.23
63,0.0010000000000000002,1.555549,0.286124,2.099589,0.000000,92.4220,0.550368,88.7000,20.26
64,0.0010000000000000002,1.543330,0.285520,2.082392,0.000000,92.4220,0.549607,88.6300,22.89
65,0.0010000000000000002,1.543119,0.278823,2.084961,0.000000,92.5180,0.549295,88.7200,22.66
66,0.0010000000000000002,1.547069,0.280336,2.089955,0.000000,92.4720,0.551375,88.6400,22.26
67,0.0010000000000000002,1.535718,0.281728,2.073142,0.000000,92.4040,0.551333,88.6600,21.25
68,0.0010000000000000002,1.538018,0.279611,2.077336,0.000000,92.6040,0.548504,88.7600,19.06
69,0.0010000000000000002,1.542900,0.285154,2.081934,0.000000,92.5020,0.550128,88.7000,15.73
70,0.0010000000000000002,1.533371,0.279139,2.070900,0.000000,92.5480,0.546782,88.7600,15.75
71,0.0010000000000000002,1.534354,0.284581,2.069971,0.000000,92.4860,0.549430,88.7200,15.38
72,0.0010000000000000002,1.544459,0.283416,2.084906,0.000000,92.3840,0.547730,88.7100,13.05
73,0.0010000000000000002,1.533814,0.282225,2.070210,0.000000,92.5800,0.550458,88.7400,7.28
74,0.0010000000000000002,1.537513,0.282869,2.075217,0.000000,92.4460,0.546839,88.7000,12.90
75,0.0010000000000000002,1.529150,0.280316,2.064365,0.000000,92.5940,0.549210,88.6400,16.03
76,0.0010000000000000002,1.528913,0.277991,2.065022,0.000000,92.6500,0.549770,88.7100,15.35
77,0.0010000000000000002,1.544349,0.286896,2.083258,0.000000,92.4160,0.548540,88.6900,14.90
78,0.0010000000000000002,1.536830,0.282368,2.074457,0.000000,92.4680,0.548923,88.6700,14.72
79,0.0010000000000000002,1.529617,0.278619,2.065759,0.000000,92.5280,0.547193,88.7000,14.82
80,0.0010000000000000002,1.530576,0.277381,2.067660,0.000000,92.6500,0.549613,88.6900,14.40
