channels,fitness,val_acc,train_acc,val_loss,train_loss,params,flops,params_ratio,flops_ratio,params_compression_rate,flops_reduction_rate,below_baseline_short_by,penalty,eval_time_sec,epochs,inherited
12-20-40,-70.86082573815708,9.880000048828125,20.309999896240235,3.062222350692749,3.630281983947754,186518,31205776,0.4018450772803854,0.4531600553171162,0.5981549227196146,0.5468399446828838,14.839999969482422,74.19999984741212,11.980653524398804,1,True
