channels,fitness,val_acc,train_acc,val_loss,train_loss,params,flops,params_ratio,flops_ratio,params_compression_rate,flops_reduction_rate,below_baseline_short_by,penalty,eval_time_sec,epochs,inherited
8-8-8-8-8-20-16-28-28-20-64-40-32-64-48,-426.6872469862871,10.919999758911132,15.279999578857423,2.5254472980499267,3.7321304969787596,262386,30855648,0.5652994480280252,0.4480756112113816,0.43470055197197477,0.5519243887886184,86.05999867858887,430.2999933929443,40.56407332420349,1,True
12-8-12-16-12-28-32-16-24-24-48-56-40-56-48,-430.28508115760457,10.599999728393554,15.399999662780761,3.6875182376861573,3.418809600830078,280486,41066976,0.6042951261865674,0.5963611709533094,0.39570487381343256,0.4036388290466906,86.37999870910645,431.8999935455322,40.90151023864746,1,True
8-8-16-12-16-20-32-28-20-32-40-32-64-56-40,-430.8401221498394,10.499999887084961,13.789999655151368,3.7344216796875,3.879537744140625,272338,41361808,0.586740607643153,0.6006426246633295,0.41325939235684706,0.3993573753366705,86.47999855041505,432.39999275207526,13.95667052268982,1,True
16-12-12-12-16-32-28-24-32-20-64-64-64-32-32,-421.642322982129,12.339999600219727,17.459999255371095,2.6071519554138183,3.3707097091674805,327066,49987904,0.7046497498675008,0.7259079646609875,0.29535025013249916,0.2740920353390125,84.63999883728027,423.19999418640134,9.954477310180664,1,True
8-12-8-8-12-20-24-32-24-16-48-32-32-56-56,-431.77452554807473,10.039999780273437,12.909999740600586,2.570499994659424,3.41766455078125,229586,31961648,0.4946332467241476,0.46413658085945997,0.5053667532758523,0.53586341914054,86.93999865722657,434.69999328613284,18.496091842651367,1,True
8-16-12-16-16-20-20-28-16-20-64-56-56-32-32,-437.07692312128404,9.419999867248535,12.369999473571777,2.610507780456543,3.0046691986083984,266162,40145216,0.5734346790073984,0.5829756742238225,0.4265653209926016,0.41702432577617754,87.55999857025147,437.79999285125734,8.578941345214844,1,True
12-8-12-8-8-24-16-28-20-32-32-56-64-40-40,-418.34201860565554,12.379999285888672,16.699999700927734,2.350040213775635,3.282574272155762,256662,34136464,0.5529673341175558,0.4957185462899799,0.44703266588244417,0.5042814537100201,84.59999915161133,422.9999957580566,8.279078722000122,1,True
16-16-12-16-8-32-24-20-20-24-48-48-32-48-48,-432.1801850576722,10.239999572753906,17.559999279785156,12.275467018127442,3.6568085540771484,240490,42209760,0.5181254497429733,0.6129563057980739,0.48187455025702675,0.3870436942019261,86.7399988647461,433.6999943237305,10.97842001914978,1,True
8-8-8-8-8-20-16-28-20-32-40-40-64-56-48,-437.00533431782566,9.239999710083008,15.91999953918457,2.532961734008789,3.8964289218902586,273058,31703520,0.5882918169400673,0.46038813061233597,0.41170818305993273,0.539611869387664,87.73999872741699,438.69999363708496,3.6266415119171143,1,True
12-8-12-8-8-24-16-16-20-24-32-56-64-40-40,-431.4182836444135,10.079999594116211,16.419999545288086,11.910416410827636,3.369522476577759,240166,30376336,0.5174274055593617,0.4411151993814,0.48257259444063827,0.5588848006186,86.89999884338378,434.49999421691894,2.9459457397460938,1,True
16-8-12-12-16-32-28-24-32-32-64-56-64-40-40,-438.90822504532633,9.519999797058105,14.959999270629883,11.629411944580077,3.716666208267212,343770,51130768,0.7406378055559146,0.742504261239542,0.25936219444408537,0.25749573876045795,87.4599986404419,437.29999320220946,0.4518697261810303,1,True
12-12-12-8-8-32-16-28-20-20-32-64-64-40-40,-427.5010259464891,10.919999629211425,15.649999475097657,2.7357578048706053,3.5079354541778565,268358,36016528,0.5781658673629873,0.5230202197442698,0.42183413263701275,0.4769797802557302,86.05999880828858,430.2999940414429,2.37066650390625,1,True
16-12-12-12-16-32-28-24-32-20-48-64-64-32-32,-435.23528643835425,9.979999583435058,18.019998992919923,3.282514479827881,3.1842115226745604,298778,48181568,0.6437044601576201,0.6996769450676501,0.35629553984237994,0.3003230549323499,86.99999885406494,434.9999942703247,6.086822271347046,1,True
12-12-12-8-16-32-28-24-32-20-32-64-56-40-32,-422.9561886336021,11.819999725341797,12.189999536132813,8.647398031616211,3.2058350257873536,266742,42025280,0.5746842642743573,0.6102773476781124,0.42531573572564274,0.38972265232188763,85.1599987121582,425.799993560791,0.49524974822998047,1,True
8-8-12-12-8-24-28-16-20-24-64-64-64-32-32,-420.1615848999153,12.17999987487793,15.839999490356446,6.4174846771240235,3.3436293045043946,297282,35389760,0.6404813919518091,0.5139185001923832,0.3595186080481909,0.48608149980761683,84.79999856262206,423.99999281311034,5.439343214035034,1,True
16-12-8-8-16-32-28-28-16-20-32-64-64-40-40,-414.7512309346833,13.219999522399903,13.899999499511718,2.4870610340118406,3.2020421039581297,282362,42209680,0.608336888187972,0.6129551440642839,0.39166311181202795,0.38704485593571614,83.7599989151001,418.7999945755005,0.389528751373291,1,True
16-12-12-12-16-32-28-24-32-20-64-64-64-48-32,-418.4315706322356,12.95999934387207,17.249999395751953,2.467510548400879,3.4896112491607667,352474,51609920,0.7593902023897241,0.7494623496019436,0.2406097976102759,0.2505376503980564,84.01999909362793,420.09999546813964,0.4391782283782959,1,True
12-8-12-8-8-32-16-28-20-20-32-64-64-32-40,-432.03362359278583,10.079999594116211,13.589999740600586,14.617077836608887,3.2533962322235106,254054,33583504,0.5473485093309548,0.4876886423328358,0.4526514906690452,0.5123113576671642,86.89999884338378,434.49999421691894,3.6890907287597656,1,True
12-8-12-8-8-16-16-28-20-32-32-56-64-40-40,-432.2807278672638,10.019999737548828,15.85999956665039,4.167171145629883,3.539313289260864,252022,32956816,0.5429706519818853,0.47858808451473916,0.4570293480181147,0.5214119154852608,86.95999869995117,434.79999349975583,2.917192220687866,1,True
12-12-12-8-8-24-16-28-16-20-32-64-64-40-40,-422.51933451014617,11.679999824523925,16.789999743652345,3.871930082321167,3.4769322341918945,259526,33767824,0.5591376999875042,0.49036527698521715,0.4408623000124958,0.5096347230147829,85.29999861297608,426.4999930648804,0.4001331329345703,1,True
8-12-12-12-16-24-24-16-20-24-64-64-64-32-32,-433.3289820554913,10.079999594116211,15.47999958190918,15.013358880615234,3.3160168270111083,299762,39113024,0.6458244461967364,0.5679865201704868,0.3541755538032636,0.4320134798295132,86.89999884338378,434.49999421691894,2.9229822158813477,1,True
16-12-12-8-16-32-32-28-16-20-32-64-64-40-32,-430.7453188039502,10.599999932861328,14.349999270629883,2.675893159866333,3.108322246932983,279978,44273984,0.6032006618493,0.642932290437165,0.3967993381507,0.35706770956283496,86.37999850463868,431.8999925231934,0.401583194732666,1,True
