true/pred,2S1,BMP2,BRDM_2,BTR60,BTR70,D7,T62,T72,ZIL131,ZSU_23_4
2S1,222,0,0,0,0,1,51,0,0,0
BMP2,0,134,33,10,16,0,0,2,0,0
BRDM_2,0,0,274,0,0,0,0,0,0,0
BTR60,0,99,38,36,20,0,0,2,0,0
BTR70,0,53,39,3,101,0,0,0,0,0
D7,0,0,0,0,0,240,4,0,27,3
T62,0,0,0,0,0,0,264,0,0,9
T72,0,39,37,34,0,0,0,86,0,0
ZIL131,0,0,0,0,0,1,0,0,272,1
ZSU_23_4,0,0,0,0,0,1,4,0,0,269
