true/pred,2S1,BMP2,BRDM_2,BTR60,BTR70,D7,T62,T72,ZIL131,ZSU_23_4
2S1,215,0,0,0,0,0,59,0,0,0
BMP2,0,162,10,1,22,0,0,0,0,0
BRDM_2,0,0,265,0,0,0,0,0,0,9
BTR60,0,142,11,14,23,0,0,4,0,1
BTR70,0,26,11,0,159,0,0,0,0,0
D7,0,0,0,0,0,213,47,0,3,11
T62,0,0,0,0,0,0,240,0,0,33
T72,0,123,6,1,0,0,0,61,0,5
ZIL131,0,0,0,0,0,3,6,0,252,13
ZSU_23_4,0,0,0,0,0,0,2,0,0,272
