epoch,lr,train_loss,train_acc,test_loss,test_acc,best_acc
1,0.0009996145181203615,1.0761093399165238,0.5662782228696286,22.529799619065116,0.14144329896907218,0.14144329896907218
2,0.000998458666866564,0.6659899135618772,0.7294246176256373,4.8999701849110044,0.2647422680412371,0.2647422680412371
3,0.0009965342284774632,0.49763547169493655,0.7986161689730518,2.520920596260616,0.4738144329896907,0.4738144329896907
4,0.0009938441702975688,0.4458300988559556,0.8171886380189366,4.567462809337975,0.40164948453608246,0.4738144329896907
5,0.0009903926402016151,0.3883901200455987,0.8430444282592863,8.099587570406573,0.25608247422680414,0.4738144329896907
6,0.0009861849601988382,0.3537734680946778,0.8521485797523671,4.304566954583237,0.17154639175257733,0.4738144329896907
7,0.0009812276182268236,0.3264904777802261,0.8750910415149308,3.2511102929118465,0.4383505154639175,0.4738144329896907
8,0.0009755282581475768,0.2638732908267829,0.909686817188638,3.76561998417505,0.39958762886597937,0.4738144329896907
9,0.0009690956679612421,0.22593482695004408,0.9246176256372906,5.007934974210574,0.3406185567010309,0.4738144329896907
10,0.0009619397662556433,0.17684300133696632,0.9395484340859432,6.280972405560695,0.3265979381443299,0.4738144329896907
11,0.0009540715869125406,0.1517591040367118,0.9471959213401311,11.09769968603075,0.31917525773195876,0.4738144329896907
12,0.0009455032620941839,0.11818661942307479,0.9664967225054625,3.840854277301906,0.5150515463917525,0.5150515463917525
13,0.0009362480035363986,0.08436905311587424,0.9748725418790969,35.446750324915364,0.15175257731958763,0.5150515463917525
14,0.0009263200821770461,0.07939852571734875,0.9770575382374362,6.1207191507019925,0.35051546391752575,0.5150515463917525
15,0.0009157348061512728,0.07218538231751559,0.976693372177713,5.387210532512862,0.23381443298969073,0.5150515463917525
16,0.0009045084971874739,0.0728814993406397,0.9777858703568827,15.954751641185013,0.32824742268041235,0.5150515463917525
17,0.0008926584654403725,0.07069058977854313,0.9763292061179898,1.8709930931577057,0.5138144329896908,0.5150515463917525
18,0.0008802029828000156,0.06582303905387485,0.9781500364166059,0.7066582120986228,0.7967010309278351,0.7967010309278351
19,0.0008671612547178428,0.044566568771332436,0.9861616897305171,3.6388588963095674,0.5010309278350515,0.7967010309278351
20,0.0008535533905932737,0.04501299162850446,0.9857975236707939,12.470539231693621,0.151340206185567,0.7967010309278351
21,0.0008394003727664709,0.07978233921315143,0.9715950473415877,11.125569729485463,0.2202061855670103,0.7967010309278351
22,0.0008247240241650919,0.08461396128633816,0.9726875455207574,8.529567990151339,0.3645360824742268,0.7967010309278351
23,0.000809546974654917,0.05128799294489887,0.9865258557902403,7.8817883963191635,0.43051546391752576,0.7967010309278351
24,0.0007938926261462366,0.03336284677779542,0.9905316824471959,3.9847008651563027,0.48783505154639173,0.7967010309278351
25,0.0007777851165098012,0.04521314042789261,0.9839766933721777,2.185950394463293,0.48783505154639173,0.7967010309278351
26,0.0007612492823579744,0.028385244178309635,0.9945375091041515,2.397793116050667,0.589278350515464,0.7967010309278351
27,0.0007443106207484776,0.02030990131264478,0.9941733430444283,0.3905258383402678,0.8845360824742268,0.8845360824742268
28,0.0007269952498697734,0.017456422970295822,0.9959941733430444,24.175743683490555,0.32453608247422683,0.8845360824742268
29,0.0007093298687687142,0.030507440728292097,0.9916241806263656,15.124391663541498,0.19257731958762886,0.8845360824742268
30,0.000691341716182545,0.01604685188967732,0.995265841223598,0.29076583092360153,0.9162886597938145,0.9162886597938145
31,0.0006730585285387465,0.019717008361114,0.9956300072833212,1.2384032756656058,0.7583505154639175,0.9162886597938145
32,0.0006545084971874737,0.026120801093375605,0.9930808448652586,1.240303226087276,0.742680412371134,0.9162886597938145
33,0.0006357202249325371,0.01540379469382637,0.9963583394027676,2.9429635580757165,0.5938144329896907,0.9162886597938145
34,0.0006167226819279528,0.020555332380374765,0.9941733430444283,2.418216603136173,0.6037113402061856,0.9162886597938145
35,0.0005975451610080642,0.008167553625903204,0.9989075018208303,0.4789914607161107,0.8820618556701031,0.9162886597938145
36,0.0005782172325201155,0.01700809773380576,0.995265841223598,11.897340236728358,0.4127835051546392,0.9162886597938145
37,0.0005587686987289189,0.020090789327944662,0.9956300072833212,0.33776046185166164,0.8989690721649485,0.9162886597938145
38,0.0005392295478639225,0.006903697119466825,0.9992716678805535,1.9698888373743957,0.6791752577319587,0.9162886597938145
39,0.0005196299078795343,0.007283607272611685,0.9989075018208303,4.449078457591554,0.582680412371134,0.9162886597938145
40,0.0005,0.007453325817914976,0.9989075018208303,0.14161570724433517,0.9571134020618557,0.9571134020618557
41,0.00048037009212046586,0.008031031519082325,0.9974508375819373,0.3743824999957806,0.862680412371134,0.9571134020618557
42,0.00046077045213607765,0.008783902243199946,0.9970866715222141,1.5282968928396088,0.6738144329896907,0.9571134020618557
43,0.0004412313012710813,0.007575440080802499,0.9989075018208303,2.5845404643796286,0.6762886597938145,0.9571134020618557
44,0.00042178276747988476,0.0057480907928604205,0.9992716678805535,2.8160228226141983,0.6408247422680412,0.9571134020618557
45,0.000402454838991936,0.0033512548217922993,0.9996358339402768,0.39534286093611465,0.9129896907216495,0.9571134020618557
46,0.00038327731807204744,0.0025582212057013473,0.9996358339402768,0.6244379563900191,0.8622680412371134,0.9571134020618557
47,0.00036427977506746286,0.0020854375120801802,1.0,0.27946867802085557,0.9356701030927835,0.9571134020618557
48,0.00034549150281252644,0.0029606496667976437,1.0,0.29843732511380944,0.9298969072164949,0.9571134020618557
49,0.00032694147146125374,0.0022489520039772975,1.0,0.307236648012433,0.917938144329897,0.9571134020618557
50,0.0003086582838174553,0.002708600985953952,0.9996358339402768,4.378702451936947,0.5698969072164949,0.9571134020618557
51,0.00029067013123128623,0.001988339116705279,1.0,0.30870028788785536,0.9022680412371133,0.9571134020618557
52,0.0002730047501302268,0.0019518513041185534,0.9996358339402768,1.3265393143865134,0.7179381443298969,0.9571134020618557
53,0.0002556893792515226,0.004177758046571716,0.9992716678805535,0.30054274233839395,0.9154639175257732,0.9571134020618557
54,0.00023875071764202575,0.003920257137986599,0.9992716678805535,1.109392276838264,0.7529896907216495,0.9571134020618557
55,0.000222214883490199,0.002777876472855238,0.9996358339402768,2.416442429900323,0.6536082474226804,0.9571134020618557
56,0.00020610737385376362,0.0034341972686882144,0.9996358339402768,0.9769705128354581,0.794639175257732,0.9571134020618557
57,0.00019045302534508325,0.0016942008712446997,1.0,0.21503457682603128,0.9496907216494845,0.9571134020618557
58,0.00017527597583490834,0.0011152336422678895,1.0,0.20059336234459704,0.9496907216494845,0.9571134020618557
59,0.00016059962723352931,0.0016519977854943283,1.0,0.2349236162636972,0.9443298969072165,0.9571134020618557
60,0.00014644660940672636,0.001423865453613473,1.0,0.14932566209912168,0.9649484536082474,0.9649484536082474
61,0.00013283874528215725,0.001156109223923682,1.0,0.1881858539476435,0.9472164948453609,0.9649484536082474
62,0.0001197970171999846,0.0008774317208493029,1.0,0.19104370650076405,0.9562886597938144,0.9649484536082474
63,0.00010734153455962753,0.0009811741576932957,1.0,0.1764145096780178,0.96,0.9649484536082474
64,9.549150281252638e-05,0.0007652695381383765,1.0,0.2280538993263947,0.9505154639175257,0.9649484536082474
65,8.426519384872754e-05,0.0009676629299001507,1.0,0.1966799669290496,0.9562886597938144,0.9649484536082474
66,7.367991782295395e-05,0.0016923634954697662,0.9996358339402768,0.31848938428607193,0.9311340206185567,0.9649484536082474
67,6.375199646360155e-05,0.0009807958693270017,1.0,0.27130330091971855,0.937319587628866,0.9649484536082474
68,5.449673790581613e-05,0.0008622944694675793,1.0,0.15276148744864682,0.9649484536082474,0.9649484536082474
69,4.5928413087459345e-05,0.0009465039301072149,1.0,0.17449203562797405,0.9608247422680413,0.9649484536082474
70,3.806023374435665e-05,0.0013605483469484782,1.0,0.16723259551220251,0.962061855670103,0.9649484536082474
71,3.090433203875794e-05,0.001167544046924256,0.9996358339402768,0.10367085898666174,0.9756701030927835,0.9756701030927835
72,2.447174185242325e-05,0.0016820329319121342,0.9996358339402768,0.1654278476167036,0.9604123711340207,0.9756701030927835
73,1.877238177317643e-05,0.001334492083166123,0.9996358339402768,0.1680609743665842,0.9616494845360825,0.9756701030927835
74,1.3815039801161731e-05,0.0015178538056108111,1.0,0.17714899091315386,0.9616494845360825,0.9756701030927835
75,9.607359798384792e-06,0.0008009718987532502,1.0,0.14472977367932058,0.9674226804123711,0.9756701030927835
76,6.155829702431175e-06,0.0010581423572540345,0.9996358339402768,0.18747768175378782,0.9575257731958763,0.9756701030927835
77,3.4657715225368564e-06,0.0009050254561807431,1.0,0.17390021279116555,0.96,0.9756701030927835
78,1.5413331334360193e-06,0.0008276440878958324,1.0,0.18824132395357576,0.9571134020618557,0.9756701030927835
79,3.8548187963854984e-07,0.0010335511112786104,1.0,0.1723708365410683,0.963298969072165,0.9756701030927835
80,0.0,0.0008238168318928216,1.0,0.16602676548154555,0.9641237113402061,0.9756701030927835
