channels,fitness,val_acc,train_acc,val_loss,train_loss,params,flops,params_ratio,flops_ratio,params_compression_rate,flops_reduction_rate,below_baseline_short_by,penalty,eval_time_sec,epochs,inherited
8-8-8-8-8-20-16-28-28-20-64-40-32-64-48,-427.7672468214922,10.739999786376954,15.209999880981446,2.60536646232605,3.735511680984497,262386,30855648,0.5652994480280252,0.4480756112113816,0.43470055197197477,0.5519243887886184,86.23999865112305,431.19999325561525,49.24343132972717,1,True
12-8-12-16-12-28-32-16-24-24-48-56-40-56-48,-430.16508179847375,10.619999621582032,14.93999948425293,3.523564130401611,3.3912990913391114,280486,41066976,0.6042951261865674,0.5963611709533094,0.39570487381343256,0.4036388290466906,86.35999881591798,431.79999407958985,43.07413363456726,1,True
8-8-16-12-16-20-32-28-20-32-40-32-64-56-40,-432.88012332171434,10.15999969177246,13.35999948425293,3.4396861614227294,3.8877084781646727,272338,41361808,0.586740607643153,0.6006426246633295,0.41325939235684706,0.3993573753366705,86.81999874572755,434.09999372863774,14.40291690826416,1,True
16-12-12-12-16-32-28-24-32-20-64-64-64-32-32,-420.442324520215,12.53999934387207,17.34999951171875,2.6054757793426515,3.3711223720550536,327066,49987904,0.7046497498675008,0.7259079646609875,0.29535025013249916,0.2740920353390125,84.43999909362793,422.19999546813966,10.249484777450562,1,True
8-12-8-8-12-20-24-32-24-16-48-32-32-56-56,-431.4145266100864,10.099999603271485,13.199999392700196,2.5683874919891356,3.4120288906097413,229586,31961648,0.4946332467241476,0.46413658085945997,0.5053667532758523,0.53586341914054,86.87999883422852,434.39999417114257,18.37618589401245,1,True
8-16-12-16-16-20-20-28-16-20-64-56-56-32-32,-437.07692312128404,9.419999867248535,12.489999293518066,2.6079234359741212,3.002325068664551,266162,40145216,0.5734346790073984,0.5829756742238225,0.4265653209926016,0.41702432577617754,87.55999857025147,437.79999285125734,9.034579992294312,1,True
12-8-12-8-8-24-16-28-20-32-32-56-64-40-40,-426.262014971012,11.059999891662597,16.709999517822265,2.349033373641968,3.2947667896270754,256662,34136464,0.5529673341175558,0.4957185462899799,0.44703266588244417,0.5042814537100201,85.9199985458374,429.599992729187,8.308647871017456,1,True
16-16-12-16-8-32-24-20-20-24-48-48-32-48-48,-432.1801850576722,10.239999572753906,17.379999658203126,13.479470788574218,3.665091913986206,240490,42209760,0.5181254497429733,0.6129563057980739,0.48187455025702675,0.3870436942019261,86.7399988647461,433.6999943237305,10.806858777999878,1,True
8-8-8-8-8-20-16-32-24-16-48-40-32-56-48,-418.5618485283786,12.119999629211426,15.719999468994141,2.761461417007446,3.3257543380737307,219218,27685344,0.47229583284858045,0.4020374951904221,0.5277041671514195,0.5979625048095779,84.85999880828858,424.2999940414429,6.36515998840332,1,True
12-8-12-8-8-24-16-16-20-24-32-56-64-40-40,-431.4182836444135,10.079999594116211,16.349999234008788,14.05788309173584,3.37585664100647,240166,30376336,0.5174274055593617,0.4411151993814,0.48257259444063827,0.5588848006186,86.89999884338378,434.49999421691894,2.785154342651367,1,True
16-8-12-12-16-32-28-24-32-32-64-56-64-40-40,-438.06822621720136,9.659999601745605,14.66999944152832,13.511504568481445,3.712535795593262,343770,51130768,0.7406378055559146,0.742504261239542,0.25936219444408537,0.25749573876045795,87.31999883575439,436.59999417877196,0.36225414276123047,1,True
12-12-12-8-8-32-16-28-20-20-32-64-64-40-40,-427.0210253605516,10.999999726867676,15.689999670410156,2.752874579238892,3.5086949977874755,268358,36016528,0.5781658673629873,0.5230202197442698,0.42183413263701275,0.4769797802557302,85.97999871063233,429.89999355316166,2.099604368209839,1,True
