true/pred,2S1,BMP2,BRDM_2,BTR60,BTR70,D7,T62,T72,ZIL131,ZSU_23_4
2S1,274,0,0,0,0,0,0,0,0,0
BMP2,0,188,0,0,6,0,0,1,0,0
BRDM_2,0,0,274,0,0,0,0,0,0,0
BTR60,0,7,0,178,10,0,0,0,0,0
BTR70,0,7,1,1,187,0,0,0,0,0
D7,0,0,0,0,0,273,0,0,1,0
T62,0,0,0,0,0,3,270,0,0,0
T72,0,2,0,0,0,0,0,194,0,0
ZIL131,0,0,0,0,0,0,0,0,274,0
ZSU_23_4,1,0,0,0,0,0,1,0,0,272
