true/pred,2S1,BMP2,BRDM_2,BTR60,BTR70,D7,T62,T72,ZIL131,ZSU_23_4
2S1,96,0,0,0,0,1,177,0,0,0
BMP2,0,73,1,86,18,0,0,17,0,0
BRDM_2,0,0,271,0,0,0,0,0,0,3
BTR60,0,9,5,154,2,0,0,24,0,1
BTR70,0,13,6,50,127,0,0,0,0,0
D7,0,0,0,0,0,181,18,0,21,54
T62,0,0,0,0,0,0,123,0,0,150
T72,0,0,0,16,0,0,0,176,0,4
ZIL131,0,0,0,0,0,0,0,0,200,74
ZSU_23_4,0,0,0,0,0,0,1,0,0,273
