true/pred,2S1,BMP2,BRDM_2,BTR60,BTR70,D7,T62,T72,ZIL131,ZSU_23_4
2S1,97,0,0,0,0,52,92,0,33,0
BMP2,0,71,3,67,14,0,0,40,0,0
BRDM_2,0,0,263,0,0,0,0,0,0,11
BTR60,0,11,3,139,5,0,0,37,0,0
BTR70,0,12,5,62,116,0,0,1,0,0
D7,0,0,0,0,0,180,9,0,52,33
T62,0,0,0,0,0,2,210,0,1,60
T72,0,0,0,15,0,0,0,179,0,2
ZIL131,0,0,0,0,0,0,1,0,242,31
ZSU_23_4,0,0,0,0,0,0,0,0,0,274
